trade_date,ts_code,name,tier,portfolio_selected,portfolio_rank_in_cohort,pct_5d,pct_20d,market_med_20d,avg_amount_5d,avg_amount_20d,amount_ratio,is_breakout,final_score,entry_date,ret_5d_exit_date,ret_5d_status,entry_unbuyable_reason,ret_5d_t1,ret_5d_t1_net,ret_5d_csi1000,ret_5d_net_excess_csi1000,ret_5d_csi300,ret_5d_net_excess_csi300
20240930,600463.SH,空港股份,Tier2,True,3.0,26.117886178861795,55.125,21.71256635307721,307934760.6,162740389.14999998,1.8921840005935617,True,75.0,20241008,20241014,ok,,-19.8218262806236,-19.9818262806236,-12.759706098059798,-7.222120182563803,-10.98842061919606,-8.993405661427541
20240930,002383.SZ,合众思壮,Tier2,True,4.0,25.64516129032257,38.12056737588654,21.71256635307721,451867293.2,279577286.1,1.6162518046561722,True,62.69,20241008,20241014,ok,,-11.91588785046729,-12.07588785046729,-12.759706098059798,0.6838182475925088,-10.98842061919606,-1.08746723127123
20240930,000158.SZ,常山北明,Tier2,True,5.0,20.12750455373404,69.31964056482668,21.71256635307721,6482567549.0,3144423801.85,2.061607454181598,True,65.45,20241008,,pending_no_entry_limit_up,limit_up:stk_limit,,,,,,
20240930,600490.SH,鹏欣资源,Tier2,True,6.0,15.901060070671358,51.15207373271888,21.71256635307721,507530272.00000006,247152987.2,2.053506525451375,True,66.0,20241008,20241014,ok,,-18.384401114206128,-18.544401114206128,-12.759706098059798,-5.78469501614633,-10.98842061919606,-7.555980495010068
20240930,000566.SZ,海南海药,Tier2,True,7.0,15.200000000000014,41.6393442622951,21.71256635307721,541092240.4,339573777.05,1.5934453039945062,True,66.0,20241008,,pending_no_entry_limit_up,limit_up:stk_limit,,,,,,
20240930,603988.SH,中电电机,Tier2,True,8.0,11.111111111111116,42.85714285714286,21.71256635307721,551146777.2,350097849.9499999,1.5742649584358013,True,67.4,20241008,20241014,ok,,-13.536076326774005,-13.696076326774005,-12.759706098059798,-0.9363702287142068,-10.98842061919606,-2.7076557075779455
20241031,002628.SZ,成都路桥,Tier2,True,1.0,44.40366972477064,229.2887029288703,10.503282275711156,1276210375.4,552108826.4,2.3115196033388394,True,56.0,20241101,20241107,ok,,-29.638554216867476,-29.798554216867476,4.968661517093054,-34.767215733960526,6.780171396063306,-36.57872561293078
20241031,600246.SH,万通发展,Tier2,True,2.0,41.15347018572824,97.8082191780822,10.503282275711156,1680284104.4,951493651.7,1.7659435787069055,True,65.0,20241101,20241107,ok,,-12.916666666666677,-13.076666666666677,4.968661517093054,-18.04532818375973,6.780171396063306,-19.856838062729985
20241031,002243.SZ,力合科创,Tier2,True,3.0,36.46907216494846,61.67938931297709,10.503282275711156,873457561.2,320537646.8,2.72497651966914,True,51.11,20241101,20241107,ok,,-10.09708737864079,-10.25708737864079,4.968661517093054,-15.225748895733844,6.780171396063306,-17.037258774704096
20241031,600198.SH,大唐电信,Tier2,True,4.0,36.36363636363635,117.74193548387096,10.503282275711156,2420903523.9999995,1291749855.9,1.8741271871970018,True,60.0,20241101,20241107,ok,,-23.32904884318766,-23.48904884318766,4.968661517093054,-28.457710360280714,6.780171396063306,-30.269220239250966
20241031,000058.SZ,深赛格,Tier2,True,5.0,35.46798029556653,62.72189349112427,10.503282275711156,793427699.5999999,362464439.65,2.1889808014439796,True,75.0,20241101,20241107,ok,,-9.763033175355474,-9.923033175355474,4.968661517093054,-14.891694692448528,6.780171396063306,-16.70320457141878
20241031,002685.SZ,华东重机,Tier2,True,6.0,35.30961791831358,192.5925925925926,10.503282275711156,1784561039.4,960513213.7,1.8579245073846296,True,52.14,20241101,20241107,ok,,-25.32532532532533,-25.48532532532533,4.968661517093054,-30.453986842418384,6.780171396063306,-32.26549672138864
20241031,002212.SZ,天融信,Tier2,True,7.0,31.8864774624374,52.21579961464353,10.503282275711156,827038108.8000001,498850970.2000001,1.657886138756877,True,73.27,20241101,20241107,ok,,-6.1277705345501925,-6.287770534550193,4.968661517093054,-11.256432051643246,6.780171396063306,-13.067941930613499
20241031,600353.SH,旭光电子,Tier2,True,8.0,30.82901554404145,76.26527050610818,10.503282275711156,918506057.4,416604966.05,2.204741019073121,True,71.4,20241101,20241107,ok,,-11.122448979591837,-11.282448979591837,4.968661517093054,-16.25111049668489,6.780171396063306,-18.062620375655143
20241031,000592.SZ,平潭发展,Tier2,True,9.0,30.8080808080808,50.58139534883721,10.503282275711156,586878284.2,264457282.3,2.219179895882943,True,52.5,20241101,20241107,ok,,4.800000000000004,4.640000000000004,4.968661517093054,-0.3286615170930496,6.780171396063306,-2.1401713960633018
20241031,000045.SZ,深纺织Ａ,Tier2,True,10.0,30.245746691871457,56.41316685584561,10.503282275711156,758999894.4000001,298116072.95,2.5459878324886547,True,75.0,20241101,20241107,ok,,-9.844961240310068,-10.004961240310069,4.968661517093054,-14.973622757403122,6.780171396063306,-16.785132636373376
20241031,600622.SH,光大嘉宝,Tier2,True,11.0,28.23834196891193,103.70370370370368,10.503282275711156,1316092050.8,837102782.9499999,1.5721988716391713,True,75.0,20241101,20241107,ok,,20.399999999999995,20.239999999999995,4.968661517093054,15.271338482906941,6.780171396063306,13.459828603936689
20241031,603985.SH,恒润股份,Tier2,True,12.0,20.78651685393258,38.32720588235294,10.503282275711156,720312505.6,310905806.54999995,2.316819082901751,True,54.97,20241101,20241107,ok,,-4.329896907216502,-4.489896907216502,4.968661517093054,-9.458558424309555,6.780171396063306,-11.270068303279807
20241031,600769.SH,祥龙电业,Tier2,True,13.0,20.725883476599805,51.19617224880384,10.503282275711156,400606683.2000001,210679440.25,1.9014987068725142,True,51.03,20241101,20241107,ok,,-12.844702467343971,-13.004702467343972,4.968661517093054,-17.973363984437025,6.780171396063306,-19.784873863407277
20241031,603063.SH,禾望电气,Tier2,True,14.0,20.696452036793687,38.01652892561984,10.503282275711156,879201190.8,433995364.25,2.0258308342057365,True,51.27,20241101,20241107,ok,,11.359999999999992,11.199999999999992,4.968661517093054,6.2313384829069385,6.780171396063306,4.419828603936686
20241031,600770.SH,综艺股份,Tier2,True,15.0,20.15503875968992,114.53287197231832,10.503282275711156,816899580.8000001,424244696.3,1.9255386995394244,True,63.9,20241101,20241107,ok,,-11.60862354892206,-11.76862354892206,4.968661517093054,-16.73728506601511,6.780171396063306,-18.548794944985367
20241031,002377.SZ,国创高新,Tier2,True,16.0,20.0,75.38461538461539,10.503282275711156,350119668.00000006,222585547.80000007,1.5729667602435415,True,66.56,20241101,20241107,ok,,-4.7761194029850795,-4.93611940298508,4.968661517093054,-9.904780920078133,6.780171396063306,-11.716290799048386
20241031,600724.SH,宁波富达,Tier2,True,17.0,16.910229645093942,43.22250639386187,10.503282275711156,445983826.8,193425958.8,2.305708238784752,True,65.74,20241101,20241107,ok,,-0.727272727272732,-0.887272727272732,4.968661517093054,-5.855934244365786,6.780171396063306,-7.667444123336038
20241031,600825.SH,新华传媒,Tier2,True,18.0,16.72185430463575,52.26781857451404,10.503282275711156,817137587.6,465008311.25,1.7572537260752026,True,51.02,20241101,20241107,ok,,2.7737226277372296,2.6137226277372294,4.968661517093054,-2.3549388893558243,6.780171396063306,-4.1664487683260765
20241031,600589.SH,大位科技,Tier2,True,19.0,16.455696202531623,49.8371335504886,10.503282275711156,371927810.8,190566780.1,1.9516927903427383,True,56.28,20241101,20241107,ok,,-4.148471615720539,-4.308471615720539,4.968661517093054,-9.277133132813592,6.780171396063306,-11.088643011783844
20241031,600732.SH,爱旭股份,Tier2,True,20.0,15.329125338142456,36.64529914529915,10.503282275711156,1634034396.4,857454266.9499998,1.9056811067164292,True,71.97,20241101,20241107,ok,,0.6274509803921635,0.4674509803921635,4.968661517093054,-4.50121053670089,6.780171396063306,-6.3127204156711425
20241031,600807.SH,济高发展,Tier2,False,21.0,15.044247787610644,74.49664429530203,10.503282275711156,742291724.8,339067911.95,2.189212540139925,True,65.0,20241101,20241107,ok,,-11.70634920634921,-11.86634920634921,4.968661517093054,-16.835010723442263,6.780171396063306,-18.646520602412515
20241031,601865.SH,福莱特,Tier2,False,22.0,13.591465823785075,56.420021762785645,10.503282275711156,1834720514.4000003,976277334.7000002,1.8793025805149832,True,66.18,20241101,20241107,ok,,-13.450704225352117,-13.610704225352118,4.968661517093054,-18.57936574244517,6.780171396063306,-20.390875621415425
20241031,603106.SH,恒银科技,Tier2,False,23.0,13.171140939597326,74.96757457846952,10.503282275711156,1209763774.6,748641464.7499999,1.6159454579556136,True,75.0,20241101,20241107,ok,,-17.11999999999999,-17.27999999999999,4.968661517093054,-22.248661517093044,6.780171396063306,-24.060171396063296
20241031,000006.SZ,深振业Ａ,Tier2,False,24.0,11.451247165532871,91.61793372319688,10.503282275711156,1329020363.9999998,760042794.45,1.7486125435367579,True,58.5,20241101,20241107,ok,,-6.099999999999994,-6.2599999999999945,4.968661517093054,-11.228661517093048,6.780171396063306,-13.0401713960633
20241031,600613.SH,神奇制药,Tier2,False,25.0,11.170928667563928,41.92439862542954,10.503282275711156,416552508.8000001,194598249.29999995,2.1405768566695946,True,52.5,20241101,20241107,ok,,-2.4390243902439046,-2.5990243902439047,4.968661517093054,-7.5676859073369585,6.780171396063306,-9.37919578630721
20241031,603773.SH,沃格光电,Tier2,False,26.0,10.51520270270272,48.271954674220986,10.503282275711156,656354414.2,415144179.8,1.5810276191664436,True,61.9,20241101,20241107,ok,,0.0764525993883769,-0.08354740061162311,4.968661517093054,-5.052208917704677,6.780171396063306,-6.863718796674929
20241031,600984.SH,建设机械,Tier2,False,27.0,9.329446064139946,41.50943396226416,10.503282275711156,288776223.6,175728682.49999997,1.6433072819515395,True,72.9,20241101,20241107,ok,,8.108108108108114,7.948108108108114,4.968661517093054,2.9794465910150603,6.780171396063306,1.167936712044808
20241031,002506.SZ,协鑫集成,Tier2,False,28.0,8.000000000000007,28.57142857142858,10.503282275711156,668070702.4000001,378835105.9,1.7634867835515455,True,51.01,20241101,,pending_no_entry_limit_up,limit_up:stk_limit,,,,,,
20241031,002129.SZ,TCL中环,Tier2,False,29.0,7.010135135135132,34.50106157112527,10.503282275711156,3569332446.4,2274059459.2,1.5695862445283948,True,64.93,20241101,20241107,ok,,-7.29751403368083,-7.45751403368083,4.968661517093054,-12.426175550773884,6.780171396063306,-14.237685429744136
20241031,000676.SZ,智度股份,Tier2,False,30.0,6.751824817518237,64.3258426966292,10.503282275711156,2911454684.4,1920585031.4,1.5159207412325353,True,51.17,20241101,20241107,ok,,-4.140969162995589,-4.300969162995589,4.968661517093054,-9.269630680088643,6.780171396063306,-11.081140559058895
20241031,600666.SH,奥瑞德,Tier2,False,31.0,6.249999999999978,52.56410256410256,10.503282275711156,650334223.9999999,343897092.3,1.8910721799086285,True,52.5,20241101,20241107,ok,,8.05084745762712,7.890847457627119,4.968661517093054,2.9221859405340656,6.780171396063306,1.1106760615638134
20241129,603660.SH,苏州科达,Tier2,True,1.0,33.72859025032939,46.2536023054755,1.4863273804208377,860278338.4,383178985.7,2.245108344938134,True,71.4,20241202,20241206,ok,,-10.922587486744428,-11.082587486744428,2.598556399028862,-13.68114388577329,1.6225683030800075,-12.705155789824435
20241129,002582.SZ,好想你,Tier2,True,2.0,33.17460317460319,28.09160305343512,1.4863273804208377,527818133.3999999,296391851.6,1.7808118899041956,True,61.14,20241202,20241206,ok,,-3.1605562579014035,-3.3205562579014036,2.598556399028862,-5.919112656930265,1.6225683030800075,-4.943124560981412
20241129,603803.SH,瑞斯康达,Tier2,True,3.0,32.38213399503722,49.649368863955125,1.4863273804208377,341620487.8,191847815.25,1.780684796200722,True,63.9,20241202,20241206,ok,,-9.166666666666668,-9.326666666666668,2.598556399028862,-11.92522306569553,1.6225683030800075,-10.949234969746676
20241129,002467.SZ,二六三,Tier2,True,4.0,21.70658682634732,101.23762376237626,1.4863273804208377,3572401268.400001,1296060280.7,2.7563542541945294,True,61.9,20241202,20241206,ok,,-5.8746736292428325,-6.034673629242833,2.598556399028862,-8.633230028271694,1.6225683030800075,-7.65724193232284
20241129,603906.SH,龙蟠科技,Tier2,True,5.0,16.201620162016205,35.89473684210527,1.4863273804208377,777800723.8000001,356723216.6,2.1804039871959375,True,65.0,20241202,20241206,ok,,-3.2206119162640934,-3.3806119162640935,2.598556399028862,-5.979168315292956,1.6225683030800075,-5.003180219344101
20241129,002862.SZ,实丰文化,Tier2,True,6.0,14.33801098230627,116.0230547550432,1.4863273804208377,678554353.0,391016774.85,1.7353586767736595,True,51.38,20241202,20241206,ok,,-5.306848502816464,-5.466848502816464,2.598556399028862,-8.065404901845326,1.6225683030800075,-7.089416805896471
20241129,002356.SZ,赫美集团,Tier2,True,7.0,13.76623376623376,31.13772455089821,1.4863273804208377,380006452.0,241307741.45,1.5747793656207212,True,63.9,20241202,20241206,ok,,-1.3729977116704872,-1.5329977116704872,2.598556399028862,-4.131554110699349,1.6225683030800075,-3.1555660147504945
20241129,002878.SZ,元隆雅图,Tier2,True,8.0,11.09579600275672,35.91905564924116,1.4863273804208377,757905486.0,416057924.35,1.8216345408732748,True,51.9,20241202,20241206,ok,,-5.138806851742473,-5.298806851742473,2.598556399028862,-7.897363250771335,1.6225683030800075,-6.9213751548224804
20241129,001229.SZ,魅视科技,Tier2,True,9.0,10.691094619666044,88.0614657210402,1.4863273804208377,719744562.2000002,247824380.05000004,2.9042524470545934,True,63.9,20241202,20241206,ok,,-7.9566420664206605,-8.11664206642066,2.598556399028862,-10.715198465449522,1.6225683030800075,-9.739210369500668
20241231,603958.SH,哈森股份,Tier2,True,1.0,19.797979797979792,37.58700696055684,-4.007873539428186,288720119.40000004,154348745.74999997,1.8705699097007407,True,61.9,20250102,20250108,ok,,-14.678326046221112,-14.838326046221113,-4.822933665185092,-10.01539238103602,-3.626828369744217,-11.211497676476895
20241231,002730.SZ,电光科技,Tier2,True,2.0,15.177065767284992,67.60736196319017,-4.007873539428186,1019151064.2000002,311724491.6,3.26939682849097,True,63.9,20250102,20250108,ok,,26.20016273393002,26.04016273393002,-4.822933665185092,30.863096399115115,-3.626828369744217,29.66699110367424
20250127,600410.SH,华胜天成,Tier2,True,1.0,24.65373961218837,20.32085561497325,-5.087719298245618,2076982813.0,1327169804.55,1.5649714195420812,True,70.0,20250205,20250211,ok,,3.6876355748373113,3.527635574837311,4.909083495251454,-1.3814479204141428,0.9996983379560787,2.5279372368812325
20250127,000882.SZ,华联股份,Tier2,True,2.0,19.8581560283688,54.337899543379,-5.087719298245618,2102575497.8,1088043295.4,1.9324373457280712,True,75.0,20250205,20250211,ok,,-6.578947368421062,-6.738947368421062,4.909083495251454,-11.648030863672517,0.9996983379560787,-7.738645706377141
20250127,603211.SH,晋拓股份,Tier2,True,3.0,19.843487982112904,37.0843989769821,-5.087719298245618,570192905.4,214057444.90000007,2.663737790883067,True,75.0,20250205,20250211,ok,,-3.3160621761658016,-3.4760621761658017,4.909083495251454,-8.385145671417256,0.9996983379560787,-4.47576051412188
20250127,605488.SH,福莱新材,Tier2,True,4.0,15.11187607573148,49.35238945958016,-5.087719298245618,497993629.4,298105151.6,1.6705301023050148,True,62.5,20250205,20250211,ok,,12.667660208643806,12.507660208643806,4.909083495251454,7.598576713392352,0.9996983379560787,11.507961870687726
20250127,603598.SH,引力传媒,Tier2,True,5.0,8.455114822546971,14.870093974571596,-5.087719298245618,1142807818.6,654953443.8,1.7448687832977847,True,70.0,20250205,20250211,ok,,13.634110064452166,13.474110064452166,4.909083495251454,8.565026569200711,0.9996983379560787,12.474411726496086
20250228,002580.SZ,圣阳股份,Tier2,True,1.0,28.154506437768223,66.44370122630991,3.4552845528455167,1315133545.1999998,567561816.45,2.317163535464613,True,62.5,20250303,20250307,ok,,-6.666666666666665,-6.826666666666665,3.4448048665198128,-10.271471533186478,1.1364500650076215,-7.963116731674287
20250228,605208.SH,永茂泰,Tier2,True,2.0,20.51835853131749,50.20188425302828,3.4552845528455167,583093423.1999999,240333202.9,2.426187543643808,True,62.5,20250303,20250307,ok,,42.81818181818182,42.65818181818182,3.4448048665198128,39.21337695166201,1.1364500650076215,41.5217317531742
20250228,600126.SH,杭钢股份,Tier2,True,3.0,19.90950226244344,169.30894308943093,3.4552845528455167,6894223084.2,3730258198.8,1.848189245028086,True,70.0,20250303,20250307,ok,,-2.9999999999999916,-3.1599999999999917,3.4448048665198128,-6.604804866519805,1.1364500650076215,-4.296450065007614
20250228,002369.SZ,卓翼科技,Tier2,True,4.0,14.83757682177349,111.30856219709209,3.4552845528455167,3419994761.200001,1516747075.85,2.2548220567911117,True,62.5,20250303,20250307,ok,,6.439393939393967,6.279393939393967,3.4448048665198128,2.834589072874154,1.1364500650076215,5.142943874386345
20250228,001306.SZ,夏厦精密,Tier2,True,5.0,8.574686431014822,38.080046403712295,3.4552845528455167,606917118.4000001,343540509.05,1.766653720338021,True,75.0,20250303,20250307,ok,,3.765470946087679,3.605470946087679,3.4448048665198128,0.16066607956786605,1.1364500650076215,2.4690208810800574
20250331,603011.SH,合锻智能,Tier2,True,1.0,13.523131672597868,50.117647058823536,-0.8797653958944385,1458626804.2,617174111.8,2.363395962844079,True,58.9,20250401,20250408,ok,,-20.379146919431278,-20.53914691943128,-11.407311041011159,-9.13183587842012,-6.217161958882123,-14.321984960549155
20250331,002923.SZ,润都股份,Tier2,True,2.0,10.95166163141994,49.13705583756345,-0.8797653958944385,431738420.00000006,234997828.75,1.8372017405288477,True,63.9,20250401,20250408,ok,,6.828938471940527,6.6689384719405265,-11.407311041011159,18.076249512951684,-6.217161958882123,12.88610043082265
20250331,002655.SZ,共达电声,Tier2,True,3.0,7.527579493835179,29.453124999999996,-0.8797653958944385,1329627925.4,689276175.15,1.9290205774349405,True,61.4,20250401,20250408,ok,,-37.8409090909091,-38.0009090909091,-11.407311041011159,-26.59359804989794,-6.217161958882123,-31.783747132026974
20250430,600744.SH,华银电力,Tier2,True,1.0,14.805194805194798,31.94029850746267,-3.20088185762521,822088166.1999999,470535109.85,1.7471345899396755,True,63.9,20250506,20250512,ok,,25.531914893616992,25.371914893616992,2.905341264322714,22.466573629294277,2.53622486566103,22.835690027955962
20250430,603955.SH,大千生态,Tier2,True,2.0,13.570127504553732,28.02874743326489,-3.20088185762521,376111005.2,245062608.3,1.5347547625036846,True,71.4,20250506,20250512,ok,,24.7588424437299,24.5988424437299,2.905341264322714,21.693501179407185,2.53622486566103,22.06261757806887
20250430,603086.SH,先达股份,Tier2,True,3.0,8.614232209737827,58.75912408759121,-3.20088185762521,1057402565.6,330806247.6,3.1964407361452745,True,51.83,20250506,20250512,ok,,2.4581005586592264,2.2981005586592262,2.905341264322714,-0.6072407056634876,2.53622486566103,-0.23812430700180354
20250430,002196.SZ,方正电机,Tier2,True,4.0,8.35051546391754,16.261061946902664,-3.20088185762521,953282575.4,511691341.15,1.863003140247686,True,67.4,20250506,20250512,ok,,-3.327171903881687,-3.4871719038816873,2.905341264322714,-6.392513168204401,2.53622486566103,-6.0233967695427175
20250530,603011.SH,合锻智能,Tier2,True,1.0,35.72854291417165,108.1632653061224,2.493765586034935,2375127837.4,1498337592.7000003,1.585175362996817,True,52.5,20250603,20250609,ok,,-3.7075180226570636,-3.867518022657064,3.490977910413262,-7.358495933070326,1.350934185173358,-5.218452207830422
20250530,600192.SH,长城电工,Tier2,True,2.0,26.530612244897966,40.48338368580063,2.493765586034935,607472975.1999999,187386182.45,3.241823742057882,True,65.52,20250603,20250609,ok,,-9.64705882352941,-9.80705882352941,3.490977910413262,-13.298036733942672,1.350934185173358,-11.157993008702768
