ts_code,symbol,name,list_date,delist_date,market,list_status,avg_amount_20d,pct_20d,l2_name,l1_name,l2_code,l1_code,close,pe,pe_ttm,pb,turnover_rate,total_mv,circ_mv,avg_amount_5d,vol_confirm,limit_20d,limit_10d,is_lock,is_breakout,high_20d,low_20d,pct_5d,pct_60d,drawdown_20d,has_crash_veto,pct_20d_n,market_med_20d,q0_dt_yoy,q1_dt_yoy,q0_profit_dedt,q0_dt_profit_ratio,q0_net_income,ttm_net_income,ttm_profit_dedt,ttm_ocf_ratio,roe,reduce_deduct,total_mv_n,avg_amt_5d_n,l1_leader,l1_score,l1_flag,itf_adj,l2_pe_mkt_pct,q0_dt_yoy_n,q1_dt_yoy_n,ind_med,esp_raw,l2_flags,pe_n,pb_n,roe_n,peg_n,pe_mean,val_bonus,val_penalty,close_n,high_20d_n,reduce_penalty,cat_score,cat_flag,mom_rank,l4_mom_ok,l4_rel_ok,l4_score,ind_mom_cnt,alpha_excess,alpha_flag,pct_5d_n,l4_flag,big_ratio,chasing_high,overheat_flag,z_group,esp_raw_w,esp_z,esp_score,egs_base,mult,deduct,final_score,tier
000001.SZ,000001,平安银行,19910403,,主板,L,1215614136.6000004,-3.429602888086647,未知,未知,,,10.68,4.8614,4.8132,0.4466,0.4917,20725520.6355,20725181.4974,974226256.1999999,False,0,0,False,False,11.6,10.69,-2.638762511373982,-1.9248395967002785,-7.758620689655171,False,-3.429602888086647,-3.057119871279157,3.2,-4.9,14488000000.0,99.759,,,120311000000.0,217.3903,2.652,0,20725520.6355,974226256.1999999,1.0,1.5,PASS,False,0.2857142857142857,3.2,-4.9,2.125,3.2,ESP-Q,4.8614,0.4466,2.652,1.5191875,87.7931712264151,0.0,0.0,10.68,11.6,0,67.81214203894616,,0.5553435114503816,0,0,5.0,158,1.3846542030873934,False,-2.638762511373982,,-0.04163735444817503,False,False,独立池,3.2,0.0,22.161952417240606,27.276033095131968,0.7,0.0,19.09,Other
000002.SZ,000002,万科Ａ,19910129,,主板,L,481263566.3000001,-11.02564102564102,房地产开发,房地产,801181.SI,430000,3.46,,,0.3735,0.8918,4128025.477,3362059.8093,459378842.4,False,0,0,False,False,4.16,3.47,-8.201058201058187,-29.471544715447152,-16.58653846153846,False,-11.02564102564102,-3.057119871279157,11.67,-89.27,-5334173713.54,,,,-129328697212.95999,,-5.234,0,4128025.477,459378842.4,1.0,1.5,PASS,False,0.6666666666666666,11.67,-89.27,-25.055,5.835,,,0.3735,-5.234,,71.32621,0.0,0.0,3.46,4.16,0,65.2348224513173,,0.19230769230769232,0,0,5.0,8,-9.61843275322436,False,-8.201058201058187,,-0.08319175993419052,False,False,房地产开发,5.835,-0.018297969560826105,32.0,28.470446735395193,1.0,0.0,28.47,Other
000006.SZ,000006,深振业Ａ,19920427,,主板,L,461591160.29999995,8.169596690796288,房地产开发,房地产,801181.SI,430000,10.88,,,2.7357,3.5696,1468794.61,1468783.5124,604726505.8,True,2,2,False,False,11.25,9.09,7.61316872427984,12.837108953613829,-7.022222222222219,False,8.169596690796288,-3.057119871279157,124.77,96.6,6931220.37,92.0793,,,-134432268.94,1215.9487,0.1403,0,1468794.61,604726505.8,1.0,1.5,PASS,False,0.6666666666666666,124.77,96.6,-25.055,174.88,,,2.7357,0.1403,,71.32621,0.0,0.0,10.88,11.25,0,65.2348224513173,,0.7692307692307693,1,1,100.0,8,9.576804963212949,True,7.61316872427984,,0.020922911893463306,False,False,房地产开发,174.88,0.87373975470597,50.0,79.5704467353952,1.0,0.0,79.57,Tier1
000007.SZ,000007,全新好,19920413,,主板,L,201486584.15,-15.36780772032047,一般零售,商业贸易,801203.SI,450000,12.46,2239.877,,24.1034,8.9416,431674.2628,431674.2628,154512695.20000002,False,1,0,False,False,17.79,11.58,-8.43183609141056,-8.503937007874018,-34.68240584598089,False,-15.36780772032047,-3.057119871279157,-231.39,-63.71,-2328706.65,,,,6040372.59,,-1.2047,0,431674.2628,154512695.20000002,1.0,1.5,PASS,False,0.5,-231.39,-63.71,-2.72,-115.695,,2239.877,24.1034,-1.2047,,294.39719,0.0,0.0,12.46,17.79,0,80.29782359679267,,0.29411764705882354,0,0,5.0,6,-5.4518413337658505,False,-8.43183609141056,,-0.032278743167899505,False,False,一般零售,-115.695,-2.1064271769619083,12.0,28.9893470790378,1.0,0.0,28.99,Other
000009.SZ,000009,中国宝安,19910625,,主板,L,276477461.8000001,-12.725225225225234,未知,未知,,,7.76,98.5743,385.4462,1.9954,0.6609,2001470.0368,1998991.8808,182657545.2,False,0,0,False,False,9.32,7.69,-2.146464646464641,-18.763102725366863,-16.845493562231763,False,-12.725225225225234,-3.057119871279157,-73.85,-341.34,20137217.24,115.3158,,,174329814.67,-56.7024,0.1743,0,2001470.0368,182657545.2,1.0,1.5,PASS,False,0.2857142857142857,-73.85,-341.34,2.125,-75.975,ESP-Q,98.5743,1.9954,0.1743,,87.7931712264151,0.0,0.0,7.76,9.32,0,99.3127147766323,,0.183206106870229,0,0,5.0,158,-7.910968134051194,False,-2.146464646464641,,-0.02781746219568372,False,False,独立池,-75.975,0.0,20.994249440323433,36.49266432105438,0.7,0.0,25.54,Other
000021.SZ,000021,深科技,19940202,,主板,L,4403063150.150001,26.06585788561524,电子制造,电子,801085.SI,270000,37.73,52.3011,49.542,4.4458,12.1496,5939730.4443,5938860.0132,8241378603.200001,True,1,1,False,False,39.99,28.0,8.051099227569814,7.699141249629826,-9.052263065766454,False,26.06585788561524,-3.057119871279157,14.93,7.48,142765477.92,58.9506,,,2004704871.01,32.1692,1.8307,0,5939730.4443,8241378603.200001,1.0,1.5,PASS,False,0.40476190476190477,14.93,7.48,-24.075000000000003,7.465,ESP-Q,52.3011,4.4458,1.8307,3.5030877427997322,87.6280681818182,0.0,0.0,37.73,39.99,0,96.90721649484536,CHASE,0.9615384615384616,1,1,100.0,8,21.437389120060235,True,8.051099227569814,OVERHEAT,-0.011241039935481922,True,True,电子制造,7.465,-0.28131086591228216,32.0,85.47216494845361,0.7,0.0,59.83,Tier2
000026.SZ,000026,飞亚达,19930603,,主板,L,438596857.0500001,23.695420660276877,未知,未知,,,25.55,118.7303,96.8099,3.051,6.5606,1036727.0379,931452.6728,537319396.8,True,1,1,False,False,23.98,16.92,14.886251236399616,47.7735368956743,-3.1276063386155184,False,23.695420660276877,-3.057119871279157,41.05,-60.15,62260608.55,95.6715,,,343555516.82,224.2321,1.9327,0,1036727.0379,537319396.8,1.0,1.5,PASS,False,0.2857142857142857,41.05,-60.15,2.125,41.05,ESP-Q,118.7303,3.051,1.9327,2.892333739342266,87.7931712264151,0.0,0.0,25.55,23.98,0,95.87628865979381,CHASE,0.9351145038167938,1,1,100.0,158,28.509677751450916,True,14.886251236399616,OVERHEAT,0.04115293951044133,True,True,独立池,41.05,0.0,22.720178595659487,83.30692231707005,0.7,0.0,58.31,Tier2
000027.SZ,000027,深圳能源,19930903,,主板,L,413409580.1499999,5.5312954876273634,电力,公用事业,801161.SI,410000,7.31,16.5339,17.3787,1.0395,0.8341,3477652.0286,3477652.0286,537697767.4,True,0,0,False,False,8.08,6.68,-0.13774104683195176,7.566765578635004,-10.272277227722771,False,5.5312954876273634,-3.057119871279157,-4.72,11.03,1208297243.66,96.7133,,,6486655118.37,60.578,2.4193,0,3477652.0286,537697767.4,1.0,1.5,PASS,False,0.21428571428571427,-4.72,11.03,-1.575,-2.36,,16.5339,1.0395,2.4193,,43.696173170731704,0.0,0.0,7.31,8.08,0,69.0721649484536,,0.6666666666666666,0,1,55.0,13,4.576649941099564,False,-0.13774104683195176,,-0.004253162838890542,False,False,电力,-2.36,-0.11488015950444086,32.0,54.62164948453608,1.0,0.0,54.62,Tier2
000032.SZ,000032,深桑达Ａ,19931028,,主板,L,477360832.25,5.225522552255213,专业工程,建筑装饰,801724.SI,620000,19.19,,,3.157,3.1198,2331929.0978,2183743.77,716995590.4,False,0,0,False,False,21.35,17.24,4.023926046764537,-3.869346733668344,-10.39812646370024,False,5.225522552255213,-3.057119871279157,-100.82,-4265.07,-102347794.81,,,,-1013123619.62,2325.7655,-1.1099,0,2331929.0978,716995590.4,1.0,1.5,PASS,False,0.35714285714285715,-100.82,-4265.07,-13.35,-50.41,,,3.157,-1.1099,,69.65643999999999,0.0,0.0,19.19,21.35,0,90.26345933562429,,0.75,1,1,75.0,5,13.526359017482875,True,4.023926046764537,,0.016650667349459875,False,False,专业工程,-50.41,-0.9587816412929712,22.0,68.97903780068728,1.0,0.0,68.98,Tier2
000034.SZ,000034,神州数码,19940509,,主板,L,1586906406.1999998,-23.323295921160693,未知,未知,,,29.07,56.5197,54.5665,2.6393,5.8376,2955662.2003,2468472.7767,1817889139.3999999,True,0,0,False,False,43.75,27.97,-31.213163064833005,-25.306666666666665,-35.97714285714285,False,-23.323295921160693,-3.057119871279157,4.14,-30.7,233118208.42,98.7818,,,2028525193.75,-734.423,2.1229,0,2955662.2003,1817889139.3999999,1.0,1.5,PASS,False,0.2857142857142857,4.14,-30.7,2.125,4.14,ESP-Q,56.5197,2.6393,2.1229,13.652101449275364,87.7931712264151,0.0,0.0,29.07,43.75,0,65.2348224513173,,0.026717557251908396,0,0,5.0,158,-18.50903882998665,False,-31.213163064833005,,-0.022440870945003834,False,False,独立池,4.14,0.0,22.175815894326835,26.505609914260557,0.7,0.0,18.55,Other
000035.SZ,000035,中国天楹,19940408,,主板,L,311486117.09999996,-13.610315186246424,未知,未知,,,5.99,50.3762,49.484,1.3295,1.3971,1430431.6286,1385502.4231,259298317.60000002,False,0,0,False,False,7.19,5.96,-2.584814216478193,-2.584814216478193,-16.13351877607788,False,-13.610315186246424,-3.057119871279157,35.53,23.99,125036004.23,112.933,,,940127871.6700001,191.0652,1.0227,0,1430431.6286,259298317.60000002,1.0,1.5,PASS,False,0.2857142857142857,35.53,23.99,2.125,35.53,,50.3762,1.3295,1.0227,1.4178497044750913,87.7931712264151,0.0,0.0,5.99,7.19,0,65.2348224513173,,0.16412213740458015,0,0,5.0,158,-8.796058095072384,False,-2.584814216478193,,-0.025255628615983523,False,False,独立池,35.53,0.0,22.638767538727592,26.59820024314071,1.0,0.0,26.6,Other
000036.SZ,000036,华联控股,19940617,,主板,L,303264160.65,5.882352941176494,房地产开发,房地产,801181.SI,430000,5.44,108.8706,84.4315,1.4849,1.8463,763677.3864,763221.7897,220177406.00000003,False,1,1,False,False,6.43,5.01,-5.429071803852881,-2.1739130434782483,-16.01866251944012,False,5.882352941176494,-3.057119871279157,575.84,320.68,26152494.98,100.4385,,,98173793.12,89.5573,0.5076,0,763677.3864,220177406.00000003,1.0,1.5,PASS,False,0.6666666666666666,575.84,320.68,-25.055,625.9499999999999,,108.8706,1.4849,0.5076,0.18906397610447345,71.32621,0.0,0.0,5.44,6.43,0,67.81214203894616,,0.6923076923076923,0,1,40.0,8,7.289561213593155,True,-5.429071803852881,,-0.009719828066899704,False,False,房地产开发,625.9499999999999,3.254002148062908,95.76200644418873,59.4960439005216,1.0,0.0,59.5,Tier1
000039.SZ,000039,中集集团,19940408,,主板,L,780705110.4,-10.220264317180616,通用机械,机械设备,801072.SI,640000,10.33,252.2631,,1.1923,3.5056,5570473.5577,2377353.5767,870620565.8,False,1,0,False,False,13.65,10.19,-15.993404781533393,-15.505804311774474,-25.347985347985357,False,-10.220264317180616,-3.057119871279157,-67.99,-100.9,167445000.0,80.1322,,,2831283000.0,84.233,0.4132,0,5570473.5577,870620565.8,1.0,1.5,PASS,False,0.5952380952380952,-67.99,-100.9,-0.595,-33.995,,252.2631,1.1923,0.4132,,108.90780749999999,0.0,0.0,10.33,13.65,0,65.2348224513173,,0.22448979591836735,0,0,5.0,15,-12.320720938185193,False,-15.993404781533393,,-0.055457569642279755,False,False,通用机械,-33.995,0.0210054361494791,50.0,32.070446735395194,1.0,0.0,32.07,Other
000049.SZ,000049,德赛电池,19950320,,主板,L,514966865.59999996,-10.863697705802966,未知,未知,,,27.42,36.0858,32.5996,1.551,3.015,1054678.8602,1054394.5916,311844703.4,False,0,0,False,False,31.5,25.84,-2.2567517573066964,-0.900225056264059,-16.126984126984123,False,-10.863697705802966,-3.057119871279157,74.27,-33.26,55417166.77,69.3438,,,524847797.28000003,468.3323,1.1816,0,1054678.8602,311844703.4,1.0,1.5,PASS,False,0.2857142857142857,74.27,-33.26,2.125,74.27,ESP-Q,36.0858,1.551,1.1816,0.4858731654773125,87.7931712264151,0.0,0.0,27.42,31.5,0,79.15234822451318,,0.25572519083969464,0,0,5.0,158,-6.049440614628926,False,-2.2567517573066964,,-0.029694842542020008,False,False,独立池,74.27,0.0,23.21011977523876,30.887728422401704,0.7,0.0,21.62,Other
000050.SZ,000050,深天马Ａ,19950315,,主板,L,225477762.55,-9.199522102747903,光学光电子,电子,801084.SI,270000,7.95,115.6942,,0.7209,3.859,1936441.6012,1936426.3968,306981826.1999999,True,0,0,False,False,8.55,7.3,1.7402945113788482,-22.290388548057262,-11.111111111111127,False,-9.199522102747903,-3.057119871279157,-22.4027,74.1856,-167280469.79,,,,-1294528523.75,,-0.5126,0,1936441.6012,306981826.1999999,1.0,1.5,PASS,False,0.9761904761904762,-22.4027,74.1856,-19.355800000000002,-11.20135,,115.6942,0.7209,-0.5126,,243.17919999999998,0.0,0.0,7.95,8.55,0,97.2508591065292,,0.13043478260869565,0,0,5.0,7,-14.053891034786735,False,1.7402945113788482,,0.045854247141839354,False,False,光学光电子,-11.20135,-0.021957017142097253,32.0,38.07525773195876,1.0,0.0,38.08,Other
000059.SZ,000059,华锦股份,19970130,,主板,L,165037024.24999997,-10.207939508506614,未知,未知,,,4.71,,,0.773,1.2282,753337.4349,753323.5169,123871696.39999999,False,0,0,False,False,5.75,4.73,-5.000000000000004,-21.746293245469527,-17.391304347826086,False,-10.207939508506614,-3.057119871279157,110.45,38.67,36726331.68,82.7969,,,-4159760743.83,-1439.4306,0.4566,0,753337.4349,123871696.39999999,1.0,1.5,PASS,False,0.2857142857142857,110.45,38.67,2.125,110.45,ESP-Q,,0.773,0.4566,,87.7931712264151,0.0,0.0,4.71,5.75,0,65.2348224513173,,0.2786259541984733,0,0,5.0,158,-5.393682417332574,False,-5.000000000000004,,0.0024466688583037032,False,False,独立池,110.45,0.0,23.74371615925977,26.819189967247144,0.7,0.0,18.77,Other
000062.SZ,000062,深圳华强,19970130,,主板,L,3134590159.0999994,11.998651836872254,其他电子,电子,801082.SI,270000,34.63,78.2389,64.8806,5.3561,5.6021,3621983.9821,3618488.9667,2009403420.0,True,4,1,False,True,40.13,29.58,3.4880099657427444,34.26262626262624,-17.194119112883143,False,11.998651836872254,-3.057119871279157,121.12,164.22,205804495.1,102.4471,,,1182129635.6200001,-192.5765,2.9544,0,3621983.9821,2009403420.0,1.0,1.5,PASS,False,0.9285714285714286,121.12,164.22,10.47,121.12,ESP-Q,78.2389,5.3561,2.9544,0.645961856010568,116.60343333333333,10.0,0.0,34.63,40.13,0,65.2348224513173,,0.6923076923076923,0,1,55.0,4,7.352238765644281,True,3.4880099657427444,突破型,-0.007735772329252213,False,False,其他电子,121.12,0.6758369742596069,50.0,57.070446735395194,0.7,0.0,49.95,Other
000063.SZ,000063,中兴通讯,19971118,,主板,L,5145322419.499999,-1.0511363636363735,通信设备,通信,801102.SI,730000,35.64,30.3476,38.0971,2.2195,2.9716,17048518.3373,14354442.0708,4781700381.2,False,0,0,False,False,40.2,34.68,-5.1212203759193775,-7.783955520254182,-13.358208955223894,False,-1.0511363636363735,-3.057119871279157,,-45.45,,,,,11353324000.0,-128.1529,1.7374,0,17048518.3373,4781700381.2,1.0,1.5,PASS,False,0.9523809523809523,,-45.45,15.0872,0.0,DATA-INC,30.3476,2.2195,1.7374,,156.39837500000002,0.0,0.0,35.64,40.2,0,65.2348224513173,,0.5,0,1,40.0,8,-1.8929879202248479,False,-5.1212203759193775,,-0.03119330620272706,False,False,通信设备,0.0,-0.12284011865236305,32.0,45.97044673539519,1.0,0.0,45.97,Other
000065.SZ,000065,北方国际,19980605,,主板,L,389405600.45,-15.687629578438155,专业工程,建筑装饰,801724.SI,620000,12.19,19.5739,21.5525,1.2649,1.8319,1415797.9918,1188479.0291,258248889.39999998,True,0,0,False,False,14.48,12.12,-2.866242038216571,0.577081615828523,-15.74585635359117,False,-15.687629578438155,-3.057119871279157,-36.65,-30.67,110948144.92,100.4301,,,1629317011.88,133.6644,0.991,0,1415797.9918,258248889.39999998,1.0,1.5,PASS,False,0.35714285714285715,-36.65,-30.67,-13.35,-18.325,,19.5739,1.2649,0.991,,69.65643999999999,0.0,0.0,12.19,14.48,0,75.83046964490264,,0.1875,0,0,5.0,5,-7.386793113210494,False,-2.866242038216571,,-0.0197991970455736,False,False,专业工程,-18.325,-0.5922558583680936,22.0,29.649140893470793,1.0,0.0,29.65,Other
000099.SZ,000099,中信海直,20000731,,主板,L,155788136.4,-7.519209659714587,未知,未知,,,16.57,41.6449,41.3869,2.3324,1.3381,1285451.117,1285451.117,146430427.39999998,True,0,0,False,False,18.48,16.66,-0.7071302298173099,-16.50148662041625,-8.820346320346317,False,-7.519209659714587,-3.057119871279157,2.19,-5.83,93412970.21,100.2978,,,775840691.41,256.9508,1.6812,0,1285451.117,146430427.39999998,1.0,1.5,PASS,False,0.2857142857142857,2.19,-5.83,2.125,0.06499999999999995,,41.6449,2.3324,1.6812,19.01593607305936,87.7931712264151,0.0,0.0,16.57,18.48,0,69.0721649484536,,0.38740458015267176,0,0,5.0,158,-2.7049525685405467,False,-0.7071302298173099,,-0.023813028367878807,False,False,独立池,0.06499999999999995,0.0,22.115716246320048,27.644792733800088,1.0,0.0,27.64,Other
000100.SZ,000100,TCL科技,20040130,,主板,L,2600842344.2,0.691244239631339,光学光电子,电子,801084.SI,270000,4.38,20.1709,18.0031,1.4534,10.2429,9110777.7518,8379810.1523,3898368425.4,True,0,0,False,False,4.65,4.12,4.545454545454564,-8.958333333333323,-6.021505376344094,False,0.691244239631339,-3.057119871279157,20.59,870.95,1154847882.0,74.1974,,,8039325931.0,1838.6257,2.488,0,9110777.7518,3898368425.4,1.0,1.5,PASS,False,0.9761904761904762,20.59,870.95,-19.355800000000002,59.30160000000001,ESP-Q,20.1709,1.4534,2.488,0.9796454589606605,243.17919999999998,10.0,0.0,4.38,4.65,0,92.43986254295532,,0.30434782608695654,0,1,55.0,7,-4.163124692407494,False,4.545454545454564,,0.03695310827834936,False,False,光学光电子,59.30160000000001,0.7134885043089282,50.0,65.23195876288659,0.7,0.0,55.66,Tier1
000155.SZ,000155,川能动力,20000926,,主板,L,1433212364.1500003,-15.26222746022391,电力,公用事业,801161.SI,410000,14.3,52.5383,49.5818,2.4571,2.5939,2640020.7291,2640020.7291,826088254.2,False,0,0,False,False,19.34,14.38,-9.159823120656974,8.446455505279049,-25.64632885211996,False,-15.26222746022391,-3.057119871279157,23.28,-30.28,286644069.89,107.441,,,1403050890.56,-56.3286,2.515,0,2640020.7291,826088254.2,1.0,1.5,PASS,False,0.21428571428571427,23.28,-30.28,-1.575,26.43,ESP-Q,52.5383,2.4571,2.515,2.256799828178694,43.696173170731704,0.0,0.0,14.3,19.34,0,73.19587628865979,,0.07142857142857142,0,0,5.0,13,-16.216873006751708,False,-9.159823120656974,,-0.06125231685948285,False,False,电力,26.43,0.6986737510612445,50.0,34.45876288659794,0.7,0.0,24.12,Other
000157.SZ,000157,中联重科,20001012,,主板,L,833766906.0,-11.01591187270502,未知,未知,,,7.3,12.9946,14.5724,1.0825,0.9344,6313430.7223,5160858.808,579512955.4,True,0,0,False,False,8.44,7.13,-3.452855245683939,-27.081243731193595,-13.862559241706162,False,-11.01591187270502,-3.057119871279157,-31.14,31.93,601799724.44,68.0642,,,8540159240.84,102.3444,1.5244,0,6313430.7223,579512955.4,1.0,1.5,PASS,False,0.2857142857142857,-31.14,31.93,2.125,-33.265,ESP-Q,12.9946,1.0825,1.5244,,87.7931712264151,0.0,0.0,7.3,8.44,0,65.2348224513173,,0.25,0,0,5.0,158,-6.20165478153098,False,-3.452855245683939,,0.02416656718042542,False,False,独立池,-33.265,0.0,21.62415274495409,26.395277284386008,0.7,0.0,18.48,Other
000158.SZ,000158,常山北明,20000724,,主板,L,658894328.8,-12.136752136752138,未知,未知,,,15.45,738.4523,780.9634,4.6583,1.5399,2469862.8339,2453323.4158,479126280.3999999,False,0,0,False,False,19.05,15.3,-8.703374777975137,-23.473945409429277,-19.055118110236226,False,-12.136752136752138,-3.057119871279157,9.86,86.78,-107016689.51,,,,-528841601.34000003,,-1.8975,0,2469862.8339,479126280.3999999,1.0,1.5,PASS,False,0.2857142857142857,9.86,86.78,2.125,9.86,|VAL-X,738.4523,4.6583,-1.8975,74.89374239350913,87.7931712264151,0.0,15.0,15.45,19.05,0,91.06529209621993,,0.1965648854961832,0,0,5.0,158,-7.322495045578098,False,-8.703374777975137,,-0.07044328238951844,False,False,独立池,9.86,0.0,22.26017662723452,34.27162295431288,1.0,15.0,19.27,Other
000159.SZ,000159,国际实业,20000926,,主板,L,201557675.49999997,8.974358974358964,未知,未知,,,7.09,89.6453,92.868,1.6533,11.5216,340806.369,340793.9615,368596882.59999996,True,1,1,False,False,7.4,6.15,-1.449275362318847,-3.271692745376964,-8.108108108108114,False,8.974358974358964,-3.057119871279157,1.09,-26.93,8357656.77,114.5891,,,94797243.4,-139.3281,0.3543,0,340806.369,368596882.59999996,1.0,1.5,PASS,False,0.2857142857142857,1.09,-26.93,2.125,-1.035,ESP-Q,89.6453,1.6533,0.3543,82.24339449541284,87.7931712264151,0.0,0.0,7.09,7.4,0,65.2348224513173,,0.8301526717557252,1,1,100.0,158,13.788616065533004,True,-1.449275362318847,,-0.023377224577730216,False,False,独立池,-1.035,0.0,22.09949302845318,73.99034534108583,0.7,0.0,51.79,Tier2
000301.SZ,000301,东方盛虹,20000529,,主板,L,370478545.55,-1.1838989739542227,未知,未知,,,12.39,612.4516,66.8674,2.3582,0.3941,8191314.8757,8187468.4671,317853270.2,False,0,0,False,False,13.48,12.21,-3.840245775729645,-4.500381388253238,-7.121661721068251,False,-1.1838989739542227,-3.057119871279157,349.52,79.54,1316436824.28,91.9024,,,973637574.41,190.8329,4.1074,0,8191314.8757,317853270.2,1.0,1.5,PASS,False,0.2857142857142857,349.52,79.54,2.125,349.52,,612.4516,2.3582,4.1074,1.7522648203250173,87.7931712264151,0.0,10.0,12.39,13.48,0,65.2348224513173,,0.6316793893129771,0,1,40.0,158,3.6303581172198176,False,-3.840245775729645,,-0.01745467291224778,False,False,独立池,349.52,0.0,27.269611336924292,45.02436900278005,1.0,10.0,35.02,Other
000400.SZ,000400,许继电气,19970418,,主板,L,758229912.1999999,-0.8792048929663676,未知,未知,,,25.92,22.6203,24.6598,2.1513,1.5887,2640268.8694,2622329.6633,714004061.8000001,False,0,0,False,False,27.96,24.93,-1.6312594840667716,-17.734771573604057,-7.26037195994278,False,-0.8792048929663676,-3.057119871279157,-47.26,5.64,107363358.36,96.6835,,,2724528206.5699997,-128.3852,0.9093,0,2640268.8694,714004061.8000001,1.0,1.5,PASS,False,0.2857142857142857,-47.26,5.64,2.125,-49.385,ESP-Q,22.6203,2.1513,0.9093,,87.7931712264151,0.0,0.0,25.92,27.96,0,65.2348224513173,,0.6469465648854962,0,1,40.0,158,3.9350521982076727,False,-1.6312594840667716,,-0.023848513192263887,False,False,独立池,-49.385,0.0,21.38640886130515,43.84772850765622,0.7,0.0,30.69,Other
000402.SZ,000402,金融街,19960626,,主板,L,297666070.00000006,5.128205128205132,房地产开发,房地产,801181.SI,430000,2.93,,,0.4411,1.9732,875756.4628,875675.6065,250432425.20000002,True,3,0,False,False,3.49,2.58,-4.6511627906976605,1.7730496453900901,-17.76504297994269,False,5.128205128205132,-3.057119871279157,181.59,48.7,316148534.96,91.6353,,,-6908054506.38,-143.4915,1.7529,0,875756.4628,250432425.20000002,1.0,1.5,PASS,False,0.6666666666666666,181.59,48.7,-25.055,231.70000000000002,ESP-Q,,0.4411,1.7529,,71.32621,0.0,0.0,2.93,3.49,0,65.2348224513173,,0.6538461538461539,0,1,55.0,8,6.535413400621792,True,-4.6511627906976605,,0.014739787604291317,False,False,房地产开发,231.70000000000002,1.1735746122459114,68.0,60.67044673539519,0.7,0.0,42.47,Other
000404.SZ,000404,长虹华意,19960619,,主板,L,381608198.04999995,24.15094339622641,未知,未知,,,9.73,13.6872,13.2842,1.5334,8.3519,677204.0876,674024.5843,453070984.4,True,0,0,False,False,10.01,7.67,15.845070422535201,36.51452282157675,-1.3986013986014068,False,24.15094339622641,-3.057119871279157,46.74,0.48,121595287.13,105.3916,,,1082829534.09,74.1674,2.6377,0,677204.0876,453070984.4,1.0,1.5,PASS,False,0.2857142857142857,46.74,0.48,2.125,46.74,ESP-Q,13.6872,1.5334,2.6377,0.29283697047496793,87.7931712264151,0.0,0.0,9.73,10.01,0,65.2348224513173,,0.9389312977099237,1,1,100.0,158,28.965200487400452,True,15.845070422535201,OVERHEAT,0.026428659981337935,True,True,独立池,46.74,0.0,22.804096877170807,74.13126611082936,0.7,0.0,51.89,Tier2
000408.SZ,000408,藏格矿业,19960628,,主板,L,1327847701.2000003,-9.56511681702521,未知,未知,,,80.96,32.9719,27.1476,8.3051,0.792,12701933.8484,12701800.2644,1337174231.4,False,0,0,False,False,92.88,77.48,-6.594194242026042,-6.4712918660287055,-15.816106804478892,False,-9.56511681702521,-3.057119871279157,110.14,58.28,1576034744.32,100.1461,,,10172037036.39,-4.9009,9.2881,0,12701933.8484,1337174231.4,1.0,1.5,PASS,False,0.2857142857142857,110.14,58.28,2.125,110.14,ESP-Q,32.9719,8.3051,9.2881,0.29936353731614307,87.7931712264151,0.0,0.0,80.96,92.88,0,33.67697594501718,CAT-0,0.30916030534351147,0,0,5.0,158,-4.75085972585117,False,-6.594194242026042,,-0.01592454499294414,False,False,独立池,110.14,0.0,23.73914416149729,17.350921615804612,0.35,0.0,6.07,Other
000410.SZ,000410,沈阳机床,19960718,,主板,L,194073982.79999998,-13.92215568862275,通用机械,机械设备,801072.SI,640000,5.8,,,3.6785,1.0844,1536462.3452,1143190.6331,177055610.0,True,0,0,False,False,6.89,5.74,-4.958677685950407,-23.638778220451528,-16.54571843251088,False,-13.92215568862275,-3.057119871279157,-5.51,48.69,-38419143.32,,,,-277022481.3,,-0.807,0,1536462.3452,177055610.0,1.0,1.5,PASS,False,0.5952380952380952,-5.51,48.69,-0.595,-2.755,,,3.6785,-0.807,,108.90780749999999,0.0,0.0,5.8,6.89,0,83.73424971363116,,0.10204081632653061,0,0,5.0,15,-16.022612309627327,False,-4.958677685950407,,-0.004740986378376837,False,False,通用机械,-2.755,0.13921514290777207,50.0,37.62027491408935,1.0,0.0,37.62,Other
000415.SZ,000415,渤海租赁,19960716,,主板,L,384418867.8,-11.3490364025696,多元金融,非银金融,801191.SI,490000,4.14,,,0.8575,1.187,2560391.8107,2232666.3786,357395555.59999996,True,0,0,False,False,4.91,4.05,-4.387990762124716,-22.033898305084744,-15.682281059063142,False,-11.3490364025696,-3.057119871279157,105.19,-7938.44,909983000.0,100.2714,,,-4657257000.0,282.6881,3.0609,0,2560391.8107,357395555.59999996,1.0,1.5,PASS,False,0.19047619047619047,105.19,-7938.44,15.68,105.19,ESP-Q,,0.8575,3.0609,,47.574976923076925,0.0,0.0,4.14,4.91,0,83.73424971363116,,0.35714285714285715,0,0,5.0,5,-3.595462652943759,False,-4.387990762124716,,0.0005379714401218476,False,False,多元金融,105.19,0.26495039549847477,50.0,37.62027491408935,0.7,0.0,26.33,Other
