ts_code,symbol,name,list_date,market,avg_amount_20d,pct_20d,l2_name,l1_name,l2_code,l1_code,close,pe,pe_ttm,pb,turnover_rate,total_mv,circ_mv,avg_amount_5d,vol_confirm,limit_20d,limit_10d,is_lock,is_breakout,high_20d,pct_5d,pct_60d,drawdown_20d,has_crash_veto,pct_20d_n,market_med_20d,q0_dt_yoy,q1_dt_yoy,q0_profit_dedt,q0_dt_profit_ratio,q0_net_income,ttm_net_income,ttm_profit_dedt,ttm_ocf_ratio,roe,reduce_deduct,total_mv_n,avg_amt_5d_n,l1_leader,l1_score,l1_flag,itf_adj,l2_pe_mkt_pct,q0_dt_yoy_n,q1_dt_yoy_n,ind_med,esp_raw,l2_flags,pe_n,pb_n,roe_n,peg_n,pe_mean,val_bonus,val_penalty,close_n,high_20d_n,reduce_penalty,cat_score,cat_flag,mom_rank,l4_mom_ok,l4_rel_ok,l4_score,ind_mom_cnt,alpha_excess,alpha_flag,pct_5d_n,l4_flag,big_ratio,chasing_high,overheat_flag,z_group,esp_raw_w,esp_z,esp_score,egs_base,mult,deduct,final_score,tier
000002.SZ,000002,万科Ａ,19910129,主板,481263566.3000001,-11.02564102564102,房地产开发,未知,801181.SI,430000,3.47,,,0.3745,1.3557,4139956.1864,3371776.7452,459378842.4,False,0,0,False,False,4.16,-8.201058201058187,-30.181086519114686,-16.58653846153846,False,-11.02564102564102,-3.057119871279157,11.67,-89.27,-5334173713.54,,,,-129328697212.95999,,-5.234,0,4139956.1864,459378842.4,1.0,1.5,PASS,False,0.847457627118644,11.67,-89.27,-7.28,26.23,ESP-Q,,0.3745,-5.234,,87.53592727272726,0.0,0.0,3.47,4.16,0,65.922107674685,,0.2413793103448276,0,0,5.0,9,-7.1794871794871655,False,-8.201058201058187,,-0.08077342179655948,False,False,房地产开发,26.23,-0.10722579473869107,32.0,28.6766323024055,0.7,0.0,20.07,Other
000006.SZ,000006,深振业Ａ,19920427,主板,461591160.29999995,8.169596690796288,房地产开发,未知,801181.SI,430000,10.46,,,2.6301,4.1782,1412094.8181,1412084.1489,604726505.8,True,2,2,False,False,11.25,7.61316872427984,10.92258748674444,-7.022222222222219,False,8.169596690796288,-3.057119871279157,124.77,96.6,6931220.37,92.0793,,,-134432268.94,1215.9487,0.1403,0,1412094.8181,604726505.8,1.0,1.5,PASS,False,0.847457627118644,124.77,96.6,-7.28,139.32999999999998,,,2.6301,0.1403,,87.53592727272726,0.0,0.0,10.46,11.25,0,65.922107674685,,0.8620689655172413,1,1,100.0,9,12.015750536950144,True,7.61316872427984,,0.020355250833054242,False,False,房地产开发,139.32999999999998,0.16491478532310888,50.0,79.7766323024055,1.0,0.0,79.78,Tier1
000007.SZ,000007,全新好,19920413,主板,201486584.15,-15.36780772032047,综合,未知,801231.SI,510000,11.62,2088.8741,,22.4785,3.7747,402572.6271,402572.6271,154512695.20000002,False,1,0,False,False,17.79,-8.43183609141056,-6.365834004834814,-34.68240584598089,False,-15.36780772032047,-3.057119871279157,-231.39,-63.71,-2328706.65,,,,6040372.59,,-1.2047,0,402572.6271,154512695.20000002,1.0,1.5,PASS,False,0.9322033898305084,-231.39,-63.71,-7.0,-115.695,,2088.8741,22.4785,-1.2047,,210.72467916666668,0.0,0.0,11.62,17.79,0,84.87972508591065,,0.13513513513513514,0,0,5.0,12,-11.301677246683296,False,-8.43183609141056,,-0.03174496541352041,False,False,综合,-115.695,-0.5831911579231766,22.0,32.363917525773196,1.0,0.0,32.36,Other
000009.SZ,000009,中国宝安,19910625,主板,276477461.8000001,-12.725225225225234,综合,未知,801231.SI,510000,7.75,98.4473,384.9495,1.9929,0.9591,1998890.8229,1996415.8604,182657545.2,False,0,0,False,False,9.32,-2.146464646464641,-16.934619506966776,-16.845493562231763,False,-12.725225225225234,-3.057119871279157,-73.85,-341.34,20137217.24,115.3158,,,174329814.67,-56.7024,0.1743,0,1998890.8229,182657545.2,1.0,1.5,PASS,False,0.9322033898305084,-73.85,-341.34,-7.0,-36.925,ESP-Q,98.4473,1.9929,0.1743,,210.72467916666668,0.0,0.0,7.75,9.32,0,98.73997709049256,,0.21621621621621623,0,0,5.0,12,-8.659094751588059,False,-2.146464646464641,,-0.025566368626228075,False,False,综合,-36.925,-0.42368775181384566,32.0,38.521993127147766,0.7,0.0,26.97,Other
000021.SZ,000021,深科技,19940202,主板,4403063150.150001,26.06585788561524,计算机设备,未知,801101.SI,710000,36.37,50.4159,47.7562,4.2855,15.9524,5725629.3735,5724790.3176,8241378603.200001,True,1,1,False,False,39.99,8.051099227569814,12.635490864044584,-9.052263065766454,False,26.06585788561524,-3.057119871279157,14.93,7.48,142765477.92,58.9506,,,2004704871.01,32.1692,1.8307,0,5725629.3735,8241378603.200001,1.0,1.5,PASS,False,0.7288135593220338,14.93,7.48,7.12,14.93,ESP-Q,50.4159,4.2855,1.8307,3.3768184862692565,116.38087647058823,0.0,0.0,36.37,39.99,0,94.15807560137456,CHASE,0.8333333333333334,1,1,100.0,8,27.95168039643775,True,8.051099227569814,OVERHEAT,-0.012001301520105853,True,True,计算机设备,14.93,-0.2667722347994791,32.0,84.64742268041238,0.7,0.0,59.25,Tier2
000026.SZ,000026,飞亚达,19930603,主板,438596857.0500001,23.695420660276877,家用轻工,未知,801142.SI,360000,23.23,107.9493,88.0193,2.774,11.1918,942589.7883,846874.5828,537319396.8,True,1,1,False,False,23.98,14.886251236399616,50.550874918988995,-3.1276063386155184,False,23.695420660276877,-3.057119871279157,41.05,-60.15,62260608.55,95.6715,,,343555516.82,224.2321,1.9327,0,942589.7883,537319396.8,1.0,1.5,PASS,False,0.6271186440677966,41.05,-60.15,-14.92,70.89,ESP-Q,107.9493,2.774,1.9327,2.629702801461632,179.96904166666664,0.0,0.0,23.23,23.98,0,97.0217640320733,CHASE,0.8333333333333334,1,1,100.0,6,18.27038876498007,True,14.886251236399616,OVERHEAT,0.032294983149407014,True,True,家用轻工,70.89,-0.19418975596320856,32.0,85.50652920962199,0.7,0.0,59.85,Tier2
000027.SZ,000027,深圳能源,19930903,主板,413409580.1499999,5.5312954876273634,电力,未知,801161.SI,410000,7.25,16.3982,17.2361,1.031,1.2057,3449107.6891,3449107.6891,537697767.4,True,0,0,False,False,8.08,-0.13774104683195176,9.682299546142215,-10.272277227722771,False,5.5312954876273634,-3.057119871279157,-4.72,11.03,1208297243.66,96.7133,,,6486655118.37,60.578,2.4193,0,3449107.6891,537697767.4,1.0,1.5,PASS,False,0.3050847457627119,-4.72,11.03,0.02,-4.739999999999999,,16.3982,1.031,2.4193,,55.30460465116279,0.0,0.0,7.25,8.08,0,86.25429553264605,,0.7272727272727273,1,1,100.0,14,5.765947472605648,True,-0.13774104683195176,,-0.009442218462530785,False,False,电力,-4.739999999999999,-0.09409947680023345,32.0,82.2762886597938,1.0,0.0,82.28,Tier2
000032.SZ,000032,深桑达Ａ,19931028,主板,477360832.25,5.225522552255213,通信设备,未知,801102.SI,730000,19.13,,,3.1471,3.6014,2324638.0219,2176916.0146,716995590.4,False,0,0,False,False,21.35,4.023926046764537,-8.028846153846159,-10.39812646370024,False,5.225522552255213,-3.057119871279157,-100.82,-4265.07,-102347794.81,,,,-1013123619.62,2325.7655,-1.1099,0,2324638.0219,716995590.4,1.0,1.5,PASS,False,0.9830508474576272,-100.82,-4265.07,4.779999999999999,-105.6,,,3.1471,-1.1099,,182.74448076923076,0.0,0.0,19.13,21.35,0,90.26345933562429,,0.7,1,1,75.0,13,6.053269594673044,True,4.023926046764537,,0.012555362786670323,False,False,通信设备,-105.6,-0.559423660917244,22.0,68.97903780068728,1.0,0.0,68.98,Tier2
000034.SZ,000034,神州数码,19940509,主板,1586906406.1999998,-23.323295921160693,通信设备,未知,801102.SI,730000,28.01,54.4588,52.5768,2.543,7.8729,2847887.7961,2378463.1054,1817889139.3999999,True,0,0,False,False,43.75,-31.213163064833005,-26.211801896733398,-35.97714285714285,False,-23.323295921160693,-3.057119871279157,4.14,-30.7,233118208.42,98.7818,,,2028525193.75,-734.423,2.1229,0,2847887.7961,1817889139.3999999,1.0,1.5,PASS,False,0.9830508474576272,4.14,-30.7,4.779999999999999,-0.6399999999999997,ESP-Q,54.4588,2.543,2.1229,13.154299516908212,182.74448076923076,0.0,0.0,28.01,43.75,0,65.922107674685,,0.025,0,0,5.0,13,-22.495548878742863,False,-31.213163064833005,,-0.020071482466747108,False,False,通信设备,-0.6399999999999997,-0.222254814597403,32.0,28.6766323024055,0.7,0.0,20.07,Other
000035.SZ,000035,中国天楹,19940408,主板,311486117.09999996,-13.610315186246424,通信设备,未知,801102.SI,730000,6.03,50.7126,49.8144,1.3384,2.0178,1439983.7597,1394754.526,259298317.60000002,False,0,0,False,False,7.19,-2.584814216478193,3.965517241379324,-16.13351877607788,False,-13.610315186246424,-3.057119871279157,35.53,23.99,125036004.23,112.933,,,940127871.6700001,191.0652,1.0227,0,1439983.7597,259298317.60000002,1.0,1.5,PASS,False,0.9830508474576272,35.53,23.99,4.779999999999999,35.53,,50.7126,1.3384,1.0227,1.427317759639741,182.74448076923076,0.0,0.0,6.03,7.19,0,65.922107674685,,0.15,0,0,5.0,13,-12.782568143828593,False,-2.584814216478193,,-0.025126541506323683,False,False,通信设备,35.53,-0.1060639116687764,32.0,28.6766323024055,1.0,0.0,28.68,Other
000036.SZ,000036,华联控股,19940617,主板,303264160.65,5.882352941176494,房地产开发,未知,801181.SI,430000,5.4,108.0701,83.8107,1.474,2.4714,758062.1115,757609.8647,220177406.00000003,False,1,1,False,False,6.43,-5.429071803852881,-2.3508137432188048,-16.01866251944012,False,5.882352941176494,-3.057119871279157,575.84,320.68,26152494.98,100.4385,,,98173793.12,89.5573,0.5076,0,758062.1115,220177406.00000003,1.0,1.5,PASS,False,0.847457627118644,575.84,320.68,-7.28,590.4,,108.0701,1.474,0.5076,0.1876738330091692,87.53592727272726,0.0,0.0,5.4,6.43,0,69.3012600229095,,0.7931034482758621,1,1,75.0,9,9.72850678733035,True,-5.429071803852881,,-0.015486374579191636,False,False,房地产开发,590.4,1.2502768670956652,68.0,71.89037800687285,1.0,0.0,71.89,Tier1
000039.SZ,000039,中集集团,19940408,主板,780705110.4,-10.220264317180616,金属制品,未知,801075.SI,640000,10.19,248.8442,,1.1762,7.0309,5494978.2723,2345133.8767,870620565.8,False,1,0,False,False,13.65,-15.993404781533393,-8.527827648114904,-25.347985347985357,False,-10.220264317180616,-3.057119871279157,-67.99,-100.9,167445000.0,80.1322,,,2831283000.0,84.233,0.4132,0,5494978.2723,870620565.8,1.0,1.5,PASS,False,0.5423728813559322,-67.99,-100.9,-11.295,-33.995,,248.8442,1.1762,0.4132,,68.8756909090909,0.0,0.0,10.19,13.65,0,65.922107674685,,0.45454545454545453,0,0,5.0,4,-3.721312535209975,False,-15.993404781533393,,-0.057182360655889844,False,False,金属制品,-33.995,-0.04419850843666111,32.0,28.6766323024055,1.0,0.0,28.68,Other
000048.SZ,000048,京基智农,19941101,主板,168530702.80000004,-8.494983277591972,房地产开发,未知,801181.SI,430000,13.68,47.4728,,1.9315,1.6239,725426.118,724769.8884,127932710.6,True,0,0,False,False,15.34,-4.602510460251052,-23.873121869782963,-10.821382007822688,False,-8.494983277591972,-3.057119871279157,-289.87,-80.39,-226565007.76,,,,458294252.9100001,,-5.898,0,725426.118,127932710.6,1.0,1.5,PASS,False,0.847457627118644,-289.87,-80.39,-7.28,-144.935,,47.4728,1.9315,-5.898,,87.53592727272726,0.0,0.0,13.68,15.34,0,87.7434135166094,,0.3103448275862069,0,0,5.0,9,-4.648829431438117,False,-4.602510460251052,,-0.032224982613909665,False,False,房地产开发,-144.935,-0.5190820492592746,22.0,33.223024054982815,1.0,0.0,33.22,Other
000049.SZ,000049,德赛电池,19950320,主板,514966865.59999996,-10.863697705802966,电子制造,未知,801085.SI,270000,26.42,34.7697,31.4107,1.4944,3.274,1016215.0068,1015941.1054,311844703.4,False,0,0,False,False,31.5,-2.2567517573066964,0.0,-16.126984126984123,False,-10.863697705802966,-3.057119871279157,74.27,-33.26,55417166.77,69.3438,,,524847797.28000003,468.3323,1.1816,0,1016215.0068,311844703.4,1.0,1.5,PASS,False,0.5084745762711864,74.27,-33.26,-24.905,124.08,ESP-Q,34.7697,1.4944,1.1816,0.4681526861451461,72.22433125,0.0,0.0,26.42,31.5,0,79.72508591065292,,0.08333333333333333,0,0,5.0,11,-15.530654241416952,False,-2.2567517573066964,,-0.027621476667261197,False,False,电子制造,124.08,0.10255778586075469,50.0,36.41752577319588,0.7,0.0,25.49,Other
000050.SZ,000050,深天马Ａ,19950315,主板,225477762.55,-9.199522102747903,光学光电子,未知,801084.SI,270000,7.6,111.5984,,0.6902,3.9123,1867888.2224,1867873.6874,306981826.1999999,True,0,0,False,False,8.55,1.7402945113788482,-21.243523316062184,-11.111111111111127,False,-9.199522102747903,-3.057119871279157,-22.4027,74.1856,-167280469.79,,,,-1294528523.75,,-0.5126,0,1867888.2224,306981826.1999999,1.0,1.5,PASS,False,0.9491525423728814,-22.4027,74.1856,-19.355800000000002,-11.20135,,111.5984,0.6902,-0.5126,,229.99712142857143,0.0,0.0,7.6,8.55,0,92.55441008018327,,0.15,0,0,5.0,7,-14.957219826522515,False,1.7402945113788482,,0.035966330645693254,False,False,光学光电子,-11.20135,0.008398806062108013,50.0,40.266323024054984,1.0,0.0,40.27,Other
000059.SZ,000059,华锦股份,19970130,主板,165037024.24999997,-10.207939508506614,化学制品,未知,801034.SI,220000,4.75,,,0.7795,1.5593,759735.2051,759721.1688,123871696.39999999,False,0,0,False,False,5.75,-5.000000000000004,-18.524871355060036,-17.391304347826086,False,-10.207939508506614,-3.057119871279157,110.45,38.67,36726331.68,82.7969,,,-4159760743.83,-1439.4306,0.4566,0,759735.2051,123871696.39999999,1.0,1.5,PASS,False,0.4406779661016949,110.45,38.67,8.2371,110.45,ESP-Q,,0.7795,0.4566,,104.193015625,0.0,0.0,4.75,5.75,0,73.53951890034365,,0.3684210526315789,0,0,5.0,23,-4.504401818491743,False,-5.000000000000004,,0.006364891034047157,False,False,化学制品,110.45,0.11886952039768944,50.0,34.5618556701031,0.7,0.0,24.19,Other
000062.SZ,000062,深圳华强,19970130,主板,3134590159.0999994,11.998651836872254,其他电子,未知,801082.SI,270000,33.23,75.0759,62.2576,5.1395,6.0997,3475556.677,3472202.9559,2009403420.0,True,4,1,False,True,40.13,3.4880099657427444,36.63651315789471,-17.194119112883143,False,11.998651836872254,-3.057119871279157,121.12,164.22,205804495.1,102.4471,,,1182129635.6200001,-192.5765,2.9544,0,3475556.677,2009403420.0,1.0,1.5,PASS,False,0.8135593220338984,121.12,164.22,16.535,121.12,ESP-Q,75.0759,5.1395,2.9544,0.6198472589167767,108.22777500000001,0.0,0.0,33.23,40.13,0,65.922107674685,,0.8333333333333334,1,1,100.0,6,13.886654723889302,True,3.4880099657427444,突破型,-0.018988964396208726,False,False,其他电子,121.12,-0.05388267487592416,32.0,76.1766323024055,0.7,0.0,53.32,Tier2
000063.SZ,000063,中兴通讯,19971118,主板,5145322419.499999,-1.0511363636363735,通信设备,未知,801102.SI,730000,34.83,29.6579,37.2313,2.169,4.18,16661052.0114,14028204.7511,4781700381.2,False,0,0,False,False,40.2,-5.1212203759193775,-6.270182992465012,-13.358208955223894,False,-1.0511363636363735,-3.057119871279157,-52.16,-45.45,936176000.0,71.4396,,,12289500000.0,-128.1529,1.7216,0,16661052.0114,4781700381.2,1.0,1.5,PASS,False,0.9830508474576272,-52.16,-45.45,4.779999999999999,-56.94,ESP-Q,29.6579,2.169,1.7216,,182.74448076923076,0.0,0.0,34.83,40.2,0,65.922107674685,,0.475,0,0,5.0,13,-0.22338932121854227,False,-5.1212203759193775,,-0.03538183441377713,False,False,通信设备,-56.94,-0.4031104362419061,32.0,28.6766323024055,0.7,0.0,20.07,Other
000065.SZ,000065,北方国际,19980605,主板,389405600.45,-15.687629578438155,专业工程,未知,801724.SI,620000,12.2,19.5899,21.5701,1.2659,2.1014,1416959.434,1189453.9914,258248889.39999998,True,0,0,False,False,14.48,-2.866242038216571,3.3898305084745672,-15.74585635359117,False,-15.687629578438155,-3.057119871279157,-36.65,-30.67,110948144.92,100.4301,,,1629317011.88,133.6644,0.991,0,1416959.434,258248889.39999998,1.0,1.5,PASS,False,0.5254237288135594,-36.65,-30.67,-11.64,-18.325,,19.5899,1.2659,0.991,,85.53638666666667,0.0,0.0,12.2,14.48,0,86.25429553264605,,0.2,0,0,5.0,5,-7.146704311534235,False,-2.866242038216571,,-0.03424521979552362,False,False,专业工程,-18.325,-0.4898217069965411,32.0,34.77628865979381,1.0,0.0,34.78,Other
000100.SZ,000100,TCL科技,20040130,主板,2600842344.2,0.691244239631339,通信设备,未知,801102.SI,730000,4.37,20.1249,17.962,1.4501,12.4827,9089976.8893,8360678.1656,3898368425.4,True,0,0,False,False,4.65,4.545454545454564,-4.166666666666652,-6.021505376344094,False,0.691244239631339,-3.057119871279157,20.59,870.95,1154847882.0,74.1974,,,8039325931.0,1838.6257,2.488,0,9089976.8893,3898368425.4,1.0,1.5,PASS,False,0.9830508474576272,20.59,870.95,4.779999999999999,20.59,ESP-Q,20.1249,1.4501,2.488,0.9774113647401651,182.74448076923076,10.0,0.0,4.37,4.65,0,92.55441008018327,,0.6,0,1,55.0,13,1.5189912820491702,False,4.545454545454564,,0.029047706065708404,False,False,通信设备,20.59,-0.15405650469486656,32.0,61.66632302405498,0.7,0.0,53.17,Tier2
000155.SZ,000155,川能动力,20000926,主板,1433212364.1500003,-15.26222746022391,电力,未知,801161.SI,410000,14.38,52.8322,49.8592,2.4709,4.7524,2654790.0758,2654790.0758,826088254.2,False,0,0,False,False,19.34,-9.159823120656974,12.961508248232523,-25.64632885211996,False,-15.26222746022391,-3.057119871279157,23.28,-30.28,286644069.89,107.441,,,1403050890.56,-56.3286,2.515,0,2654790.0758,826088254.2,1.0,1.5,PASS,False,0.3050847457627119,23.28,-30.28,0.02,23.28,ESP-Q,52.8322,2.4709,2.515,2.2694243986254294,55.30460465116279,0.0,0.0,14.38,19.34,0,86.25429553264605,,0.06818181818181818,0,0,5.0,14,-15.027575475245625,False,-9.159823120656974,,-0.05814140387714514,False,False,电力,23.28,0.29036619721132906,50.0,38.376288659793815,0.7,0.0,26.86,Other
000157.SZ,000157,中联重科,20001012,主板,833766906.0,-11.01591187270502,专用设备,未知,801074.SI,640000,7.27,12.9412,14.5125,1.0781,1.481,6287485.1166,5139649.7992,579512955.4,True,0,0,False,False,8.44,-3.452855245683939,-24.27083333333333,-13.862559241706162,False,-11.01591187270502,-3.057119871279157,-31.14,31.93,601799724.44,68.0642,,,8540159240.84,102.3444,1.5244,0,6287485.1166,579512955.4,1.0,1.5,PASS,False,0.6440677966101694,-31.14,31.93,-10.094999999999999,-15.57,ESP-Q,12.9412,1.0781,1.5244,,147.6403775510204,0.0,0.0,7.27,8.44,0,65.922107674685,,0.25925925925925924,0,0,5.0,17,-11.814415846524563,False,-3.452855245683939,,0.01830281696192553,False,False,专用设备,-15.57,-0.27567371602927604,32.0,28.6766323024055,0.7,0.0,20.07,Other
000158.SZ,000158,常山北明,20000724,主板,658894328.8,-12.136752136752138,计算机应用,未知,801222.SI,710000,15.42,737.0185,779.447,4.6493,2.5102,2465066.9838,2448559.681,479126280.3999999,False,0,0,False,False,19.05,-8.703374777975137,-23.473945409429277,-19.055118110236226,False,-12.136752136752138,-3.057119871279157,9.86,86.78,-107016689.51,,,,-528841601.34000003,,-1.8975,0,2465066.9838,479126280.3999999,1.0,1.5,PASS,False,0.7627118644067796,9.86,86.78,-4.9399999999999995,19.74,|VAL-X,737.0185,4.6493,-1.8975,74.74832657200812,143.4918742857143,0.0,15.0,15.42,19.05,0,88.65979381443299,,0.17307692307692307,0,0,5.0,16,-8.15402993935227,False,-8.703374777975137,,-0.07274929842607045,False,False,计算机应用,19.74,0.05744339082847726,50.0,39.097938144329895,1.0,15.0,24.1,Other
000301.SZ,000301,东方盛虹,20000529,主板,370478545.55,-1.1838989739542227,电力,未知,801161.SI,410000,12.52,618.8777,67.569,2.383,0.4166,8277260.8752,8273374.1088,317853270.2,False,0,0,False,False,13.48,-3.840245775729645,-0.31847133757962887,-7.121661721068251,False,-1.1838989739542227,-3.057119871279157,349.52,79.54,1316436824.28,91.9024,,,973637574.41,190.8329,4.1074,0,8277260.8752,317853270.2,1.0,1.5,PASS,False,0.3050847457627119,349.52,79.54,0.02,349.52,,618.8777,2.383,4.1074,1.77065032043946,55.30460465116279,0.0,10.0,12.52,13.48,0,65.922107674685,,0.38636363636363635,0,0,5.0,14,-0.9492469889759381,False,-3.840245775729645,,-0.019604453979521624,False,False,电力,349.52,4.7667431240326055,100.0,42.2766323024055,1.0,10.0,32.28,Other
000400.SZ,000400,许继电气,19970418,主板,758229912.1999999,-0.8792048929663676,电气自动化设备,未知,801732.SI,630000,25.93,22.6291,24.6693,2.1521,2.8515,2641287.4917,2623341.3646,714004061.8000001,False,0,0,False,False,27.96,-1.6312594840667716,-14.025198938992045,-7.26037195994278,False,-0.8792048929663676,-3.057119871279157,-47.26,5.64,107363358.36,96.6835,,,2724528206.5699997,-128.3852,0.9093,0,2641287.4917,714004061.8000001,1.0,1.5,PASS,False,0.4067796610169492,-47.26,5.64,-25.5,-23.63,ESP-Q,22.6291,2.1521,0.9093,,54.13474375,0.0,0.0,25.93,27.96,0,65.922107674685,,0.5294117647058824,0,0,5.0,6,0.0,False,-1.6312594840667716,,-0.02280432538741168,False,False,电气自动化设备,-23.63,-0.38649404409039495,32.0,28.6766323024055,0.7,0.0,20.07,Other
000404.SZ,000404,长虹华意,19960619,主板,381608198.04999995,24.15094339622641,白色家电,未知,801111.SI,330000,9.87,13.8842,13.4754,1.5555,11.4292,686948.0313,683722.7798,453070984.4,True,0,0,False,False,10.01,15.845070422535201,39.21015514809589,-1.3986013986014068,False,24.15094339622641,-3.057119871279157,46.74,0.48,121595287.13,105.3916,,,1082829534.09,74.1674,2.6377,0,686948.0313,453070984.4,1.0,1.5,PASS,False,0.23728813559322035,46.74,0.48,-17.555,81.85,ESP-Q,13.8842,1.5555,2.6377,0.2970517757809157,53.917895,0.0,0.0,9.87,10.01,0,65.922107674685,,0.9583333333333334,1,1,100.0,8,21.97903429468172,True,15.845070422535201,OVERHEAT,0.02214145488692225,True,True,白色家电,81.85,0.1816679901024603,50.0,79.7766323024055,0.7,0.0,55.84,Tier2
000408.SZ,000408,藏格矿业,19960628,主板,1327847701.2000003,-9.56511681702521,贸易,未知,801202.SI,450000,78.19,31.8438,26.2188,8.021,0.774,12267344.4615,12267215.448,1337174231.4,False,0,0,False,False,92.88,-6.594194242026042,-5.590437092489731,-15.816106804478892,False,-9.56511681702521,-3.057119871279157,110.14,58.28,1576034744.32,100.1461,,,10172037036.39,-4.9009,9.2881,0,12267344.4615,1337174231.4,1.0,1.5,PASS,False,0.3728813559322034,110.14,58.28,2.375,110.14,ESP-Q,31.8438,8.021,9.2881,0.28912111857635736,140.81984285714287,0.0,0.0,78.19,92.88,0,29.782359679266897,CAT-0,0.125,0,0,5.0,3,-3.0403093651928828,False,-6.594194242026042,,-0.019043845916773293,False,False,贸易,110.14,0.8964580106394083,50.0,21.43470790378007,0.35,0.0,7.5,Other
000410.SZ,000410,沈阳机床,19960718,主板,194073982.79999998,-13.92215568862275,通用机械,未知,801072.SI,640000,5.75,,,3.6468,1.5275,1523216.9802,1133335.5415,177055610.0,True,0,0,False,False,6.89,-4.958677685950407,-21.875,-16.54571843251088,False,-13.92215568862275,-3.057119871279157,-5.51,48.69,-38419143.32,,,,-277022481.3,,-0.807,0,1523216.9802,177055610.0,1.0,1.5,PASS,False,0.7796610169491526,-5.51,48.69,1.3,-6.81,,,3.6468,-0.807,,114.34343529411765,0.0,0.0,5.75,6.89,0,86.5979381443299,,0.11627906976744186,0,0,5.0,13,-22.22451008763143,False,-4.958677685950407,,-0.004922803632146977,False,False,通用机械,-6.81,0.2124220215588818,50.0,38.47938144329897,1.0,0.0,38.48,Other
000415.SZ,000415,渤海租赁,19960716,主板,384418867.8,-11.3490364025696,多元金融,未知,801191.SI,490000,4.14,,,0.8575,1.2182,2560391.8107,2232666.3786,357395555.59999996,True,0,0,False,False,4.91,-4.387990762124716,-19.76744186046513,-15.682281059063142,False,-11.3490364025696,-3.057119871279157,105.19,-7938.44,909983000.0,100.2714,,,-4657257000.0,282.6881,3.0609,0,2560391.8107,357395555.59999996,1.0,1.5,PASS,False,0.3220338983050847,105.19,-7938.44,17.765,105.19,ESP-Q,,0.8575,3.0609,,44.777813333333334,0.0,0.0,4.14,4.91,0,74.45589919816724,,0.35294117647058826,0,0,5.0,6,-4.543743396898513,False,-4.387990762124716,,-0.005490162875260985,False,False,多元金融,105.19,0.39453970763927726,50.0,34.83676975945018,0.7,0.0,24.39,Other
000417.SZ,000417,合百集团,19960812,主板,317487862.40000004,43.67283950617284,一般零售,未知,801203.SI,450000,9.31,45.3186,48.6505,1.5239,30.2754,726072.1902,725274.5569,783402411.8,False,3,3,False,True,10.48,30.2097902097902,15.940224159402261,-11.164122137404576,False,43.67283950617284,-3.057119871279157,-27.2,-79.58,43178831.11,67.1671,,,153931607.66,-87.2129,1.3584,0,726072.1902,783402411.8,1.0,1.5,PASS,False,0.576271186440678,-27.2,-79.58,-2.645,-13.6,ESP-Q,45.3186,1.5239,1.3584,,44.26595714285714,0.0,0.0,9.31,10.48,0,65.922107674685,,1.0,1,1,75.0,4,54.300925792233656,True,30.2097902097902,突破型|OVERHEAT,-0.024102785798240916,True,True,一般零售,-13.6,-0.49466890884159403,32.0,63.6766323024055,0.7,0.0,44.57,Other
000422.SZ,000422,湖北宜化,19960815,主板,762632569.75,-11.377613776137775,化学制品,未知,801034.SI,220000,14.41,19.3821,16.3984,2.5184,2.5757,1567209.57,1524371.522,437794582.40000004,True,0,0,False,False,17.4,-6.428571428571428,-6.4892926670992885,-17.183908045977002,False,-11.377613776137775,-3.057119871279157,655.43,17.7,128293296.15,70.8291,,,1461939137.49,288.1906,2.6207,0,1567209.57,437794582.40000004,1.0,1.5,PASS,False,0.4406779661016949,655.43,17.7,8.2371,655.43,ESP-Q,19.3821,2.5184,2.6207,0.02957157896342859,104.193015625,10.0,0.0,14.41,17.4,0,58.075601374570454,,0.3026315789473684,0,0,5.0,23,-5.674076086122904,False,-6.428571428571428,,-0.027376562193920366,False,False,化学制品,655.43,1.3080682430454542,68.0,33.52268041237114,0.7,0.0,33.47,Other
000423.SZ,000423,东阿阿胶,19960729,主板,355557474.79999995,-6.690471715842894,中药,未知,801155.SI,370000,49.65,18.3889,18.0787,2.9625,0.8763,3197344.9312,3191751.7047,252906259.6,False,0,0,False,False,55.6,-4.994259471871409,-9.496901203062347,-10.701438848920864,False,-6.690471715842894,-3.057119871279157,7.69,13.62,448362577.66,98.5827,,,4029192800.9100003,5.3019,4.305,0,3197344.9312,252906259.6,1.0,1.5,PASS,False,0.13559322033898305,7.69,13.62,7.69,0.0,,18.3889,2.9625,4.305,2.3912743823146942,165.87102631578946,0.0,0.0,49.65,55.6,0,65.922107674685,,0.5238095238095238,0,0,5.0,7,0.0,False,-4.994259471871409,,-0.004601942055450031,False,False,中药,0.0,0.2387879385141451,50.0,32.2766323024055,1.0,0.0,32.28,Other
