ts_code,symbol,name,list_date,delist_date,market,list_status,avg_amount_20d,pct_20d,l2_name,l1_name,l2_code,l1_code,close,pe,pe_ttm,pb,turnover_rate,total_mv,circ_mv,avg_amount_5d,vol_confirm,limit_20d,limit_10d,is_lock,is_breakout,high_20d,low_20d,pct_5d,pct_60d,drawdown_20d,has_crash_veto,pct_20d_n,market_med_20d,q0_dt_yoy,q1_dt_yoy,q0_profit_dedt,q0_dt_profit_ratio,q0_net_income,ttm_net_income,ttm_profit_dedt,ttm_ocf_ratio,roe,reduce_deduct,total_mv_n,avg_amt_5d_n,l1_leader,l1_score,l1_flag,itf_adj,l2_pe_mkt_pct,q0_dt_yoy_n,q1_dt_yoy_n,ind_med,esp_raw,l2_flags,pe_n,pb_n,roe_n,peg_n,pe_mean,val_bonus,val_penalty,close_n,high_20d_n,vol_shrink,reduce_penalty,cat_score,cat_flag,mom_rank,l4_mom_ok,l4_rel_ok,l4_score,ind_mom_cnt,alpha_excess,alpha_flag,pct_5d_n,l4_flag,big_ratio,chasing_high,overheat_flag,z_group,esp_raw_w,esp_z,esp_score,egs_base,mult,deduct,final_score,tier
000001.SZ,000001,平安银行,19910403,,主板,L,1166530702.75,-1.9625334522747617,未知,未知,,,10.99,5.0025,4.9529,0.4596,0.5023,21327104.0996,21326755.1176,1059802101.1999999,False,0,0,False,False,11.6,10.92,-2.5709219858155996,-0.722673893405601,-5.258620689655169,False,-1.9625334522747617,1.410939133031408,3.2,-4.9,14488000000.0,99.759,,,120311000000.0,217.3903,2.652,0,21327104.0996,1059802101.1999999,1.0,1.5,PASS,False,0.4444444444444444,3.2,-4.9,1.0,3.2,ESP-Q,5.0025,0.4596,2.652,1.56328125,99.46392506573181,0.0,0.0,10.99,11.6,False,0,77.20504009163804,,0.37003058103975534,0,0,5.0,393,-3.7268475695300562,False,-2.5709219858155996,,-0.04105307019112342,False,False,独立池,3.2,0.0,20.887524390212548,29.83901690553392,0.7,0.0,20.89,Other
000002.SZ,000002,万科Ａ,19910129,,主板,L,461739107.15000004,-4.7858942065491235,未知,未知,,,3.78,,,0.408,1.2394,4509808.18,3673001.757,597666745.5999999,True,0,0,False,False,4.16,3.7,-7.579462102689483,-23.790322580645164,-9.134615384615397,False,-4.7858942065491235,1.410939133031408,11.67,-89.27,-5334173713.54,,,,-129328697212.95999,,-5.234,0,4509808.18,597666745.5999999,1.0,1.5,PASS,False,0.4444444444444444,11.67,-89.27,1.0,11.67,ESP-Q,,0.408,-5.234,,99.46392506573181,0.0,0.0,3.78,4.16,False,0,75.60137457044674,,0.27675840978593275,0,0,5.0,393,-6.5502083238044175,False,-7.579462102689483,,-0.015785971028169112,False,False,独立池,11.67,0.0,21.0112725034556,29.382666871825144,0.7,0.0,20.57,Other
000006.SZ,000006,深振业Ａ,19920427,,主板,L,400010979.4499999,10.706150341685671,未知,未知,,,9.72,,,2.444,3.4668,1312195.1847,1312185.2703,721913476.4000001,False,1,1,False,False,10.99,8.73,2.3157894736842266,3.6247334754797356,-11.555959963603268,False,10.706150341685671,1.410939133031408,124.77,96.6,6931220.37,92.0793,,,-58804585.82000001,1215.9487,0.1403,0,1312195.1847,721913476.4000001,1.0,1.5,PASS,False,0.4444444444444444,124.77,96.6,1.0,124.77,,,2.444,0.1403,,99.46392506573181,0.0,0.0,9.72,10.99,False,0,73.25315005727376,,0.7232415902140673,1,1,75.0,393,8.941836224430377,True,2.3157894736842266,,0.016182589966562317,False,False,独立池,124.77,0.0,22.663682374505097,64.00868149208316,1.0,0.0,64.01,Tier2
000009.SZ,000009,中国宝安,19910625,,主板,L,277557385.95000005,-10.609480812641081,未知,未知,,,7.92,100.6068,393.3935,2.0366,1.0095,2042737.4603,2040208.2083,258929262.2,False,0,0,False,False,9.32,7.87,-7.692307692307699,-18.012422360248447,-15.021459227467815,False,-10.609480812641081,1.410939133031408,-73.85,-341.34,20137217.24,115.3158,,,174329814.67,-56.7024,0.1743,0,2042737.4603,258929262.2,1.0,1.5,PASS,False,0.4444444444444444,-73.85,-341.34,1.0,-74.85,ESP-Q,100.6068,2.0366,0.1743,,99.46392506573181,0.0,0.0,7.92,9.32,False,0,72.16494845360825,,0.10626911314984709,0,0,5.0,393,-12.373794929896375,False,-7.692307692307699,,-0.054420346313892844,False,False,独立池,-74.85,0.0,19.747200867353012,28.098924709553074,0.7,0.0,19.67,Other
000019.SZ,000019,深粮控股,19921012,,主板,L,170752010.00000003,-10.191082802547768,未知,未知,,,7.05,33.4081,37.4722,1.6078,3.4354,812537.3541,293425.5169,126049453.60000001,False,0,0,False,False,8.43,6.98,-5.74866310160429,-1.5363128491620137,-16.37010676156584,False,-10.191082802547768,1.410939133031408,-32.97,-51.77,48842983.53,75.2065,,,579499764.05,235.5758,1.2934,0,812537.3541,126049453.60000001,1.0,1.5,PASS,False,0.4444444444444444,-32.97,-51.77,1.0,-33.97,ESP-Q,33.4081,1.6078,1.2934,,99.46392506573181,0.0,0.0,7.05,8.43,True,0,77.20504009163804,,0.11391437308868502,0,0,5.0,393,-11.955396919803063,False,-5.74866310160429,,-0.04841560581308414,False,False,独立池,-33.97,0.0,20.344464488294687,29.73040492515035,0.7,0.0,20.81,Other
000021.SZ,000021,深科技,19940202,,主板,L,2990870898.6500006,19.02404526166901,未知,未知,,,33.66,46.6593,44.1978,3.9662,10.0734,5299001.5043,5298224.9681,5144295408.0,True,0,0,False,False,36.0,27.95,2.0928116469517644,16.712898751733697,-6.500000000000005,False,19.02404526166901,1.410939133031408,14.93,7.48,142765477.92,58.9506,,,2004704871.01,32.1692,1.8307,0,5299001.5043,5144295408.0,1.0,1.5,PASS,False,0.4444444444444444,14.93,7.48,1.0,14.93,ESP-Q,46.6593,3.9662,1.8307,3.1252042866711323,99.46392506573181,0.0,0.0,33.66,36.0,False,0,92.78350515463917,CHASE,0.8356269113149847,1,1,100.0,393,17.259731144413713,True,2.0928116469517644,,0.0023746284087807316,True,False,独立池,14.93,0.0,21.05890164739567,82.04683187587088,0.7,0.0,57.43,Tier2
000026.SZ,000026,飞亚达,19930603,,主板,L,423232040.8500001,13.468013468013451,未知,未知,,,20.22,93.9619,76.6143,2.4146,6.1709,820454.8222,737141.8021,451698236.59999996,True,1,0,False,False,21.08,15.91,0.3972194637537063,29.201277955271564,-4.079696394686905,False,13.468013468013451,1.410939133031408,41.05,-60.15,62260608.55,95.6715,,,343555516.82,224.2321,1.9327,0,820454.8222,451698236.59999996,1.0,1.5,PASS,False,0.4444444444444444,41.05,-60.15,1.0,41.05,ESP-Q,93.9619,2.4146,1.9327,2.288962241169306,99.46392506573181,0.0,0.0,20.22,21.08,False,0,91.63802978235968,,0.7698776758409785,1,1,100.0,393,11.703699350758157,True,0.3972194637537063,,-0.01292141351175451,False,False,独立池,41.05,0.0,21.4405192055903,81.77951277582596,0.7,0.0,57.25,Tier2
000027.SZ,000027,深圳能源,19930903,,主板,L,336198770.24999994,8.845577211394296,未知,未知,,,7.26,16.4208,17.2598,1.0324,1.2794,3453865.079,3453865.079,502521131.40000004,False,0,0,False,False,7.72,6.65,0.9735744089012455,7.237813884785815,-5.958549222797926,False,8.845577211394296,1.410939133031408,-4.72,11.03,1208297243.66,96.7133,,,6486655118.37,60.578,2.4193,0,3453865.079,502521131.40000004,1.0,1.5,PASS,False,0.4444444444444444,-4.72,11.03,1.0,-5.72,,16.4208,1.0324,2.4193,,99.46392506573181,0.0,0.0,7.26,7.72,False,0,88.65979381443299,,0.6819571865443425,0,1,40.0,393,7.081263094139002,True,0.9735744089012455,,-0.005788752070087229,False,False,独立池,-5.72,0.0,20.757201701885744,50.749378484707044,1.0,0.0,50.75,Tier2
000029.SZ,000029,深深房Ａ,19930915,,主板,L,208623997.5,46.52812975164724,未知,未知,,,28.91,292.5996,1238.8654,8.094,1.6453,2924709.06,2577789.06,526752117.7999999,True,2,2,False,False,29.96,19.71,20.058139534883736,29.29338103756709,-3.5046728971962593,False,46.52812975164724,1.410939133031408,-111.22,218.37,-7640881.12,,,,453005648.38,,-0.1087,0,2924709.06,526752117.7999999,1.0,1.5,PASS,False,0.4444444444444444,-111.22,218.37,1.0,-112.22,,292.5996,8.094,-0.1087,,99.46392506573181,0.0,10.0,28.91,29.96,False,0,85.56701030927834,CHASE,0.9648318042813455,1,1,100.0,393,44.763815634391946,True,20.058139534883736,OVERHEAT,0.0162293980662214,True,True,独立池,-112.22,0.0,19.201218932064595,79.51034687919642,1.0,10.0,69.51,Tier2
000032.SZ,000032,深桑达Ａ,19931028,,主板,L,400606161.09999996,-1.1290322580645218,未知,未知,,,18.39,,,3.0254,1.8425,2234714.7529,2092707.0313,523931920.6,True,0,0,False,False,19.46,17.24,-3.5152151101783713,-9.542547958681736,-5.498458376156224,False,-1.1290322580645218,1.410939133031408,-100.82,-4265.07,-102347794.81,,,,-1013123619.62,2325.7655,-1.1099,0,2234714.7529,523931920.6,1.0,1.5,PASS,False,0.4444444444444444,-100.82,-4265.07,1.0,-101.82,,,3.0254,-1.1099,,99.46392506573181,0.0,0.0,18.39,19.46,False,0,89.3470790378007,,0.40519877675840976,0,0,5.0,393,-2.8933463753198163,False,-3.5152151101783713,,-0.02097425216952334,False,False,独立池,-101.82,0.0,19.353164667333516,33.17475664480691,1.0,0.0,33.17,Other
000034.SZ,000034,神州数码,19940509,,主板,L,1383880791.6000001,16.676217765042978,未知,未知,,,40.72,56.5502,54.596,2.6283,6.2015,2957259.9364,2469807.1525,1988357102.6000001,True,0,0,False,False,43.75,34.78,-4.458000938526507,10.382217403090266,-6.925714285714291,False,16.676217765042978,1.410939133031408,4.14,-30.7,233118208.42,98.7818,,,2028525193.75,-734.423,2.1229,0,2957259.9364,1988357102.6000001,1.0,1.5,PASS,False,0.4444444444444444,4.14,-30.7,1.0,4.14,ESP-Q,56.5502,2.6283,2.1229,13.659468599033817,99.46392506573181,0.0,0.0,40.72,43.75,False,0,73.25315005727376,CHASE,0.8149847094801224,1,1,100.0,393,14.911903647787684,True,-4.458000938526507,,0.007533621525694546,True,False,独立池,4.14,0.0,20.901257947054162,76.15619660659296,0.7,0.0,53.31,Tier2
000035.SZ,000035,中国天楹,19940408,,主板,L,363466647.8,-8.160237388724035,未知,未知,,,6.19,52.0582,51.1362,1.3739,2.2971,1478192.284,1431762.938,390985477.40000004,True,0,0,False,False,7.35,6.13,-5.351681957186538,4.915254237288136,-15.78231292517006,False,-8.160237388724035,1.410939133031408,35.53,23.99,125036004.23,112.933,,,940127871.6700001,191.0652,1.0227,1,1478192.284,390985477.40000004,1.0,1.5,PASS,False,0.4444444444444444,35.53,23.99,1.0,35.53,,52.0582,1.3739,1.0227,1.4651899802983395,99.46392506573181,0.0,0.0,6.19,7.35,False,10,81.09965635738831,,0.1651376146788991,0,0,5.0,393,-9.924551505979329,False,-5.351681957186538,,-0.01646119868895395,False,False,独立池,35.53,0.0,21.359871084562947,31.101871124129083,1.0,10.0,21.1,Other
000037.SZ,000037,深南电A,19940701,,主板,L,465316661.4,8.796764408493418,未知,未知,,,10.76,40.2745,34.9882,3.8379,9.8201,648572.5533,364665.1694,521037216.79999995,False,1,0,False,False,12.12,9.54,-3.756708407871201,12.552301255230125,-11.221122112211212,False,8.796764408493418,1.410939133031408,156.81,7.56,8797219.71,73.1547,,,-127971639.27999999,-72.152,0.7142,0,648572.5533,521037216.79999995,1.0,1.5,PASS,False,0.4444444444444444,156.81,7.56,1.0,156.81,ESP-Q,40.2745,3.8379,0.7142,0.2568362987054397,99.46392506573181,0.0,0.0,10.76,12.12,False,0,84.65063001145475,,0.6804281345565749,0,1,40.0,393,7.032450291238124,True,-3.756708407871201,,-0.006338453133923903,False,False,独立池,156.81,0.0,23.13179212046819,50.021547427530066,0.7,0.0,35.02,Other
000039.SZ,000039,中集集团,19940408,,主板,L,709513491.2500002,2.1043771043770976,未知,未知,,,12.13,296.2199,,1.4001,1.9835,6541127.227,2791606.862,591892403.2,True,1,1,False,False,13.65,10.8,-8.106060606060595,8.886894075403951,-11.13553113553113,False,2.1043771043770976,1.410939133031408,-67.99,-100.9,167445000.0,80.1322,,,2831283000.0,84.233,0.4132,0,6541127.227,591892403.2,1.0,1.5,PASS,False,0.4444444444444444,-67.99,-100.9,1.0,-68.99,,296.2199,1.4001,0.4132,,99.46392506573181,0.0,0.0,12.13,13.65,False,0,73.25315005727376,,0.5076452599388379,0,0,5.0,393,0.34006298712180305,False,-8.106060606060595,,-0.017059671656537576,False,False,独立池,-68.99,0.0,19.832816445110307,28.44250830620419,1.0,0.0,28.44,Other
000048.SZ,000048,京基智农,19941101,,主板,L,187425562.49999997,-7.781350482315119,未知,未知,,,14.34,49.7632,,2.0247,1.6574,760424.7465,759736.8567,156179056.4,True,0,0,False,False,15.74,13.78,-5.408970976253302,-19.211267605633807,-8.894536213468873,False,-7.781350482315119,1.410939133031408,-289.87,-80.39,-226565007.76,,,,458294252.9100001,,-5.898,0,760424.7465,156179056.4,1.0,1.5,PASS,False,0.4444444444444444,-289.87,-80.39,1.0,-290.87,,49.7632,2.0247,-5.898,,99.46392506573181,0.0,0.0,14.34,15.74,False,0,80.29782359679267,,0.18042813455657492,0,0,5.0,393,-9.545664599570413,False,-5.408970976253302,,-0.04519754440832208,False,False,独立池,-290.87,0.0,16.591112623815324,29.907569603800866,1.0,0.0,29.91,Other
000049.SZ,000049,德赛电池,19950320,,主板,L,506175895.45,-0.5152741994847276,未知,未知,,,27.03,35.5725,32.136,1.5289,3.3874,1039677.9574,1039397.732,358337442.0,False,0,0,False,False,31.5,26.9,-5.687369155617583,2.7756653992395464,-14.190476190476186,False,-0.5152741994847276,1.410939133031408,74.27,-33.26,55417166.77,69.3438,,,524847797.28000003,468.3323,1.1816,0,1039677.9574,358337442.0,1.0,1.5,PASS,False,0.4444444444444444,74.27,-33.26,1.0,74.27,ESP-Q,35.5725,1.5289,1.1816,0.47896189578564696,99.46392506573181,0.0,0.0,27.03,31.5,True,0,73.25315005727376,,0.4288990825688073,0,0,5.0,393,-2.279588316740022,False,-5.687369155617583,,-0.03173310520572158,False,False,独立池,74.27,0.0,21.92586894843967,28.86111880687006,0.7,0.0,20.2,Other
000050.SZ,000050,深天马Ａ,19950315,,主板,L,194501889.39999998,-9.45454545454546,未知,未知,,,7.47,109.6895,,0.6784,1.4622,1835937.5028,1835923.2164,216481899.39999995,False,0,0,False,False,8.55,7.38,-4.597701149425292,-22.750775594622542,-12.631578947368427,False,-9.45454545454546,1.410939133031408,-22.4027,74.1856,-167280469.79,,,,-1294528523.75,,-0.5126,0,1835937.5028,216481899.39999995,1.0,1.5,PASS,False,0.4444444444444444,-22.4027,74.1856,1.0,-23.4027,,109.6895,0.6784,-0.5126,,99.46392506573181,0.0,0.0,7.47,8.55,False,0,94.27262313860251,,0.1345565749235474,0,0,5.0,393,-11.218859571800754,False,-4.597701149425292,,-0.004230238186194783,False,False,独立池,-23.4027,0.0,20.498854504478075,34.88155784247637,1.0,0.0,34.88,Other
000059.SZ,000059,华锦股份,19970130,,主板,L,163101402.89999998,-5.123339658444015,未知,未知,,,5.0,,,0.8206,1.623,799721.2685,799706.4935,145693242.20000005,False,0,0,False,False,5.75,4.99,-3.2882011605415817,-16.387959866220747,-13.043478260869568,False,-5.123339658444015,1.410939133031408,110.45,38.67,36726331.68,82.7969,,,-4159760743.83,-1439.4306,0.4566,0,799721.2685,145693242.20000005,1.0,1.5,PASS,False,0.4444444444444444,110.45,38.67,1.0,110.45,ESP-Q,,0.8206,0.4566,,99.46392506573181,0.0,0.0,5.0,5.75,False,0,73.25315005727376,,0.2698776758409786,0,0,5.0,393,-6.8876537756993095,False,-3.2882011605415817,,0.04685569896262195,False,False,独立池,110.45,0.0,22.45446478517328,28.966837974216784,0.7,0.0,20.28,Other
000063.SZ,000063,中兴通讯,19971118,,主板,L,4751228702.049999,4.260153365521169,未知,未知,,,36.71,31.2587,39.2409,2.2861,3.649,17560356.5702,14785397.5427,5560474859.2,False,0,0,False,False,40.2,34.76,-6.136537969828682,-1.5025489669975967,-8.681592039801,False,4.260153365521169,1.410939133031408,,-45.45,,,,,11353324000.0,-128.1529,1.7374,0,17560356.5702,5560474859.2,1.0,1.5,PASS,False,0.4444444444444444,,-45.45,1.0,0.0,DATA-INC,31.2587,2.2861,1.7374,,99.46392506573181,0.0,0.0,36.71,40.2,False,0,73.25315005727376,,0.5741590214067278,0,1,40.0,393,2.495839248265874,False,-6.136537969828682,,-0.029518937577786196,False,False,独立池,0.0,0.0,20.84077185628365,46.14409938843886,1.0,0.0,46.14,Other
000065.SZ,000065,北方国际,19980605,,主板,L,502638297.4499999,-14.962762356127278,未知,未知,,,12.56,20.168,22.2066,1.3033,2.0837,1458771.3517,1224552.6337,289955510.59999996,False,0,0,False,False,15.56,12.4,-5.279034690799389,4.059652029826011,-19.280205655526995,False,-14.962762356127278,1.410939133031408,-36.65,-30.67,110948144.92,100.4301,,,1629317011.88,133.6644,0.991,0,1458771.3517,289955510.59999996,1.0,1.5,PASS,False,0.4444444444444444,-36.65,-30.67,1.0,-37.65,,20.168,1.3033,0.991,,99.46392506573181,0.0,0.0,12.56,15.56,True,0,88.65979381443299,,0.040519877675840976,0,0,5.0,393,-16.727076473382574,False,-5.279034690799389,,-0.044653850516584416,False,False,独立池,-37.65,0.0,20.290699074276453,33.15607795918518,1.0,0.0,33.16,Other
000099.SZ,000099,中信海直,20000731,,主板,L,177115630.10000002,-3.7981859410430974,未知,未知,,,16.97,42.6503,42.386,2.3565,1.2334,1316481.9225,1316481.9225,189473012.00000003,False,0,0,False,False,18.6,16.85,-6.087437742114011,-15.234765234765234,-8.763440860215066,False,-3.7981859410430974,1.410939133031408,2.19,-5.83,93412970.21,100.2978,,,775840691.41,256.9508,1.6812,0,1316481.9225,189473012.00000003,1.0,1.5,PASS,False,0.4444444444444444,2.19,-5.83,1.0,2.19,ESP-Q,42.6503,2.3565,1.6812,19.47502283105023,99.46392506573181,0.0,0.0,16.97,18.6,False,0,88.65979381443299,,0.31880733944954126,0,0,5.0,393,-5.562500058298392,False,-6.087437742114011,,-0.06404669118590077,False,False,独立池,2.19,0.0,20.87276812169124,33.27249176866815,0.7,0.0,23.29,Other
000100.SZ,000100,TCL科技,20040130,,主板,L,2033554646.85,-3.9080459770114984,未知,未知,,,4.18,19.2499,17.1811,1.387,3.5354,8694760.5028,7997170.4193,2699921974.3999996,True,0,0,False,False,4.47,4.17,-3.686635944700467,-14.693877551020417,-6.487695749440714,False,-3.9080459770114984,1.410939133031408,20.59,870.95,1154847882.0,74.1974,,,8039325931.0,1838.6257,2.488,0,8694760.5028,2699921974.3999996,1.0,1.5,PASS,False,0.4444444444444444,20.59,870.95,1.0,20.59,ESP-Q,19.2499,1.387,2.488,0.9349150072850899,99.46392506573181,0.0,0.0,4.18,4.47,False,0,90.60710194730814,,0.3103975535168196,0,0,5.0,393,-5.672360094266793,False,-3.686635944700467,,0.00017279758580282346,False,False,独立池,20.59,0.0,21.141595191782404,33.910449622548924,0.7,0.0,23.74,Other
000155.SZ,000155,川能动力,20000926,,主板,L,1567848049.55,-1.000625390869292,未知,未知,,,15.83,58.1595,54.8867,2.72,2.2869,2922484.4854,2922484.4854,949102391.9999998,False,0,0,False,False,19.34,15.61,-3.5344302254722737,26.437699680511194,-18.14891416752844,False,-1.000625390869292,1.410939133031408,23.28,-30.28,286644069.89,107.441,,,1403050890.56,-56.3286,2.515,0,2922484.4854,949102391.9999998,1.0,1.5,PASS,False,0.4444444444444444,23.28,-30.28,1.0,23.28,ESP-Q,58.1595,2.72,2.515,2.4982603092783506,99.46392506573181,0.0,0.0,15.83,19.34,True,0,88.65979381443299,,0.4090214067278288,0,0,5.0,393,-2.7649395081245864,False,-3.5344302254722737,,-0.033574754420597805,False,False,独立池,23.28,0.0,21.180896540616384,33.33411745245317,0.7,0.0,23.33,Other
000157.SZ,000157,中联重科,20001012,,主板,L,934256737.9999999,-13.24884792626727,未知,未知,,,7.53,13.4041,15.0315,1.1166,1.1119,6512347.0327,5323461.2088,1220740936.4,True,0,0,False,False,8.83,7.51,-8.394160583941613,-21.644120707596247,-14.722536806342013,False,-13.24884792626727,1.410939133031408,-31.14,31.93,601799724.44,68.0642,,,8540159240.84,102.3444,1.5244,0,6512347.0327,1220740936.4,1.0,1.5,PASS,False,0.4444444444444444,-31.14,31.93,1.0,-32.14,ESP-Q,13.4041,1.1166,1.5244,,99.46392506573181,0.0,0.0,7.53,8.83,False,0,73.25315005727376,,0.05581039755351682,0,0,5.0,393,-15.013162043522565,False,-8.394160583941613,,0.01664617747064628,False,False,独立池,-32.14,0.0,20.371201093635275,28.550185235909183,0.7,0.0,19.99,Other
000158.SZ,000158,常山北明,20000724,,主板,L,663607540.4499999,-3.815489749430512,未知,未知,,,16.89,807.279,853.7523,5.0925,1.4959,2700063.6418,2681982.6856,496402202.6000001,True,0,0,False,False,19.05,16.86,-4.952166572875627,-16.468842729970323,-11.338582677165354,False,-3.815489749430512,1.410939133031408,9.86,86.78,-107016689.51,,,,-528841601.34000003,,-1.8975,0,2700063.6418,496402202.6000001,1.0,1.5,PASS,False,0.4444444444444444,9.86,86.78,1.0,9.86,|VAL-X,807.279,5.0925,-1.8975,81.87413793103448,99.46392506573181,0.0,15.0,16.89,19.05,True,0,73.25315005727376,,0.3172782874617737,0,0,5.0,393,-5.579803866685806,False,-4.952166572875627,,-0.0681236129946085,False,False,独立池,9.86,0.0,20.984828101452067,28.67291063747254,1.0,15.0,13.67,Other
000159.SZ,000159,国际实业,20000926,,主板,L,152885720.79999998,11.290322580645174,未知,未知,,,6.9,87.2429,90.3793,1.609,17.7948,331673.3352,331661.2602,265428856.60000005,True,1,1,False,False,7.19,6.15,8.490566037735858,-1.4285714285714235,-4.033379694019468,False,11.290322580645174,1.410939133031408,1.09,-26.93,8357656.77,114.5891,,,94797243.4,-139.3281,0.3543,0,331673.3352,265428856.60000005,1.0,1.5,PASS,False,0.4444444444444444,1.09,-26.93,1.0,0.09000000000000008,ESP-Q,87.2429,1.609,0.3543,80.03935779816514,99.46392506573181,0.0,0.0,6.9,7.19,False,0,73.25315005727376,,0.7324159021406728,1,1,100.0,393,9.52600846338988,True,8.490566037735858,OVERHEAT,0.03282288390364816,False,True,独立池,0.09000000000000008,0.0,20.842086771300398,76.14436237144221,0.7,0.0,53.3,Tier2
000301.SZ,000301,东方盛虹,20000529,,主板,L,379607681.7,13.61256544502616,未知,未知,,,13.02,643.5932,70.2674,2.4782,0.4691,8607822.4118,8603780.4231,345516917.2,False,0,0,False,False,13.48,11.3,0.6182380216383399,0.15384615384614886,-3.4124629080118707,False,13.61256544502616,1.410939133031408,349.52,79.54,1316436824.28,91.9024,,,973637574.41,190.8329,4.1074,0,8607822.4118,345516917.2,1.0,1.5,PASS,False,0.4444444444444444,349.52,79.54,1.0,349.52,,643.5932,2.4782,4.1074,1.8413630121309226,99.46392506573181,0.0,10.0,13.02,13.48,False,0,73.25315005727376,,0.7737003058103975,1,1,75.0,393,11.848251327770866,True,0.6182380216383399,,-0.027259212608817026,False,False,独立池,349.52,0.0,25.947317374667566,64.66540849211565,1.0,10.0,54.67,Tier2
000400.SZ,000400,许继电气,19970418,,主板,L,820583259.3000001,0.45731707317073766,未知,未知,,,26.36,23.0043,25.0784,2.1878,2.7517,2685088.2484,2666844.5187,1033135858.1999999,True,0,0,False,False,27.96,24.93,-2.8381865093991876,-12.859504132231404,-5.7224606580829835,False,0.45731707317073766,1.410939133031408,-47.26,5.64,107363358.36,96.6835,,,2724528206.5699997,-128.3852,0.9093,0,2685088.2484,1033135858.1999999,1.0,1.5,PASS,False,0.4444444444444444,-47.26,5.64,1.0,-48.26,ESP-Q,23.0043,2.1878,0.9093,,99.46392506573181,0.0,0.0,26.36,27.96,False,0,73.25315005727376,,0.4648318042813456,0,0,5.0,393,-1.3069970440845569,False,-2.8381865093991876,,-0.01621342408719193,False,False,独立池,-48.26,0.0,20.13568520396845,28.503082057975817,0.7,0.0,19.95,Other
000402.SZ,000402,金融街,19960626,,主板,L,306407016.4,4.513888888888884,未知,未知,,,3.01,,,0.4531,3.1736,899667.902,899584.838,367998557.0,True,3,3,False,True,3.49,2.58,-9.609609609609615,2.3809523809523725,-13.753581661891134,False,4.513888888888884,1.410939133031408,181.59,48.7,316148534.96,91.6353,,,-6908054506.38,-143.4915,1.7529,0,899667.902,367998557.0,1.0,1.5,PASS,False,0.4444444444444444,181.59,48.7,1.0,181.59,ESP-Q,,0.4531,1.7529,,99.46392506573181,0.0,0.0,3.01,3.49,False,0,95.30355097365405,,0.5818042813455657,0,1,55.0,393,2.7495747716335894,False,-9.609609609609615,突破型,-0.03307244009521232,False,False,独立池,181.59,0.0,23.493832055080098,60.789831703112235,0.7,0.0,42.55,Other
000404.SZ,000404,长虹华意,19960619,,主板,L,299747558.8499999,20.85106382978723,未知,未知,,,8.52,11.9851,11.6322,1.3427,4.225,592988.5741,590204.4664,184254134.60000002,True,1,0,False,False,8.99,7.02,0.4716981132075304,18.66295264623956,-5.2280311457174715,False,20.85106382978723,1.410939133031408,46.74,0.48,121595287.13,105.3916,,,1082829534.09,74.1674,2.6377,0,592988.5741,184254134.60000002,1.0,1.5,PASS,False,0.4444444444444444,46.74,0.48,1.0,46.74,ESP-Q,11.9851,1.3427,2.6377,0.2564206247325631,99.46392506573181,0.0,0.0,8.52,8.99,True,0,73.25315005727376,CHASE,0.8532110091743119,1,1,100.0,393,19.086749712531933,True,0.4716981132075304,,-0.030956158214743942,True,False,独立池,46.74,0.0,21.523651054982622,76.28067522817865,0.7,0.0,53.4,Tier2
000408.SZ,000408,藏格矿业,19960628,,主板,L,1370626399.55,-0.9114583333333481,未知,未知,,,83.71,34.1203,28.0932,8.5944,1.3397,13144359.7114,13144221.5899,1579930635.0,True,0,0,False,False,92.88,83.49,-3.3483431474425673,-1.366796276658433,-9.872954349698537,False,-0.9114583333333481,1.410939133031408,110.14,58.28,1576034744.32,100.1461,,,10172037036.39,-4.9009,9.2881,0,13144359.7114,1579930635.0,1.0,1.5,PASS,False,0.4444444444444444,110.14,58.28,1.0,110.14,ESP-Q,34.1203,8.5944,9.2881,0.3097902669329944,99.46392506573181,0.0,0.0,83.71,92.88,False,0,38.258877434135165,CAT-0,0.41437308868501527,0,0,5.0,393,-2.6757724505886427,False,-3.3483431474425673,,-0.026368854095631108,False,False,独立池,110.14,0.0,22.449935633448916,18.467650356930335,0.35,0.0,6.46,Other
000410.SZ,000410,沈阳机床,19960718,,主板,L,180563061.95,-8.472012102874437,未知,未知,,,6.05,,,3.8371,1.9203,1602689.1704,1192466.0915,222134813.6,True,0,0,False,False,6.89,5.85,-2.1035598705501646,-19.440745672436755,-12.191582002902756,False,-8.472012102874437,1.410939133031408,-5.51,48.69,-38419143.32,,,,-277022481.3,,-0.807,0,1602689.1704,222134813.6,1.0,1.5,PASS,False,0.4444444444444444,-5.51,48.69,1.0,-6.51,,,3.8371,-0.807,,99.46392506573181,0.0,0.0,6.05,6.89,False,0,85.91065292096219,,0.15749235474006115,0,0,5.0,393,-10.236326220129731,False,-2.1035598705501646,,-0.03867646335892199,False,False,独立池,-6.51,0.0,20.745659670072047,32.42232781030307,1.0,0.0,32.42,Other
