strategy_variant,subset,period_split,window,variant,sample_count,available_count,pending_count,mean_return_pct,median_return_pct,std_pct,monthly_t,sharpe_monthly,win_rate_pct
baseline,all,discovery,5,excess_csi1000,180,169,11,0.4817864757479858,0.9042546304405374,6.602957881930436,0.3457818424150511,0.09981861989960726,56.80473372781065
baseline,all,discovery,5,excess_eligible,180,169,11,0.18144545958604374,0.0647841254203283,6.62264131108218,0.23444722481651842,0.0676790841792888,50.29585798816568
baseline,all,discovery,10,close,180,169,11,-0.2531430781689075,-0.5320092214931682,9.96288488948187,-0.2949274577919665,-0.08513822357380192,48.5207100591716
baseline,all,discovery,10,t1,180,169,11,-0.4662722424192331,-0.572022880915235,9.92068551971732,-0.5957701137576812,-0.1719840177765656,47.337278106508876
baseline,all,discovery,10,t1_net,180,169,11,-0.6262722424192331,-0.732022880915235,9.92068551971732,-0.6824386258906356,-0.1970030621816784,47.337278106508876
baseline,all,discovery,10,excess_csi300,180,169,11,-0.3980957578791444,-1.3240208007767147,9.145773770891328,-0.5195731869393446,-0.14998785967157116,43.19526627218935
baseline,all,discovery,10,excess_csi1000,180,169,11,0.091508460364275,-0.5428584236719214,8.872952681424659,-0.2727005713961495,-0.07872187415186584,46.74556213017752
baseline,all,discovery,10,excess_eligible,180,169,11,0.3436483009410217,-0.4575275528827927,8.80046288140833,0.3305769092138517,0.09542933376124588,44.97041420118343
baseline,all,discovery,20,close,180,169,11,1.1930459684355963,-1.3953488372092981,12.721295469811487,0.4279614695013477,0.12354183480969545,43.19526627218935
baseline,all,discovery,20,t1,180,169,11,1.009309082329976,-1.6000000000000014,13.020728231879765,0.1515995755024834,0.043763027862695904,42.01183431952663
baseline,all,discovery,20,t1_net,180,169,11,0.8493090823299758,-1.7600000000000013,13.020728231879765,0.09041786658511168,0.02610138980623295,42.01183431952663
baseline,all,discovery,20,excess_csi300,180,169,11,-1.4154411082117506,-2.1422520655872583,10.790673693349802,-1.1181961350032488,-0.32279541977546244,35.50295857988166
baseline,all,discovery,20,excess_csi1000,180,169,11,-1.337307371637774,-1.7555144132173295,11.56395435942955,-0.917740909191109,-0.26492898048390934,40.828402366863905
baseline,all,discovery,20,excess_eligible,180,169,11,0.103588120334456,-1.4380912531293841,10.761757129350244,0.045780552089221764,0.013215707036180935,44.37869822485207
baseline,all,validation,5,close,180,180,0,1.9928169701222456,1.352020630615658,8.616902227691762,1.557076984225723,0.4494894079958459,61.111111111111114
baseline,all,validation,5,t1,180,180,0,1.7223388985818733,0.9718427661574602,8.35253315185537,1.3400994479371684,0.3868533885036965,58.333333333333336
baseline,all,validation,5,t1_net,180,180,0,1.562338898581873,0.8118427661574602,8.35253315185537,1.2156083202929566,0.3509158954751436,57.77777777777777
baseline,all,validation,5,excess_csi300,180,180,0,1.6627213625254604,0.5462845911336833,7.559648809561745,2.32545642670898,0.6713014469745874,51.11111111111111
baseline,all,validation,5,excess_csi1000,180,180,0,1.5795351812356633,0.5665093216048911,7.2836477173276055,4.208383013913273,1.2148555329679385,53.888888888888886
baseline,all,validation,5,excess_eligible,180,180,0,0.8929198798006832,-0.3964621083629576,7.3014860616575294,2.2022650396956083,0.6357391567475807,47.77777777777778
baseline,all,validation,10,close,180,180,0,2.4094203618218417,1.3669026655774297,9.499732535717568,2.2854394164874123,0.6597495311627943,56.666666666666664
baseline,all,validation,10,t1,180,180,0,2.1430854689217687,1.4160497379920645,9.328656527977124,1.8798850324530272,0.5426760647661518,57.77777777777777
baseline,all,validation,10,t1_net,180,180,0,1.9830854689217685,1.2560497379920645,9.328656527977124,1.7395352379374522,0.502160568944014,57.22222222222222
baseline,all,validation,10,excess_csi300,180,180,0,1.5259699082094573,0.5528375523154105,8.883118080078953,2.028187083254996,0.5854871792420969,53.333333333333336
baseline,all,validation,10,excess_csi1000,180,180,0,1.2395412721351013,0.21900743221717756,8.738613667776239,2.1388223040865944,0.6174248165065854,50.55555555555556
baseline,all,validation,10,excess_eligible,180,180,0,0.555207677155942,-0.37771710119265567,8.664871108453571,1.1841144195551876,0.34182438944075255,46.666666666666664
baseline,all,validation,20,close,180,180,0,3.449237182295518,1.821209372577648,12.537797583426938,2.3793020755052208,0.6868453468881873,55.55555555555556
baseline,all,validation,20,t1,180,180,0,3.1762768006902307,1.5618177103410402,12.366158699125771,2.117947299021117,0.6113987216096414,55.55555555555556
baseline,all,validation,20,t1_net,180,180,0,3.016276800690231,1.4018177103410403,12.366158699125773,2.0112590003911808,0.580600462642953,55.00000000000001
baseline,all,validation,20,excess_csi300,180,180,0,1.834299418666833,-0.13696570589994406,11.784014004490064,1.8547146176550624,0.5354099918865421,49.44444444444444
baseline,all,validation,20,excess_csi1000,180,180,0,0.9536085391356142,-0.9953531810671379,11.690364244919346,1.0801886528818123,0.3118236047584468,43.888888888888886
baseline,all,validation,20,excess_eligible,180,180,0,0.7134704203659623,-1.0129722305829152,11.674554340305756,0.8260668893605773,0.23846497047048304,45.0
baseline,tier1_only,all,5,close,305,305,0,0.8988822919614728,0.5698005698005604,7.965981084070485,1.2223923178202218,0.2548864178981531,54.09836065573771
baseline,tier1_only,all,5,t1,305,305,0,0.7887054214352597,0.5141388174807249,7.680264749542151,1.0856107803629524,0.22636549576142473,52.459016393442624
baseline,tier1_only,all,5,t1_net,305,305,0,0.6287054214352595,0.35413881748072484,7.680264749542151,0.9137131665343621,0.1905223655361469,51.80327868852459
baseline,tier1_only,all,5,excess_csi300,305,305,0,0.7252684272194583,-0.2163649798522016,6.982614942553816,1.3934659698546994,0.290557740212726,47.868852459016395
baseline,tier1_only,all,5,excess_csi1000,305,305,0,1.0357826416838194,0.6264329288847792,6.660142730078941,2.8769227582306116,0.5998798632199194,55.40983606557377
baseline,tier1_only,all,5,excess_eligible,305,305,0,0.5662615627452446,-0.07169231986887736,6.732360050755357,1.1711401037659563,0.24419959251550014,49.50819672131148
baseline,tier1_only,all,10,close,305,305,0,1.2454893785949177,0.7531380753138084,9.74184488234359,1.3481768313822835,0.2811143020410005,53.442622950819676
baseline,tier1_only,all,10,t1,305,305,0,1.1399844759189404,0.8310249307479145,9.548691451086123,1.185182792012604,0.247127695427036,54.42622950819672
baseline,tier1_only,all,10,t1_net,305,305,0,0.9799844759189402,0.6710249307479145,9.548691451086123,1.0350346130355457,0.21581963586589795,54.09836065573771
baseline,tier1_only,all,10,excess_csi300,305,305,0,0.7478473430286547,-0.008592062464185535,8.947187920448973,1.0826196213688701,0.22574179599642208,49.8360655737705
baseline,tier1_only,all,10,excess_csi1000,305,305,0,0.8910149930864341,-0.11502861685716015,8.624850475191643,1.6176565385885098,0.3373047052893789,49.18032786885246
baseline,tier1_only,all,10,excess_eligible,305,305,0,0.7408904771866445,-0.21679055076659415,8.605537782781717,0.950492046499865,0.19819129214182923,46.885245901639344
baseline,tier1_only,all,20,close,305,305,0,3.092559942271628,0.5823912298732248,12.88268203887257,1.8617400761112628,0.38819964109691374,51.47540983606558
baseline,tier1_only,all,20,t1,305,305,0,2.9984831990927105,0.48000000000001375,12.868228148175927,1.7037415265681537,0.35525466611706463,51.47540983606558
baseline,tier1_only,all,20,t1_net,305,305,0,2.8384831990927104,0.3200000000000137,12.868228148175927,1.5956887814008023,0.33272411127123597,51.147540983606554
baseline,tier1_only,all,20,excess_csi300,305,305,0,0.6281961219639756,-1.1240267422404804,11.606837448611763,0.5714019896286424,0.11914555105846308,43.606557377049185
baseline,tier1_only,all,20,excess_csi1000,305,305,0,0.3130261027923027,-1.1442432534623403,11.75642749460749,0.17287348796567226,0.03604661404916491,42.950819672131146
baseline,tier1_only,all,20,excess_eligible,305,305,0,0.9368191511168338,-0.9570172768032852,11.274087693805168,0.8220096743536441,0.17140086559709697,46.22950819672131
baseline,tier1_only,discovery,5,close,131,131,0,-0.32677961880091083,-0.41109969167524296,7.143032023816802,0.3560271890918105,0.10734623648931349,45.038167938931295
baseline,tier1_only,discovery,5,t1,131,131,0,-0.22671976616385245,-0.45000000000001705,6.853028074968162,0.3353342327312571,0.10110707539375405,45.038167938931295
baseline,tier1_only,discovery,5,t1_net,131,131,0,-0.3867197661638526,-0.6100000000000171,6.8530280749681625,0.22048781862258943,0.06647957865591501,44.274809160305345
baseline,tier1_only,discovery,5,excess_csi300,131,131,0,-0.31749126547511125,-0.5510358991177022,6.332360610793038,0.15623493033350289,0.047106603914867685,44.274809160305345
baseline,tier1_only,discovery,5,excess_csi1000,131,131,0,0.5424705119002955,0.9042546304405374,6.099424743522151,1.2446025695076104,0.3752617941971791,58.01526717557252
baseline,tier1_only,discovery,5,excess_eligible,131,131,0,0.25042246640914445,0.07852754718875898,6.20358474714998,0.5676371290169465,0.17114903400216103,51.908396946564885
baseline,tier1_only,discovery,10,close,131,131,0,-0.019341693794179386,-0.5320092214931682,10.279686296798863,0.387283264274508,0.11677029774387228,48.854961832061065
baseline,tier1_only,discovery,10,t1,131,131,0,0.08476233416774437,0.0,10.0687361173023,0.3609595251688844,0.10883339177182144,49.61832061068702
baseline,tier1_only,discovery,10,t1_net,131,131,0,-0.07523766583225575,-0.16,10.0687361173023,0.2749164855242184,0.08289043919700037,49.61832061068702
baseline,tier1_only,discovery,10,excess_csi300,131,131,0,0.044581674980196315,-1.3240208007767147,9.400181752025802,0.33731885574009374,0.10170546174562833,45.038167938931295
baseline,tier1_only,discovery,10,excess_csi1000,131,131,0,0.7680970394722977,-0.3219735007697011,8.922992348067954,0.947616352459292,0.28571708057387707,47.32824427480916
baseline,tier1_only,discovery,10,excess_eligible,131,131,0,1.1465559695684011,-0.10887115765595157,8.84811752732734,0.9092711019739909,0.27415555254188284,47.32824427480916
baseline,tier1_only,discovery,20,close,131,131,0,2.50569312821798,-0.9287925696594312,13.268739638526638,0.8053611289217893,0.24282551685187434,45.80152671755725
baseline,tier1_only,discovery,20,t1,131,131,0,2.64766638413718,-0.700636942675148,13.454437165123162,0.7683285657450993,0.23165977893530956,45.80152671755725
baseline,tier1_only,discovery,20,t1_net,131,131,0,2.48766638413718,-0.860636942675148,13.454437165123162,0.7079055213821146,0.21344154558594416,45.80152671755725
baseline,tier1_only,discovery,20,excess_csi300,131,131,0,-0.9022564034729523,-1.987471913370742,11.139246237341101,-0.43440488055808196,-0.1309779996282101,35.87786259541985
baseline,tier1_only,discovery,20,excess_csi1000,131,131,0,-0.4267913794164565,-1.7237108623657682,11.773577309145432,-0.24835371394013436,-0.0748814622209712,41.98473282442748
baseline,tier1_only,discovery,20,excess_eligible,131,131,0,1.213432198710581,-0.5810220491429781,10.663445077907854,0.6117751394176876,0.18445714486507578,48.091603053435115
baseline,tier1_only,validation,5,close,174,174,0,1.8216507420182102,1.2708503700783913,8.43641648944256,1.3744110456085235,0.3967582935796381,60.91954022988506
baseline,tier1_only,validation,5,t1,174,174,0,1.553192200604706,0.9192262215593217,8.184929590301921,1.172057085184515,0.33834373681844393,58.04597701149425
baseline,tier1_only,validation,5,t1_net,174,174,0,1.3931922006047057,0.7592262215593216,8.184929590301921,1.0477415714623413,0.3024569391624722,57.47126436781609
baseline,tier1_only,validation,5,excess_csi300,174,174,0,1.510334632638933,0.42594521282821596,7.35537806597498,1.9812230993052906,0.5719298448543071,50.57471264367817
baseline,tier1_only,validation,5,excess_csi1000,174,174,0,1.4071843026127944,0.5205031128499682,7.047490229268224,3.6250524903150745,1.0464625155549658,53.44827586206896
baseline,tier1_only,validation,5,excess_eligible,174,174,0,0.804048468607481,-0.3964621083629576,7.1129669621925204,1.3328554441473897,0.38476222473467686,47.701149425287355
baseline,tier1_only,validation,10,close,174,174,0,2.197747254933836,1.3669026655774297,9.232378090751475,1.844406978327032,0.5324344327161682,56.896551724137936
baseline,tier1_only,validation,10,t1,174,174,0,1.9344333297661052,1.4160497379920645,9.086274615673254,1.5174935228829762,0.4380626469649999,58.04597701149425
baseline,tier1_only,validation,10,t1_net,174,174,0,1.774433329766105,1.2560497379920645,9.086274615673254,1.383006217220479,0.3992395059015848,57.47126436781609
baseline,tier1_only,validation,10,excess_csi300,174,174,0,1.27731747242146,0.5528375523154105,8.579801103081289,1.5206237194452898,0.4389662568789341,53.44827586206896
baseline,tier1_only,validation,10,excess_csi1000,174,174,0,0.9835566708074217,0.21900743221717756,8.418230800000838,1.4879048142604148,0.42952112252089536,50.57471264367817
baseline,tier1_only,validation,10,excess_eligible,174,174,0,0.43547565246244835,-0.37771710119265567,8.431095428822598,0.30945043372039915,0.08933064560465946,46.55172413793103
baseline,tier1_only,validation,20,close,174,174,0,3.534396451702823,1.821209372577648,12.60472614863603,2.0856876327647154,0.6020861581110909,55.74712643678161
baseline,tier1_only,validation,20,t1,174,174,0,3.2626039046052075,1.5618177103410402,12.441458028761755,1.8697824938555794,0.5397597130767843,55.74712643678161
baseline,tier1_only,validation,20,t1_net,174,174,0,3.1026039046052083,1.4018177103410403,12.441458028761755,1.7690682588225393,0.5106860177230078,55.172413793103445
baseline,tier1_only,validation,20,excess_csi300,174,174,0,1.7804333681262607,-0.13696570589994406,11.84823636325503,1.5521941730213304,0.44807986181421694,49.42528735632184
baseline,tier1_only,validation,20,excess_csi1000,174,174,0,0.8700151267540698,-0.9953531810671379,11.74660773050724,0.8018410644222155,0.2314715771957311,43.67816091954023
baseline,tier1_only,validation,20,excess_eligible,174,174,0,0.7285645003422309,-1.0129722305829152,11.73901859860316,0.5226386015019386,0.15087276863301693,44.827586206896555
baseline,tier1_veto_passed,all,5,close,227,227,0,0.6260391611198782,0.2293577981651307,7.82918687787051,0.4670812251562563,0.10444253704632737,50.66079295154186
baseline,tier1_veto_passed,all,5,t1,227,227,0,0.4342975730241701,-0.32292787944024903,7.585583990442267,0.27087692982536826,0.060569922862596354,48.89867841409692
baseline,tier1_veto_passed,all,5,t1_net,227,227,0,0.27429757302416974,-0.48292787944024906,7.585583990442267,0.12695322089173228,0.028387603187645983,48.458149779735685
baseline,tier1_veto_passed,all,5,excess_csi300,227,227,0,0.5811699972599813,-0.36133072172551683,6.638059690987601,0.7374686435323059,0.16490300182127968,46.69603524229075
baseline,tier1_veto_passed,all,5,excess_csi1000,227,227,0,0.9121122385807587,0.5341225825319151,6.321000089755812,2.3333301092831804,0.5217484738304203,54.62555066079295
baseline,tier1_veto_passed,all,5,excess_eligible,227,227,0,0.4109545210880424,-0.36682102030573516,6.501152881203591,0.38338244505351404,0.08572692085197353,47.57709251101321
baseline,tier1_veto_passed,all,10,close,227,227,0,1.2004606779468259,0.6432591798445353,9.715235410018177,0.9700636355286494,0.216912823154264,51.98237885462555
baseline,tier1_veto_passed,all,10,t1,227,227,0,1.005657122074031,0.6105834464043447,9.483563590489595,0.7742307803103724,0.17312326550466986,51.98237885462555
baseline,tier1_veto_passed,all,10,t1_net,227,227,0,0.845657122074031,0.45058344640434467,9.483563590489597,0.6368459081860616,0.14240307418966233,51.541850220264315
baseline,tier1_veto_passed,all,10,excess_csi300,227,227,0,1.258686081498951,0.3503943961545186,8.760196963397108,1.4239789648653631,0.3184113763968736,51.98237885462555
baseline,tier1_veto_passed,all,10,excess_csi1000,227,227,0,1.2788915181684415,0.34246857684239185,8.498916369257026,2.1186254036998013,0.47373904215306895,51.541850220264315
baseline,tier1_veto_passed,all,10,excess_eligible,227,227,0,0.8484728228059608,-0.3467801048312644,8.624852103576153,0.9891709571406844,0.22118535015351012,46.69603524229075
baseline,tier1_veto_passed,all,20,close,227,227,0,2.7588142381437897,0.5604483586869602,12.897123219624758,0.7803193429163771,0.1744847094918988,51.10132158590308
baseline,tier1_veto_passed,all,20,t1,227,227,0,2.572245985426183,0.48000000000001375,12.827100798090697,0.641915479785576,0.143536664860994,51.10132158590308
baseline,tier1_veto_passed,all,20,t1_net,227,227,0,2.4122459854261833,0.3200000000000137,12.827100798090697,0.5511330523863489,0.12323709697828288,50.66079295154186
baseline,tier1_veto_passed,all,20,excess_csi300,227,227,0,0.13856438304744373,-1.4874544512284427,11.06424335474962,-0.487031667084085,-0.10890359147950608,44.49339207048458
baseline,tier1_veto_passed,all,20,excess_csi1000,227,227,0,0.026057335568229215,-1.0032662805996573,11.226557978265188,-0.5354549353627744,-0.11973136343589195,43.17180616740088
baseline,tier1_veto_passed,all,20,excess_eligible,227,227,0,0.41417392826466204,-0.9570172768032852,10.724865280010075,-0.37652975440036845,-0.08419461263905244,45.81497797356828
baseline,tier1_veto_passed,discovery,5,close,89,89,0,-0.2624037346918356,-1.331114808652245,6.934045148412953,0.28844371711246597,0.09121391228406787,40.44943820224719
baseline,tier1_veto_passed,discovery,5,t1,89,89,0,-0.3753900836223216,-1.19999999999999,6.73676243984313,0.15108883942748233,0.047778486162229475,40.44943820224719
baseline,tier1_veto_passed,discovery,5,t1_net,89,89,0,-0.5353900836223219,-1.3599999999999899,6.73676243984313,0.04726362101874074,0.01494606928862285,39.325842696629216
baseline,tier1_veto_passed,discovery,5,excess_csi300,89,89,0,-0.13790760745927766,-0.49154899351370185,5.425751112712451,0.3407294346654761,0.10774810794044364,43.82022471910113
baseline,tier1_veto_passed,discovery,5,excess_csi1000,89,89,0,0.40079893532418576,0.6964416892819458,5.319724353396141,1.239859533229912,0.3920780103679745,56.17977528089888
baseline,tier1_veto_passed,discovery,5,excess_eligible,89,89,0,0.41535974708188883,0.0647841254203283,5.731271299859709,0.3316563723072966,0.10487895369998508,50.56179775280899
baseline,tier1_veto_passed,discovery,10,close,89,89,0,0.5517044248843249,-0.5643340857787726,10.301552442129838,0.640758476233654,0.20262562149572155,47.19101123595505
baseline,tier1_veto_passed,discovery,10,t1,89,89,0,0.42219066346680784,-0.8485062754109984,9.95442857092035,0.5255056826055355,0.166179488039502,46.06741573033708
baseline,tier1_veto_passed,discovery,10,t1_net,89,89,0,0.26219066346680797,-1.0085062754109984,9.95442857092035,0.4361260377227336,0.13791516261083525,46.06741573033708
baseline,tier1_veto_passed,discovery,10,excess_csi300,89,89,0,1.53702243183374,0.9037067751744288,9.043375029274765,1.2748974814677971,0.40315798246505447,51.68539325842697
baseline,tier1_veto_passed,discovery,10,excess_csi1000,89,89,0,1.8038780572868642,1.0634957144339818,8.793860230505839,1.9945979986056328,0.6307472692007153,53.93258426966292
baseline,tier1_veto_passed,discovery,10,excess_eligible,89,89,0,2.0223619423322683,0.12747113279250755,8.908169598367223,1.4463189784033619,0.4573662194882504,51.68539325842697
baseline,tier1_veto_passed,discovery,20,close,89,89,0,1.9385547325557173,-1.7396184062850595,13.241764874349546,0.06270040760947085,0.019827609826688113,42.69662921348314
baseline,tier1_veto_passed,discovery,20,t1,89,89,0,1.8436061301745796,-1.744186046511631,13.331269543225476,-0.009551749241753114,-0.003020528324272613,42.69662921348314
baseline,tier1_veto_passed,discovery,20,t1_net,89,89,0,1.6836061301745795,-1.904186046511631,13.331269543225476,-0.06457910651786458,-0.02042170658550773,42.69662921348314
baseline,tier1_veto_passed,discovery,20,excess_csi300,89,89,0,-1.7866385170059644,-3.344653156491816,9.753409833789215,-1.278320509137223,-0.4042404388579709,35.95505617977528
baseline,tier1_veto_passed,discovery,20,excess_csi1000,89,89,0,-0.9396430189271792,-2.0101652147501152,10.8604364332441,-0.8239346089876548,-0.2605510007441229,41.57303370786517
baseline,tier1_veto_passed,discovery,20,excess_eligible,89,89,0,0.8752748656593171,-0.2254988939566296,9.429303825379895,-0.3021016289632777,-0.09553292323710497,48.31460674157304
baseline,tier1_veto_passed,validation,5,close,138,138,0,1.1990204489984477,0.8922638125202109,8.329987369283819,0.35319876532410865,0.11169125651834827,57.2463768115942
baseline,tier1_veto_passed,validation,5,t1,138,138,0,0.9564874385425596,0.8180340256422669,8.066565159738005,0.21913002535556586,0.06929499838540364,54.347826086956516
baseline,tier1_veto_passed,validation,5,t1_net,138,138,0,0.7964874385425593,0.6580340256422669,8.066565159738005,0.1242254409709139,0.03928353368068867,54.347826086956516
baseline,tier1_veto_passed,validation,5,excess_csi300,138,138,0,1.0449229452310973,-0.16116002194632717,7.295692233958537,0.6455741717749726,0.20414847813856996,48.55072463768116
baseline,tier1_veto_passed,validation,5,excess_csi1000,138,138,0,1.2418722674926066,0.46360726835477095,6.888693679002395,2.1504711683506232,0.680038693451137,53.62318840579711
baseline,tier1_veto_passed,validation,5,excess_eligible,138,138,0,0.40811346954128647,-0.5014044378025766,6.97299650824084,0.17344601007344124,0.054848444290058286,45.65217391304348
baseline,tier1_veto_passed,validation,10,close,138,138,0,1.6188614498494533,1.1449699774341293,9.332010370298516,0.7069064649958973,0.22354345220851263,55.072463768115945
baseline,tier1_veto_passed,validation,10,t1,138,138,0,1.38195070769753,1.1469125189833451,9.184311901705067,0.5432149402521252,0.17177964702289966,55.79710144927537
baseline,tier1_veto_passed,validation,10,t1_net,138,138,0,1.2219507076975298,0.9869125189833452,9.184311901705067,0.44246093888996546,0.1399184342548864,55.072463768115945
baseline,tier1_veto_passed,validation,10,excess_csi300,138,138,0,1.0791793048337603,0.2444711470183325,8.601164502742444,0.667575527697446,0.21110591777127505,52.17391304347826
baseline,tier1_veto_passed,validation,10,excess_csi1000,138,138,0,0.9403132429398927,0.03914534848880047,8.317940281594813,0.8773385601907423,0.27743881292954753,50.0
baseline,tier1_veto_passed,validation,10,excess_eligible,138,138,0,0.09139940514044367,-0.5457181036268328,8.382586422238838,-0.34569122444184686,-0.10931716363687055,43.47826086956522
baseline,tier1_veto_passed,validation,20,close,138,138,0,3.287822180153489,1.697717210051164,12.690327825433602,1.2399664603500689,0.39211182369230835,56.52173913043478
baseline,tier1_veto_passed,validation,20,t1,138,138,0,3.0421658920739563,1.805534153813726,12.517862633680359,1.096644753741712,0.3467895205898269,56.52173913043478
baseline,tier1_veto_passed,validation,20,t1_net,138,138,0,2.882165892073957,1.645534153813726,12.517862633680359,1.020038948311287,0.3225646378746431,55.79710144927537
baseline,tier1_veto_passed,validation,20,excess_csi300,138,138,0,1.3801807461253661,-0.045159306925374176,11.699518336208142,0.7298182438350796,0.23078879284629913,50.0
baseline,tier1_veto_passed,validation,20,excess_csi1000,138,138,0,0.6488640859312101,-0.9235340226036892,11.452217318941132,0.40287255238998393,0.12739948723178612,44.20289855072464
baseline,tier1_veto_passed,validation,20,excess_eligible,138,138,0,0.11679723675651524,-1.0768782895138445,11.506829442788968,-0.2077982317059405,-0.06571157059461881,44.20289855072464
no_chase,all,all,5,close,314,314,0,0.82600608389885,0.4702760476173018,8.019843532839047,0.9467388856602342,0.19740870400849164,53.503184713375795
no_chase,all,all,5,t1,314,314,0,0.7195819646645069,0.4633116277343752,7.730103280168898,0.8366178038603282,0.17444687116165306,51.910828025477706
no_chase,all,all,5,t1_net,314,314,0,0.5595819646645068,0.30331162773437514,7.730103280168898,0.6730267981548712,0.14033578846197212,51.27388535031847
no_chase,all,all,5,excess_csi300,314,314,0,0.6478332099849727,-0.3041201000426874,6.995510787154242,0.998158168874531,0.20813036571915552,47.452229299363054
no_chase,all,all,5,excess_csi1000,314,314,0,0.9768628870965962,0.6031422329806302,6.655801714814977,2.2361311043278973,0.46626556697373106,54.77707006369427
no_chase,all,all,5,excess_eligible,314,314,0,0.4913539379118868,-0.25363158917876394,6.785424920179433,0.7305529864573049,0.15233082790879102,48.72611464968153
no_chase,all,all,10,close,314,314,0,1.10945283409804,0.7181351692839288,9.757973826245134,1.0530657143602393,0.21957938039342015,53.18471337579618
no_chase,all,all,10,t1,314,314,0,1.007435024697118,0.7453143699944653,9.55795314767644,0.9275475153278756,0.19340702666868756,53.503184713375795
no_chase,all,all,10,t1_net,314,314,0,0.8474350246971178,0.5853143699944653,9.55795314767644,0.7833330805290902,0.16333623829804664,53.18471337579618
no_chase,all,all,10,excess_csi300,314,314,0,0.619199062614731,-0.22328051998113385,8.944881393277704,0.7430077813319559,0.15492783216427994,49.044585987261144
no_chase,all,all,10,excess_csi1000,314,314,0,0.7605793168616648,-0.1434150361407538,8.623760005459646,1.1217815456015663,0.23390762168115029,49.044585987261144
no_chase,all,all,10,excess_eligible,314,314,0,0.5792998619773296,-0.3583425461722781,8.665600494331303,0.5513639482836189,0.11496733060855407,46.17834394904459
no_chase,all,all,20,close,314,314,0,2.831843319624926,0.2730742949845433,12.85897398777841,1.612362732315874,0.3362008703763086,50.63694267515923
no_chase,all,all,20,t1,314,314,0,2.7413860478422327,0.3483700810805179,12.838161964668114,1.4890706640586984,0.31049269700577875,50.63694267515923
