feature_family,feature,feature_value,all_sample_count,all_bad_5d_rate_pct,all_bad_10d_rate_pct,all_bad_20d_rate_pct,all_mean_5d_t1_net,all_monthly_t_5d_t1_net,all_win_rate_5d_pct,all_mean_10d_t1_net,all_monthly_t_10d_t1_net,all_win_rate_10d_pct,all_mean_20d_t1_net,all_monthly_t_20d_t1_net,all_win_rate_20d_pct,discovery_sample_count,discovery_bad_5d_rate_pct,discovery_bad_10d_rate_pct,discovery_bad_20d_rate_pct,discovery_mean_5d_t1_net,discovery_monthly_t_5d_t1_net,discovery_win_rate_5d_pct,discovery_mean_10d_t1_net,discovery_monthly_t_10d_t1_net,discovery_win_rate_10d_pct,discovery_mean_20d_t1_net,discovery_monthly_t_20d_t1_net,discovery_win_rate_20d_pct,validation_sample_count,validation_bad_5d_rate_pct,validation_bad_10d_rate_pct,validation_bad_20d_rate_pct,validation_mean_5d_t1_net,validation_monthly_t_5d_t1_net,validation_win_rate_5d_pct,validation_mean_10d_t1_net,validation_monthly_t_10d_t1_net,validation_win_rate_10d_pct,validation_mean_20d_t1_net,validation_monthly_t_20d_t1_net,validation_win_rate_20d_pct,discovery_bad20_lift_pctpt,validation_bad20_lift_pctpt,discovery_mean20_delta_pct,validation_mean20_delta_pct,candidate_flag
industry_l2,l2_name,塑料,7,42.857142857142854,57.14285714285714,42.857142857142854,-4.3387699005892,-1.684936263178019,14.285714285714285,-4.3141038565081145,-1.4426191178244747,42.857142857142854,-3.998461613319848,-0.9629876463376201,42.857142857142854,2,0.0,50.0,0.0,-2.2427945170050436,,0.0,-2.572011293590233,,50.0,0.5186391654812708,,50.0,5,60.0,60.0,60.0,-5.1771600540228615,-1.4923517069591488,20.0,-5.010940881675268,-1.1893460603747301,40.0,-5.805301924840296,-0.9986601038685056,40.0,-30.53435114503817,34.13793103448276,-1.9690272186559095,-8.907905829445504,observation
industry_l2,l2_name,医疗器械,2,0.0,0.0,50.0,1.0806153753473366,,50.0,0.8185612626791506,,50.0,-5.544534289178212,,0.0,0,,,,,,,,,,,,,2,0.0,0.0,50.0,1.0806153753473366,,50.0,0.8185612626791506,,50.0,-5.544534289178212,,0.0,,24.137931034482758,,-8.64713819378342,observation
industry_l2,l2_name,航空装备,12,16.666666666666664,58.333333333333336,41.66666666666667,-0.9775579708082609,-1.3487549474101703,33.33333333333333,-6.367061090378748,-2.9892810205984306,25.0,-1.2643128768682652,0.28579958537320654,33.33333333333333,11,18.181818181818183,54.54545454545454,36.36363636363637,-1.0758951448268503,-1.392823553516427,27.27272727272727,-6.485370246107863,-2.5562270540354946,27.27272727272727,-0.9187358313691537,0.4009509057340645,36.36363636363637,1,0.0,100.0,100.0,0.1041509433962241,,100.0,-5.06566037735849,,0.0,-5.06566037735849,,0.0,5.829285218598198,74.13793103448276,-3.406402215506334,-8.168264281963697,observation
industry_l2,l2_name,化学制药,7,14.285714285714285,28.57142857142857,57.14285714285714,0.9964778832679274,1.355131036857111,71.42857142857143,-1.3083908153194508,-0.7239614177767537,42.857142857142854,0.04569641258860762,0.2171278546471596,42.857142857142854,3,0.0,33.33333333333333,33.33333333333333,2.212263830065043,1.6717004109246087,66.66666666666666,-2.573168612587987,-1.5177834051696235,33.33333333333333,4.661325996310289,0.6196380392368409,66.66666666666666,4,25.0,25.0,75.0,0.0846384231700903,0.4512820391056612,75.0,-0.3598074673680487,-0.16438570901680674,50.0,-3.4160257752026535,-0.5247791286210011,25.0,2.7989821882951595,49.13793103448276,2.173659612173109,-6.518629679807862,observation
industry_l2,l2_name,医药商业,2,50.0,0.0,0.0,-5.330643869274006,,0.0,-3.423451807972362,,0.0,-2.6882443090662242,,0.0,1,0.0,0.0,0.0,-4.336904176904195,,0.0,-2.8627027027027308,,0.0,-2.248452088452097,,0.0,1,100.0,0.0,0.0,-6.324383561643816,,0.0,-3.984200913241993,,0.0,-3.1280365296803514,,0.0,-30.53435114503817,-25.862068965517242,-4.736118472589277,-6.23064043428556,observation
industry_l1,l1_name,化工,26,19.230769230769234,30.76923076923077,34.61538461538461,-1.1736241713776077,-0.25200219683777236,34.61538461538461,-1.7306462671467646,-0.5011915353171141,38.46153846153847,-1.0848522152752353,0.2361152343258511,42.30769230769231,8,12.5,25.0,12.5,0.37255665183455483,0.18213123778925475,50.0,0.7017554914651092,0.24055835555565344,62.5,2.278124791385456,1.0615333510268057,50.0,18,22.22222222222222,33.33333333333333,44.44444444444444,-1.860815648360791,-0.6817626404143119,27.77777777777778,-2.8117137154187084,-1.0882965866677585,27.77777777777778,-2.5795086626799875,-0.7007973192986713,38.88888888888889,-18.03435114503817,18.5823754789272,-0.20954159275172435,-5.682112567285196,observation
industry_l2,l2_name,中药,9,0.0,44.44444444444444,44.44444444444444,-0.004397956727986547,0.1318175871082557,66.66666666666666,-2.1650847032112943,-0.4499370787681411,44.44444444444444,2.4353787147855943,0.38597086661278474,55.55555555555556,4,0.0,50.0,25.0,-0.3437072130730893,-0.48725808752706756,50.0,-3.9616899671597494,-1.1140027974944489,25.0,8.286916187098944,0.6560739957187067,75.0,5,0.0,40.0,60.0,0.26704944834809574,1.3315167618370665,80.0,-0.7278004920525305,0.30342771383935296,60.0,-2.2458512630650858,-0.18895784079419725,40.0,-5.534351145038169,34.13793103448276,5.799249802961764,-5.348455167670294,observation
industry_l1,l1_name,医药生物,24,12.5,25.0,45.83333333333333,0.059377375458816495,0.8217109745571213,58.333333333333336,-1.6058391939620584,-1.373345218063715,37.5,0.31653211034695,0.5351363363158743,37.5,9,0.0,33.33333333333333,33.33333333333333,-0.12083768923526764,-0.04501632739680872,44.44444444444444,-3.169123755305382,-2.1365312138957755,22.22222222222222,4.342761103555533,0.354552158236115,55.55555555555556,15,20.0,20.0,53.333333333333336,0.16750641427526697,1.069544825048874,66.66666666666666,-0.6678684571560642,-0.026909409652339653,46.666666666666664,-2.0992052855781997,0.36509661016523015,26.666666666666668,2.7989821882951595,27.471264367816094,1.8550947194183531,-5.201809190183408,observation
industry_l2,l2_name,汽车零部件,36,25.0,36.11111111111111,33.33333333333333,0.05166042644490345,0.9167580512126199,47.22222222222222,0.11544485940014598,1.0058730080610738,44.44444444444444,1.2831233439303216,1.263555615718758,50.0,10,10.0,0.0,10.0,4.756609813860412,1.3434423142738972,60.0,7.839645259447531,1.5708391208190216,60.0,9.740072652943692,1.4082147100949758,60.0,26,30.76923076923077,50.0,42.30769230769231,-1.75793549179183,0.15086798865150083,42.30769230769231,-2.855401448310386,-0.3801120944779177,38.46153846153847,-1.9695494672286673,0.07222908988741594,46.15384615384615,-20.53435114503817,16.445623342175065,7.252406268806512,-5.072153371833876,observation
industry_l1,l1_name,汽车,38,26.31578947368421,34.21052631578947,31.57894736842105,-0.38142658707074134,0.8659011575710138,47.368421052631575,0.41304028074355265,1.1461065804413286,47.368421052631575,1.4894724012243938,1.329386355467862,52.63157894736842,10,10.0,0.0,10.0,4.756609813860412,1.3434423142738972,60.0,7.839645259447531,1.5708391208190216,60.0,9.740072652943692,1.4082147100949758,60.0,28,32.142857142857146,46.42857142857143,39.285714285714285,-2.216439587403297,0.09458629158481834,42.857142857142854,-2.239318640222154,-0.1698865728550742,42.857142857142854,-1.4571705458182127,0.20325759340382282,50.0,-20.53435114503817,13.423645320197043,7.252406268806512,-4.559774450423421,observation
industry_l2,l2_name,医疗服务,1,0.0,0.0,0.0,2.911017274472165,,100.0,1.0588099808061238,,100.0,-1.065242205181178,,0.0,0,,,,,,,,,,,,,1,0.0,0.0,0.0,2.911017274472165,,100.0,1.0588099808061238,,100.0,-1.065242205181178,,0.0,,-25.862068965517242,,-4.167846109786386,observation
industry_l2,l2_name,其他建材,2,0.0,0.0,0.0,6.230894711505397,,50.0,4.2232955092497075,,100.0,-0.9921298397634346,,0.0,1,0.0,0.0,0.0,-1.4322646310432738,,0.0,4.102086513994911,,100.0,-0.9233587786259776,,0.0,1,0.0,0.0,0.0,13.894054054054068,,100.0,4.344504504504503,,100.0,-1.0609009009008916,,0.0,-30.53435114503817,-25.862068965517242,-3.411025162763158,-4.1635048055061,observation
expectation,esp_raw_bucket,esp_200_plus,29,31.03448275862069,27.586206896551722,34.48275862068966,-0.3017699723717508,-0.4361066900705726,44.827586206896555,1.5009154718501745,0.47147224777129626,58.620689655172406,-1.662705530530898,-1.0701989709714053,44.827586206896555,13,38.46153846153847,38.46153846153847,46.15384615384615,-2.0315003258981426,-0.46350233629305554,46.15384615384615,2.315166197776996,0.8618275376509029,53.84615384615385,-2.755177085181305,-1.1552229199285722,23.076923076923077,16,25.0,18.75,25.0,1.1036359398684428,-0.2315438344033662,43.75,0.8393367570346314,-0.3015334387497253,62.5,-0.7750723923774429,-0.6491944484901132,62.5,15.619495008807984,-0.862068965517242,-5.242843469318485,-3.877676296982651,observation
industry_l2,l2_name,电力,26,11.538461538461538,19.230769230769234,19.230769230769234,1.0332694316911935,0.7278892460245829,69.23076923076923,0.25094150675591737,-0.20474020015125327,57.692307692307686,-0.7381945373240204,0.12148074824922567,46.15384615384615,12,16.666666666666664,25.0,33.33333333333333,1.2584786756699888,0.673806822586201,66.66666666666666,-0.29723621103585923,-0.28808930344570244,50.0,-0.7365528600652081,0.634069599458312,33.33333333333333,14,7.142857142857142,14.285714285714285,7.142857142857142,0.8402329368522258,0.4243898539649359,71.42857142857143,0.7208081220060115,-0.015958195380934962,64.28571428571429,-0.7396016892601445,-0.4816538836885604,57.14285714285714,2.7989821882951595,-18.7192118226601,-3.2242192442023883,-3.8422055938653528,observation
industry_l1,l1_name,公用事业,30,10.0,16.666666666666664,20.0,0.9737667660922757,0.6225571799357801,66.66666666666666,0.1978704833856049,-0.10240734909947852,56.666666666666664,-0.7697095780682964,0.2020481925721162,43.333333333333336,13,15.384615384615385,23.076923076923077,38.46153846153847,1.278802801210166,0.6663288878027752,69.23076923076923,-0.5270641948023316,-0.3793327723550939,46.15384615384615,-1.1285931726045693,0.6365012426758131,30.76923076923077,17,5.88235294117647,11.76470588235294,5.88235294117647,0.7405039157080069,0.31893488390914,64.70588235294117,0.7522322961175564,0.198764427307848,64.70588235294117,-0.4952691822464407,-0.3766470039041893,52.94117647058824,7.927187316500298,-19.97971602434077,-3.6162595567417495,-3.597873086851649,observation
industry_l2,l2_name,化学制品,13,0.0,15.384615384615385,30.76923076923077,0.9849660130411367,1.2430491032589581,38.46153846153847,0.23054227901915186,0.43815792047405294,30.76923076923077,0.2548631299844398,0.14647452112045475,46.15384615384615,2,0.0,0.0,0.0,6.596938125568706,,50.0,7.862529222369984,,50.0,2.8010835024847687,,50.0,11,0.0,18.181818181818183,36.36363636363637,-0.03539255287296687,0.7422852215525618,36.36363636363637,-1.1570917106809995,-0.5230488169629516,27.27272727272727,-0.20808602865198333,-0.16268919715557345,45.45454545454545,-30.53435114503817,10.501567398119125,0.31341711834758845,-3.3106899332571915,observation
industry_l2,l2_name,黄金,2,0.0,0.0,0.0,10.977843185419893,,100.0,8.662802364376391,,100.0,9.565845519531582,,100.0,1,0.0,0.0,0.0,13.616493256262046,,100.0,12.267745664739875,,100.0,18.91514450867049,,100.0,1,0.0,0.0,0.0,8.339193114577741,,100.0,5.057859064012908,,100.0,0.216546530392674,,100.0,-30.53435114503817,-25.862068965517242,16.42747812453331,-2.8860573742125344,observation
score,final_score_bucket_fine,75_80,34,26.47058823529412,29.411764705882355,38.23529411764706,-1.0145267397680429,0.04663616367216353,44.11764705882353,-0.11559358855670954,-0.12485866041177422,50.0,0.6091374730562292,0.7564548203770892,50.0,6,33.33333333333333,33.33333333333333,50.0,-1.4431026387502073,-0.3215052299447234,33.33333333333333,-2.1090476825352877,-0.47665860164442464,33.33333333333333,1.3104490943836022,0.9379857881627013,33.33333333333333,28,25.0,28.57142857142857,35.714285714285715,-0.9226890471290073,0.24799296399505152,46.42857142857143,0.31157514586727164,0.16433402246729967,53.57142857142857,0.45885641134322086,0.09034849793884481,53.57142857142857,19.46564885496183,9.852216748768473,-1.177217289753578,-2.6437474932619875,observation
industry_l2,l2_name,燃气,4,0.0,0.0,25.0,0.5869994396993112,0.5648373977854981,50.0,-0.14709116852142756,-0.08804120477559259,50.0,-0.9745573429060916,-0.284020714623874,25.0,1,0.0,0.0,100.0,1.5226923076922907,,100.0,-3.285,,0.0,-5.833076923076903,,0.0,3,0.0,0.0,0.0,0.27510181703498476,0.19622800666207907,33.33333333333333,0.8988784419714299,0.48788526833562074,66.66666666666666,0.6449491838175122,0.1507569944660154,33.33333333333333,69.46564885496183,-25.862068965517242,-8.320743307214084,-2.457654720787696,observation
