subset,period_split,group_type,group_field,group_value,variant,window,sample_count,available_count,mean_return_pct,median_return_pct,std_pct,monthly_t,sharpe_monthly,win_rate_pct
all,discovery,technical_flag,l4_flag_group,突破型,t1_net,20,6,6,-0.2769308233418088,-3.4852042987950314,22.92409322597544,0.44242158900214185,0.22121079450107092,50.0
all,discovery,technical_flag,l4_flag_group,突破型|OVERHEAT,t1_net,20,3,1,-2.9068448403860425,-2.9068448403860425,,,,0.0
all,discovery,technical_flag,has_l4_overheat,False,t1_net,5,152,152,-0.21020134818525607,-0.5288689314157945,7.484007795228886,0.11012357382748691,0.033203506814434194,46.05263157894737
all,discovery,technical_flag,has_l4_overheat,True,t1_net,5,28,17,-2.767303282479845,-1.1240666082383786,8.166179572731666,-0.465192389235602,-0.20804036098926948,47.05882352941176
all,discovery,technical_flag,has_l4_overheat,False,t1_net,10,152,152,-0.2458824382677678,-0.07666666666666475,10.1116980938619,0.07113525133826906,0.021448085277878667,50.0
all,discovery,technical_flag,has_l4_overheat,True,t1_net,10,28,17,-4.027404608949982,-2.6139877300613468,7.402293699573195,-1.0806152439079868,-0.4832658285801548,23.52941176470588
all,discovery,technical_flag,has_l4_overheat,False,t1_net,20,152,152,1.53880289273351,-1.2047562146591204,13.414331730275249,0.5089764948848988,0.15346218733122305,44.07894736842105
all,discovery,technical_flag,has_l4_overheat,True,t1_net,20,28,17,-5.315576751866332,-5.035674025090837,6.086175332610679,-1.687796020637471,-0.7548053268598046,23.52941176470588
all,discovery,technical_flag,has_l4_breakout,False,t1_net,5,169,161,-0.1899265839526918,-0.49783783783785107,7.073251086021107,-0.6621824858272634,-0.19115561822251304,46.58385093167702
all,discovery,technical_flag,has_l4_breakout,True,t1_net,5,11,8,-6.052072588741612,-4.9663633108620555,13.926759361499853,-1.4815706902903842,-0.6625785553921173,37.5
all,discovery,technical_flag,has_l4_breakout,False,t1_net,10,169,161,-0.2855527445016339,-0.6119774011299327,9.724866728384082,-0.5834198336865096,-0.1684187990147365,48.4472049689441
all,discovery,technical_flag,has_l4_breakout,True,t1_net,10,11,8,-7.483252138010915,-4.364216530855998,12.000232715422882,-3.6737503042942867,-1.6429510825525124,25.0
all,discovery,technical_flag,has_l4_breakout,False,t1_net,20,169,161,0.9596263972012501,-1.7237708107272718,12.693216231657706,-0.041957021815663666,-0.01211194891983421,42.2360248447205
all,discovery,technical_flag,has_l4_breakout,True,t1_net,20,11,8,-1.3708268794544218,-4.652515047792262,19.5023206900029,0.3413486153172404,0.1526557415749551,37.5
all,discovery,technical_flag,has_l4_lock,False,t1_net,5,174,168,-0.4253711902986466,-0.5288689314157945,7.571739337863442,-0.7647235707791096,-0.2207566797224854,46.42857142857143
all,discovery,technical_flag,has_l4_lock,True,t1_net,5,6,1,-7.532400756143661,-7.532400756143661,,,,0.0
all,discovery,technical_flag,has_l4_lock,False,t1_net,10,174,168,-0.524402789905953,-0.6829782651021753,9.861291128198795,-0.6478566545592517,-0.18702010695303717,47.61904761904761
all,discovery,technical_flag,has_l4_lock,True,t1_net,10,6,1,-17.740340264650275,-17.740340264650275,,,,0.0
all,discovery,technical_flag,has_l4_lock,False,t1_net,20,174,168,0.8924489295771688,-1.7418854053636366,13.047534988632622,0.0555884047230817,0.016046990215346543,42.26190476190476
all,discovery,technical_flag,has_l4_lock,True,t1_net,20,6,1,-6.398185255198481,-6.398185255198481,,,,0.0
all,discovery,score,final_score_bucket,lt_70,t1_net,5,60,60,-0.692918267492849,-1.4099696792342584,7.530704812024496,-0.23678994266076192,-0.08949818589166002,36.666666666666664
all,discovery,score,final_score_bucket,70_80,t1_net,5,92,87,-0.5909349665188828,0.14452988199467512,7.631325158147545,-0.2779013812995467,-0.08022321865073108,50.57471264367817
all,discovery,score,final_score_bucket,80_90,t1_net,5,28,22,0.6359853368362476,0.6634018529904907,7.681121505112175,-0.29424757798205403,-0.10403222886941392,54.54545454545454
all,discovery,score,final_score_bucket,lt_70,t1_net,10,60,60,0.9824241149012433,-3.0428641896129607,11.286217625758926,0.11685290826454206,0.044166247891803206,45.0
all,discovery,score,final_score_bucket,70_80,t1_net,10,92,87,-1.734581089643521,-0.4772186270777755,9.394124625875826,-0.46079397210699546,-0.13301976191846537,49.42528735632184
all,discovery,score,final_score_bucket,80_90,t1_net,10,28,22,-0.6307682301790306,-0.6829782651021753,7.456578248341124,-0.6252896706291864,-0.2210732831539002,45.45454545454545
all,discovery,score,final_score_bucket,lt_70,t1_net,20,60,60,1.6938265734736389,-2.3607457755121253,13.99412969123289,0.40319794016689076,0.1523944969735848,41.66666666666667
all,discovery,score,final_score_bucket,70_80,t1_net,20,92,87,1.248509610956059,-0.860636942675148,13.250122916941743,0.0045030201416042534,0.0012999099454607612,44.827586206896555
all,discovery,score,final_score_bucket,80_90,t1_net,20,28,22,-3.0325770749013445,-3.855428802979284,8.285034714318293,-2.359328494588531,-0.8341485887850995,31.818181818181817
all,discovery,score,final_score_bucket_fine,lt_60,t1_net,5,47,47,-0.7156580292319136,-1.16166944908181,7.386424889936686,0.024024552091474676,0.009807982320504562,38.297872340425535
all,discovery,score,final_score_bucket_fine,60_70,t1_net,5,13,13,-0.6107052827439221,-2.4871028037383125,8.347358218067546,0.15570289798721607,0.06356544192355022,30.76923076923077
all,discovery,score,final_score_bucket_fine,70_75,t1_net,5,80,78,-0.4835177349797371,0.6912069087562857,7.643959510356031,-0.25915692470464985,-0.07813875282433722,51.28205128205128
all,discovery,score,final_score_bucket_fine,75_80,t1_net,5,12,9,-1.5218843065248113,-1.4676923076922985,7.910227768584034,-0.3538681679808222,-0.13374959562561214,44.44444444444444
all,discovery,score,final_score_bucket_fine,80_85,t1_net,5,28,22,0.6359853368362476,0.6634018529904907,7.681121505112175,-0.29424757798205403,-0.10403222886941392,54.54545454545454
all,discovery,score,final_score_bucket_fine,lt_60,t1_net,10,47,47,1.5988641774024255,-1.3811668928086893,11.944193711929136,0.7197503159076318,0.2938368360301161,46.808510638297875
all,discovery,score,final_score_bucket_fine,60_70,t1_net,10,13,13,-1.2462438033722623,-3.814205607476635,8.516553784255386,-0.35434826048667145,-0.14466207157252728,38.46153846153847
all,discovery,score,final_score_bucket_fine,70_75,t1_net,10,80,78,-1.730892998186253,-0.3026553672316311,9.599912918991091,-0.47597677587153675,-0.1435123976808159,50.0
all,discovery,score,final_score_bucket_fine,75_80,t1_net,10,12,9,-1.766544548939842,-0.4772186270777755,7.852246079112476,-0.4060189127107113,-0.1534607243744834,44.44444444444444
all,discovery,score,final_score_bucket_fine,80_85,t1_net,10,28,22,-0.6307682301790306,-0.6829782651021753,7.456578248341124,-0.6252896706291864,-0.2210732831539002,45.45454545454545
all,discovery,score,final_score_bucket_fine,lt_60,t1_net,20,47,47,1.010630621985893,-3.023688430698741,14.493928602389612,0.654294786442619,0.26711472802461755,38.297872340425535
all,discovery,score,final_score_bucket_fine,60_70,t1_net,20,13,13,4.163842705775489,0.8156097560975618,12.212191758485012,0.44897479638271515,0.18329319308460446,53.84615384615385
all,discovery,score,final_score_bucket_fine,70_75,t1_net,20,80,78,1.3958449522802858,-0.8919978606505629,13.47424182097448,0.12995384000118304,0.039182557031800264,44.871794871794876
all,discovery,score,final_score_bucket_fine,75_80,t1_net,20,12,9,-0.028396680520571996,-0.46769230769229775,11.73955752487339,0.5082603681082475,0.19210436218350957,44.44444444444444
all,discovery,score,final_score_bucket_fine,80_85,t1_net,20,28,22,-3.0325770749013445,-3.855428802979284,8.285034714318293,-2.359328494588531,-0.8341485887850995,31.818181818181817
all,discovery,data_quality,data_quality_bucket,75_90,t1_net,5,8,8,-3.805499434388154,-2.0235109188640696,8.458024159239212,-0.7619331363804133,-0.43990230139372744,37.5
all,discovery,data_quality,data_quality_bucket,90_plus,t1_net,5,172,161,-0.3015575481441681,-0.5599000249937379,7.512568192921041,-0.602523757765985,-0.17393362686966815,46.58385093167702
all,discovery,data_quality,data_quality_bucket,75_90,t1_net,10,8,8,-8.931824810498044,-9.556037374760773,9.725562008831355,-1.289584941688128,-0.7445422132265287,37.5
all,discovery,data_quality,data_quality_bucket,90_plus,t1_net,10,172,161,-0.21357397816686974,-0.6339336492891156,9.776622365047432,-0.5054603280191109,-0.14591382822325513,47.82608695652174
all,discovery,data_quality,data_quality_bucket,75_90,t1_net,20,8,8,-3.5909445960010142,-6.4152761429165945,8.129731201361599,-1.5069640134908209,-0.8700460788480043,25.0
all,discovery,data_quality,data_quality_bucket,90_plus,t1_net,20,172,161,1.0699428054768574,-1.7237708107272718,13.194317246069602,0.19452656062390358,0.0561549810703714,42.857142857142854
all,discovery,data_quality,l2_unknown,False,t1_net,5,180,169,-0.4674246196823449,-0.5599000249937379,7.568940097913729,-0.7297864042144657,-0.21067118846207544,46.15384615384615
all,discovery,data_quality,l2_unknown,False,t1_net,10,180,169,-0.6262722424192331,-0.732022880915235,9.92068551971732,-0.6824386258906356,-0.1970030621816784,47.337278106508876
all,discovery,data_quality,l2_unknown,False,t1_net,20,180,169,0.8493090823299758,-1.7600000000000013,13.020728231879765,0.09041786658511168,0.02610138980623295,42.01183431952663
all,discovery,risk_flag,overheat_flag,False,t1_net,5,152,152,-0.21020134818525607,-0.5288689314157945,7.484007795228886,0.11012357382748691,0.033203506814434194,46.05263157894737
all,discovery,risk_flag,overheat_flag,True,t1_net,5,28,17,-2.767303282479845,-1.1240666082383786,8.166179572731666,-0.465192389235602,-0.20804036098926948,47.05882352941176
all,discovery,risk_flag,overheat_flag,False,t1_net,10,152,152,-0.2458824382677678,-0.07666666666666475,10.1116980938619,0.07113525133826906,0.021448085277878667,50.0
all,discovery,risk_flag,overheat_flag,True,t1_net,10,28,17,-4.027404608949982,-2.6139877300613468,7.402293699573195,-1.0806152439079868,-0.4832658285801548,23.52941176470588
all,discovery,risk_flag,overheat_flag,False,t1_net,20,152,152,1.53880289273351,-1.2047562146591204,13.414331730275249,0.5089764948848988,0.15346218733122305,44.07894736842105
all,discovery,risk_flag,overheat_flag,True,t1_net,20,28,17,-5.315576751866332,-5.035674025090837,6.086175332610679,-1.687796020637471,-0.7548053268598046,23.52941176470588
all,discovery,low_base_growth,q0_dt_yoy_gt_200,False,t1_net,5,165,154,-0.21184944819939044,-0.489432562578641,7.671155778488846,-0.609955707341275,-0.1760790459136169,46.75324675324675
all,discovery,low_base_growth,q0_dt_yoy_gt_200,True,t1_net,5,15,15,-3.0913297135740105,-2.1125801952580026,6.021750593380807,-1.2724569607669065,-0.4809435246031867,40.0
all,discovery,low_base_growth,q0_dt_yoy_gt_200,False,t1_net,10,165,154,-0.7806517224512751,-0.7709354427564884,9.651479279169958,-0.7922097695628983,-0.22869126185589542,46.75324675324675
all,discovery,low_base_growth,q0_dt_yoy_gt_200,True,t1_net,10,15,15,0.9586904192430642,0.22354253835426455,12.652208488490524,0.17438376068890638,0.06591086621014969,53.333333333333336
all,discovery,low_base_growth,q0_dt_yoy_gt_200,False,t1_net,20,165,154,1.3293932914429687,-1.3702118824509844,13.266376363097118,0.14247029303408892,0.041127631017378055,44.15584415584416
all,discovery,low_base_growth,q0_dt_yoy_gt_200,True,t1_net,20,15,15,-4.079555464563418,-9.445714285714274,9.083784480160762,-2.1739359579318713,-0.8216705586955294,20.0
all,discovery,low_base_growth,q1_dt_yoy_gt_200,False,t1_net,5,167,156,-0.6154006922481988,-0.7123419830972654,7.3601919294477005,-0.6438323892256045,-0.18585840161620135,44.871794871794876
all,discovery,low_base_growth,q1_dt_yoy_gt_200,True,t1_net,5,13,13,1.3082882511079004,2.1019047619047537,9.930569993830387,-0.3834350942925074,-0.15653672174876626,61.53846153846154
all,discovery,low_base_growth,q1_dt_yoy_gt_200,False,t1_net,10,167,156,-1.2218972867943405,-0.8361092525183643,8.819610719307708,-0.9669365994699727,-0.2791305529966451,46.15384615384615
all,discovery,low_base_growth,q1_dt_yoy_gt_200,True,t1_net,10,13,13,6.521228290082055,2.84842358604092,17.697294100649444,0.5231236520166751,0.2135643366370204,61.53846153846154
all,discovery,low_base_growth,q1_dt_yoy_gt_200,False,t1_net,20,167,156,0.6033644313164317,-2.256206242245846,12.947234526935024,0.1252474699122407,0.036155830234575866,40.38461538461539
all,discovery,low_base_growth,q1_dt_yoy_gt_200,True,t1_net,20,13,13,3.8006448944925024,0.7126003490401313,14.07466748436279,0.6152835342595481,0.25118845101202425,61.53846153846154
all,discovery,low_base_growth,esp_raw_gt_200,False,t1_net,5,165,154,-0.21184944819939044,-0.489432562578641,7.671155778488846,-0.609955707341275,-0.1760790459136169,46.75324675324675
all,discovery,low_base_growth,esp_raw_gt_200,True,t1_net,5,15,15,-3.0913297135740105,-2.1125801952580026,6.021750593380807,-1.2724569607669065,-0.4809435246031867,40.0
all,discovery,low_base_growth,esp_raw_gt_200,False,t1_net,10,165,154,-0.7806517224512751,-0.7709354427564884,9.651479279169958,-0.7922097695628983,-0.22869126185589542,46.75324675324675
all,discovery,low_base_growth,esp_raw_gt_200,True,t1_net,10,15,15,0.9586904192430642,0.22354253835426455,12.652208488490524,0.17438376068890638,0.06591086621014969,53.333333333333336
all,discovery,low_base_growth,esp_raw_gt_200,False,t1_net,20,165,154,1.3293932914429687,-1.3702118824509844,13.266376363097118,0.14247029303408892,0.041127631017378055,44.15584415584416
all,discovery,low_base_growth,esp_raw_gt_200,True,t1_net,20,15,15,-4.079555464563418,-9.445714285714274,9.083784480160762,-2.1739359579318713,-0.8216705586955294,20.0
all,validation,rank,rank_bucket,top_1_5,t1_net,5,60,60,2.0501260330885978,0.9021956312999669,7.803092978505124,1.7971296777528925,0.518786651609649,60.0
all,validation,rank,rank_bucket,top_6_10,t1_net,5,60,60,0.8209843881987402,0.9709233116949203,8.066520086680827,0.5268545904500308,0.15208981981005767,55.00000000000001
all,validation,rank,rank_bucket,top_11_15,t1_net,5,60,60,1.8159062744582815,0.7248480774247047,9.210649025358373,1.0361150085807629,0.2991006395577575,58.333333333333336
all,validation,rank,rank_bucket,top_1_5,t1_net,10,60,60,2.06691883272633,1.254244598839387,8.868638602721882,1.453916292136334,0.4197094813220475,58.333333333333336
all,validation,rank,rank_bucket,top_6_10,t1_net,10,60,60,0.6869769544711176,0.16605243020891183,8.644686484503067,0.4426650148170861,0.12778638273273718,51.66666666666667
all,validation,rank,rank_bucket,top_11_15,t1_net,10,60,60,3.195360619567858,2.8453868960621453,10.36475114155604,1.7993235218474417,0.519419959848923,61.66666666666667
all,validation,rank,rank_bucket,top_1_5,t1_net,20,60,60,3.18441655684089,1.0951497360563491,12.582218892452179,1.4914775329415535,0.43055247756704246,53.333333333333336
all,validation,rank,rank_bucket,top_6_10,t1_net,20,60,60,1.4292522740962503,0.0785032591929126,11.857549267200488,0.7009119603332222,0.2023358544883071,50.0
all,validation,rank,rank_bucket,top_11_15,t1_net,20,60,60,4.435161571133553,3.16812718350034,12.66484449503312,2.2128284693882194,0.638788556235878,61.66666666666667
all,validation,tier,tier_group,Tier1,t1_net,5,174,174,1.3931922006047057,0.7592262215593216,8.184929590301921,1.0477415714623413,0.3024569391624722,57.47126436781609
all,validation,tier,tier_group,Tier2,t1_net,5,6,6,6.467593139919718,3.609962589663178,12.237255527211618,,,66.66666666666666
all,validation,tier,tier_group,Tier1,t1_net,10,174,174,1.774433329766105,1.2560497379920645,9.086274615673254,1.383006217220479,0.3992395059015848,57.47126436781609
all,validation,tier,tier_group,Tier2,t1_net,10,6,6,8.03399750443601,3.6437403762072815,14.608646477419429,,,50.0
all,validation,tier,tier_group,Tier1,t1_net,20,174,174,3.1026039046052083,1.4018177103410403,12.441458028761755,1.7690682588225393,0.5106860177230078,55.172413793103445
all,validation,tier,tier_group,Tier2,t1_net,20,6,6,0.5127907871559009,-1.2281043897827093,10.540080217808324,,,50.0
all,validation,entry,entry_flag_group,可直接观察,t1_net,5,172,172,1.398102303964122,0.7248480774247047,8.232501356341375,1.0584189329242504,0.30553922791960625,56.97674418604651
all,validation,entry,entry_flag_group,资金流背离,t1_net,5,2,2,0.9709233116949203,0.9709233116949203,0.27077396835089373,,,100.0
all,validation,entry,entry_flag_group,追高风险，周一确认,t1_net,5,6,6,6.467593139919718,3.609962589663178,12.237255527211618,,,66.66666666666666
all,validation,entry,entry_flag_group,可直接观察,t1_net,10,172,172,1.746884090959804,1.254244598839387,9.130062156887764,1.3857618602094,0.40003499151230687,56.97674418604651
all,validation,entry,entry_flag_group,资金流背离,t1_net,10,2,2,4.143667867107997,4.143667867107997,4.167226518760591,,,100.0
all,validation,entry,entry_flag_group,追高风险，周一确认,t1_net,10,6,6,8.03399750443601,3.6437403762072815,14.608646477419429,,,50.0
all,validation,entry,entry_flag_group,可直接观察,t1_net,20,172,172,3.0602754956625438,1.3627070311233715,12.493349103830544,1.7786684886571047,0.5134573653626421,54.65116279069767
all,validation,entry,entry_flag_group,资金流背离,t1_net,20,2,2,6.742847073674345,6.742847073674345,7.843021003724862,,,100.0
all,validation,entry,entry_flag_group,追高风险，周一确认,t1_net,20,6,6,0.5127907871559009,-1.2281043897827093,10.540080217808324,,,50.0
all,validation,technical_flag,l4_flag_group,none,t1_net,5,175,175,1.347170859998124,0.7794572025052117,8.153474382395935,1.1477977989129966,0.33134068408883927,57.714285714285715
all,validation,technical_flag,l4_flag_group,突破型,t1_net,5,5,5,9.09322024901309,8.190168350168353,12.53851029109265,1.6216486758889872,0.7252233349820599,60.0
all,validation,technical_flag,l4_flag_group,none,t1_net,10,175,175,1.8492643694234305,1.1933834586466177,9.359438556310915,1.701308024737685,0.4911253230283866,56.57142857142857
all,validation,technical_flag,l4_flag_group,突破型,t1_net,10,5,5,6.666823951363597,11.348951406649626,7.453244542851705,2.000131816897151,0.8944861413084383,80.0
all,validation,technical_flag,l4_flag_group,none,t1_net,20,175,175,2.9683158420708255,1.1969937369519725,12.42134565427541,1.9445954189780175,0.5613563443059358,54.285714285714285
all,validation,technical_flag,l4_flag_group,突破型,t1_net,20,5,5,4.694910352369417,3.8262555738066517,11.314758597140159,0.927827015135696,0.4149368554408285,80.0
all,validation,technical_flag,has_l4_overheat,False,t1_net,5,180,180,1.562338898581873,0.8118427661574602,8.35253315185537,1.2156083202929566,0.3509158954751436,57.77777777777777
all,validation,technical_flag,has_l4_overheat,False,t1_net,10,180,180,1.9830854689217685,1.2560497379920645,9.328656527977124,1.7395352379374522,0.502160568944014,57.22222222222222
all,validation,technical_flag,has_l4_overheat,False,t1_net,20,180,180,3.016276800690231,1.4018177103410403,12.366158699125773,2.0112590003911808,0.580600462642953,55.00000000000001
all,validation,technical_flag,has_l4_breakout,False,t1_net,5,175,175,1.347170859998124,0.7794572025052117,8.153474382395935,1.1477977989129966,0.33134068408883927,57.714285714285715
all,validation,technical_flag,has_l4_breakout,True,t1_net,5,5,5,9.09322024901309,8.190168350168353,12.53851029109265,1.6216486758889872,0.7252233349820599,60.0
all,validation,technical_flag,has_l4_breakout,False,t1_net,10,175,175,1.8492643694234305,1.1933834586466177,9.359438556310915,1.701308024737685,0.4911253230283866,56.57142857142857
all,validation,technical_flag,has_l4_breakout,True,t1_net,10,5,5,6.666823951363597,11.348951406649626,7.453244542851705,2.000131816897151,0.8944861413084383,80.0
all,validation,technical_flag,has_l4_breakout,False,t1_net,20,175,175,2.9683158420708255,1.1969937369519725,12.42134565427541,1.9445954189780175,0.5613563443059358,54.285714285714285
all,validation,technical_flag,has_l4_breakout,True,t1_net,20,5,5,4.694910352369417,3.8262555738066517,11.314758597140159,0.927827015135696,0.4149368554408285,80.0
all,validation,technical_flag,has_l4_lock,False,t1_net,5,180,180,1.562338898581873,0.8118427661574602,8.35253315185537,1.2156083202929566,0.3509158954751436,57.77777777777777
all,validation,technical_flag,has_l4_lock,False,t1_net,10,180,180,1.9830854689217685,1.2560497379920645,9.328656527977124,1.7395352379374522,0.502160568944014,57.22222222222222
all,validation,technical_flag,has_l4_lock,False,t1_net,20,180,180,3.016276800690231,1.4018177103410403,12.366158699125773,2.0112590003911808,0.580600462642953,55.00000000000001
all,validation,score,final_score_bucket,lt_70,t1_net,5,51,51,0.3027891345593605,-0.48292787944024906,7.161129704192377,0.5853719081251912,0.23897708077767882,47.05882352941176
all,validation,score,final_score_bucket,70_80,t1_net,5,100,100,1.8928705705210547,0.7916117852115702,8.99905507622863,0.9310517251909187,0.2687714820842212,59.0
all,validation,score,final_score_bucket,80_90,t1_net,5,28,28,3.3945908958940008,1.3611088871285084,6.981136569508351,1.3892765428379408,0.46309218094598026,75.0
all,validation,score,final_score_bucket,90_plus,t1_net,5,1,1,-18.556846254927734,-18.556846254927734,,,,0.0
all,validation,score,final_score_bucket,lt_70,t1_net,10,51,51,0.4924790985663786,-1.3183875383172292,9.746856722827468,0.6691594233025556,0.27318319061105284,45.09803921568628
all,validation,score,final_score_bucket,70_80,t1_net,10,100,100,2.0633477704727756,2.036138441352602,9.02185047603677,1.3737048955142026,0.3965544456061158,61.0
all,validation,score,final_score_bucket,80_90,t1_net,10,28,28,4.868145105381356,2.9325848559928636,9.146325469421884,1.6366214169342577,0.5455404723114192,67.85714285714286
all,validation,score,final_score_bucket,90_plus,t1_net,10,1,1,-10.803889618922486,-10.803889618922486,,,,0.0
all,validation,score,final_score_bucket,lt_70,t1_net,20,51,51,1.2613404419499799,0.1601936317683618,12.37965898478116,0.6756492845562435,0.2758326653732186,50.98039215686274
all,validation,score,final_score_bucket,70_80,t1_net,20,100,100,2.907750148064344,0.8081847973425862,12.058198071897648,1.2484409330741202,0.36039385438884547,53.0
all,validation,score,final_score_bucket,80_90,t1_net,20,28,28,6.939069175818034,3.4465349867637207,13.104343370204587,2.250330262151424,0.750110087383808,71.42857142857143
all,validation,score,final_score_bucket,90_plus,t1_net,20,1,1,-6.467490144546657,-6.467490144546657,,,,0.0
all,validation,score,final_score_bucket_fine,lt_60,t1_net,5,26,26,-0.2645208910588749,-1.5064106019908217,9.090496890346968,0.7836969749330289,0.3504799419422403,34.61538461538461
all,validation,score,final_score_bucket_fine,60_70,t1_net,5,25,25,0.8927915612023248,1.554285714285735,4.47721155918906,-0.03988584313201921,-0.017837491316617615,60.0
all,validation,score,final_score_bucket_fine,70_75,t1_net,5,69,69,2.692508427581363,1.2285250196489452,7.2009071102314515,0.008283610358891925,0.002391272335284113,63.76811594202898
all,validation,score,final_score_bucket_fine,75_80,t1_net,5,31,31,0.11303146932230541,-0.5789944134078139,12.04019000883125,0.7397394606410902,0.23392615707303258,48.38709677419355
all,validation,score,final_score_bucket_fine,80_85,t1_net,5,24,24,2.6217513687485066,1.2356895634862133,6.556663541424958,1.3178878112043826,0.43929593706812753,70.83333333333334
all,validation,score,final_score_bucket_fine,85_90,t1_net,5,4,4,8.031628058766966,6.4812229047329355,8.694246897217768,2.381737486938309,1.3750967792228557,100.0
all,validation,score,final_score_bucket_fine,90_plus,t1_net,5,1,1,-18.556846254927734,-18.556846254927734,,,,0.0
all,validation,score,final_score_bucket_fine,lt_60,t1_net,10,26,26,-1.7272123039645502,-2.439970433527001,10.883128720901247,0.6338064708369656,0.2834468706741386,26.923076923076923
all,validation,score,final_score_bucket_fine,60_70,t1_net,10,25,25,2.800958157198544,2.915995174909529,7.978274831236797,0.47069017166215377,0.21049904403552416,64.0
all,validation,score,final_score_bucket_fine,70_75,t1_net,10,69,69,2.4655498742444593,2.733890675241173,7.561167894504281,0.2587946567780625,0.0747075823778256,65.21739130434783
all,validation,score,final_score_bucket_fine,75_80,t1_net,10,31,31,1.1681237330454814,0.6403201280512462,11.73929731131085,1.0001578482085127,0.3162776820031856,51.61290322580645
all,validation,score,final_score_bucket_fine,80_85,t1_net,10,24,24,3.6705273551534554,1.9013817900863361,7.966791026360881,1.6303173079264095,0.5434391026421366,62.5
all,validation,score,final_score_bucket_fine,85_90,t1_net,10,4,4,12.053851606748754,8.252786694210496,13.637294279069692,1.964634594897557,1.1342823122233558,100.0
all,validation,score,final_score_bucket_fine,90_plus,t1_net,10,1,1,-10.803889618922486,-10.803889618922486,,,,0.0
all,validation,score,final_score_bucket_fine,lt_60,t1_net,20,26,26,-3.3768014035220344,-4.728009807056822,10.924387382744314,0.35561472860204535,0.15903574139086243,34.61538461538461
all,validation,score,final_score_bucket_fine,60_70,t1_net,20,25,25,6.085007961240874,3.1231001076426557,12.14191478945255,0.6957259251045104,0.31113809244852253,68.0
all,validation,score,final_score_bucket_fine,70_75,t1_net,20,69,69,3.9962076304804794,1.943120759837185,12.367063906904454,1.0429924009875746,0.3010859717364552,53.62318840579711
all,validation,score,final_score_bucket_fine,75_80,t1_net,20,31,31,0.48505446139616976,0.5228877005347733,11.151537219185172,0.682863990368526,0.21594055416758248,51.61290322580645
all,validation,score,final_score_bucket_fine,80_85,t1_net,20,24,24,5.672265032551281,3.390566139056066,12.423751322496495,2.1774141832157023,0.7258047277385674,66.66666666666666
all,validation,score,final_score_bucket_fine,85_90,t1_net,20,4,4,14.539894035418554,8.050013523961034,16.501485794890023,2.640889682731223,1.5247183692249773,100.0
all,validation,score,final_score_bucket_fine,90_plus,t1_net,20,1,1,-6.467490144546657,-6.467490144546657,,,,0.0
all,validation,data_quality,data_quality_bucket,75_90,t1_net,5,7,7,10.238025776159072,8.148605341246288,9.302996881633753,,,85.71428571428571
all,validation,data_quality,data_quality_bucket,90_plus,t1_net,5,173,173,1.2112995451538942,0.7107009142359778,8.148489352581864,1.080940994267215,0.3120407870091392,56.64739884393064
all,validation,data_quality,data_quality_bucket,75_90,t1_net,10,7,7,12.0620361862079,11.115964391691406,9.715718868503917,,,100.0
all,validation,data_quality,data_quality_bucket,90_plus,t1_net,10,173,173,1.5752666537714626,1.0004917046333708,9.108846149626126,1.431930972077358,0.41336286609491263,55.49132947976878
all,validation,data_quality,data_quality_bucket,75_90,t1_net,20,7,7,10.485699526124602,5.706666666666664,17.711463576080675,,,57.14285714285714
all,validation,data_quality,data_quality_bucket,90_plus,t1_net,20,173,173,2.7140458233605167,1.1969937369519725,12.07642636249541,1.8013518760451255,0.5200054952699453,54.91329479768786
all,validation,data_quality,l2_unknown,False,t1_net,5,180,180,1.562338898581873,0.8118427661574602,8.35253315185537,1.2156083202929566,0.3509158954751436,57.77777777777777
all,validation,data_quality,l2_unknown,False,t1_net,10,180,180,1.9830854689217685,1.2560497379920645,9.328656527977124,1.7395352379374522,0.502160568944014,57.22222222222222
all,validation,data_quality,l2_unknown,False,t1_net,20,180,180,3.016276800690231,1.4018177103410403,12.366158699125773,2.0112590003911808,0.580600462642953,55.00000000000001
all,validation,risk_flag,overheat_flag,False,t1_net,5,180,180,1.562338898581873,0.8118427661574602,8.35253315185537,1.2156083202929566,0.3509158954751436,57.77777777777777
all,validation,risk_flag,overheat_flag,False,t1_net,10,180,180,1.9830854689217685,1.2560497379920645,9.328656527977124,1.7395352379374522,0.502160568944014,57.22222222222222
all,validation,risk_flag,overheat_flag,False,t1_net,20,180,180,3.016276800690231,1.4018177103410403,12.366158699125773,2.0112590003911808,0.580600462642953,55.00000000000001
all,validation,low_base_growth,q0_dt_yoy_gt_200,False,t1_net,5,165,165,1.577263766706067,0.8442283298097087,8.412190720425038,1.0058728160643653,0.29037047056264415,58.78787878787879
all,validation,low_base_growth,q0_dt_yoy_gt_200,True,t1_net,5,15,15,1.3981653492157398,-0.48292787944024906,7.93728860487717,0.06090464800163966,0.020301549333879884,46.666666666666664
all,validation,low_base_growth,q0_dt_yoy_gt_200,False,t1_net,10,165,165,2.150757258787963,1.4469221260816003,9.482025202618342,1.502973592572266,0.4338711041282484,56.96969696969697
all,validation,low_base_growth,q0_dt_yoy_gt_200,True,t1_net,10,15,15,0.13869578039363184,0.2707250538406304,7.4477088428948575,-0.5524861889013681,-0.18416206296712273,60.0
