subset,period_split,group_type,group_field,group_value,variant,window,sample_count,available_count,mean_return_pct,median_return_pct,std_pct,monthly_t,sharpe_monthly,win_rate_pct
all,all,entry,entry_flag_group,资金流背离,t1_net,5,4,4,-0.5723480504105272,0.9709233116949203,4.954995485967415,-0.23101859609415235,-0.11550929804707617,75.0
all,all,entry,entry_flag_group,追高风险，周一确认,t1_net,5,46,35,0.7576429746790208,1.5434068136272618,10.526078814675252,0.09745329032524505,0.039785139175359814,60.0
all,all,entry,entry_flag_group,可直接观察,t1_net,10,310,310,0.893565953154742,0.5853143699944653,9.570125976534321,0.8706062508052307,0.18153395226107935,53.2258064516129
all,all,entry,entry_flag_group,资金流背离,t1_net,10,4,4,-2.727711930768746,-2.0958822164913418,8.975578635322057,-0.607807483304584,-0.303903741652292,50.0
all,all,entry,entry_flag_group,追高风险，周一确认,t1_net,10,46,35,-0.427977780509345,-0.732022880915235,10.927739494118043,-0.16014433914179224,-0.0653786526821018,45.714285714285715
all,all,entry,entry_flag_group,可直接观察,t1_net,20,310,310,2.648895036027109,0.18837008108051792,12.845287108602484,1.4636048200520315,0.30518270146425974,50.32258064516129
all,all,entry,entry_flag_group,资金流背离,t1_net,20,4,4,-2.650560536485645,-2.3137471402386156,12.803922195207113,-0.4140232182100932,-0.2070116091050466,50.0
all,all,entry,entry_flag_group,追高风险，周一确认,t1_net,20,46,35,-3.5454902852701036,-4.126189856957092,10.138274888016547,-1.7330456476990943,-0.7075129229689935,34.285714285714285
all,all,technical_flag,l4_flag_group,LOCK|OVERHEAT,t1_net,5,4,0,,,,,,
all,all,technical_flag,l4_flag_group,LOCK|突破型|OVERHEAT,t1_net,5,2,1,-7.532400756143661,-7.532400756143661,,,,0.0
all,all,technical_flag,l4_flag_group,OVERHEAT,t1_net,5,19,15,-1.3019952510260069,0.5210442678773842,7.15007967304668,-0.4616203549640467,-0.2064428986994382,53.333333333333336
all,all,technical_flag,l4_flag_group,none,t1_net,5,321,321,0.7000207141703378,0.4293909626719207,7.7049626254390216,0.9549022021709764,0.19911087316749151,52.336448598130836
all,all,technical_flag,l4_flag_group,突破型,t1_net,5,11,11,2.2330679610818014,4.120618311533879,14.772035467546837,0.6682403729892751,0.222746790996425,54.54545454545454
all,all,technical_flag,l4_flag_group,突破型|OVERHEAT,t1_net,5,3,1,-19.9818262806236,-19.9818262806236,,,,0.0
all,all,technical_flag,l4_flag_group,LOCK|OVERHEAT,t1_net,10,4,0,,,,,,
all,all,technical_flag,l4_flag_group,LOCK|突破型|OVERHEAT,t1_net,10,2,1,-17.740340264650275,-17.740340264650275,,,,0.0
all,all,technical_flag,l4_flag_group,OVERHEAT,t1_net,10,19,15,-3.1037752934353717,-2.5191087811271173,6.947981401855901,-1.0833251882052304,-0.4844777525129297,26.666666666666668
all,all,technical_flag,l4_flag_group,none,t1_net,10,321,321,1.0099810036942922,0.6403201280512462,9.656237115544272,1.1123524994619023,0.23194152965022113,53.89408099688473
all,all,technical_flag,l4_flag_group,突破型,t1_net,10,11,11,-0.4202407633318398,1.523501683501687,12.515692646772408,0.31986005811380697,0.106620019371269,54.54545454545454
all,all,technical_flag,l4_flag_group,突破型|OVERHEAT,t1_net,10,3,1,-4.168908685968827,-4.168908685968827,,,,0.0
all,all,technical_flag,l4_flag_group,LOCK|OVERHEAT,t1_net,20,4,0,,,,,,
all,all,technical_flag,l4_flag_group,LOCK|突破型|OVERHEAT,t1_net,20,2,1,-6.398185255198481,-6.398185255198481,,,,0.0
all,all,technical_flag,l4_flag_group,OVERHEAT,t1_net,20,19,15,-5.403984979076208,-5.035674025090837,6.467353245648558,-1.5478016069421916,-0.6921979217612302,26.666666666666668
all,all,technical_flag,l4_flag_group,none,t1_net,20,321,321,2.3520713302116474,-0.22811989100817817,12.688081232417428,1.4908813742370375,0.3108702561776423,49.532710280373834
all,all,technical_flag,l4_flag_group,突破型,t1_net,20,11,11,1.9829969837996577,1.7508280254777067,17.90832575191321,0.9088881561863044,0.3029627187287681,63.63636363636363
all,all,technical_flag,l4_flag_group,突破型|OVERHEAT,t1_net,20,3,1,-2.9068448403860425,-2.9068448403860425,,,,0.0
