strategy_variant,subset,period_split,window,variant,period_count,mean_period_return_pct,median_period_return_pct,compounded_return_pct,max_drawdown_pct,worst_period_return_pct,best_period_return_pct,win_rate_pct,std_pct,monthly_t,sharpe_monthly
baseline,all,validation,10,t1,12,2.143085468921768,2.9710365253302498,27.890889316722102,-6.267385092782818,-6.2673850927828125,6.02206161227845,83.33333333333334,3.9491063049653015,1.8798850324530267,0.5426760647661517
baseline,all,validation,10,t1_net,12,1.9830854689217687,2.81103652533025,25.504130354625087,-6.427385092782812,-6.427385092782812,5.86206161227845,83.33333333333334,3.9491063049653015,1.7395352379374525,0.5021605689440141
baseline,all,validation,10,excess_csi300,12,1.5259699082094575,1.406884409505199,19.493718566378206,-3.7849040046291416,-3.7849040046291567,5.596705670011635,83.33333333333334,2.606325061096639,2.0281870832549966,0.5854871792420971
baseline,all,validation,10,excess_csi1000,12,1.2395412721351013,1.196859661453175,15.68224834598395,-1.8761716592658906,-1.8761716592658837,4.7465635790540075,75.0,2.007598721328494,2.1388223040865952,0.6174248165065856
baseline,all,validation,10,excess_eligible,12,0.555207677155942,0.5306280899188945,6.716524601629614,-4.362212833632595,-2.0863142556927112,3.848670487337595,66.66666666666666,1.6242482815936532,1.1841144195551876,0.34182438944075255
baseline,all,validation,20,close,12,3.449237182295518,4.506012341903383,48.27425487866077,-7.5347750271228975,-3.452120805904394,9.871315618699015,58.333333333333336,5.02185418875237,2.3793020755052208,0.6868453468881872
baseline,all,validation,20,t1,12,3.1762768006902307,3.860433337119229,43.50826142224056,-9.365801305640408,-3.7747048839902466,10.116503379588975,66.66666666666666,5.195098858447046,2.117947299021117,0.6113987216096413
baseline,all,validation,20,t1_net,12,3.0162768006902305,3.7004333371192293,40.85423675391211,-9.81460323572585,-3.9347048839902485,9.956503379588973,58.333333333333336,5.195098858447046,2.01125900039118,0.5806004626429527
baseline,all,validation,20,excess_csi300,12,1.834299418666833,0.9378381416154797,23.599880029212205,-5.719136292765514,-4.3569171300375125,6.597768499123211,66.66666666666666,3.425971585258604,1.8547146176550626,0.5354099918865421
baseline,all,validation,20,excess_csi1000,12,0.953608539135614,-0.398516348158768,11.508102109800845,-6.265676014851806,-2.394130925733755,7.438482090566809,41.66666666666667,3.0581666191509904,1.0801886528818125,0.31182360475844684
baseline,all,validation,20,excess_eligible,12,0.7134704203659625,0.800595008412024,8.377662637309523,-10.23724393902057,-3.668328295269608,5.283238952597114,66.66666666666666,2.991929669830795,0.8260668893605772,0.238464970470483
baseline,tier1_only,all,5,close,23,1.1725512181908244,1.3389070827340497,27.82552342723026,-10.309545922215445,-9.540427387661113,13.339399427034943,69.56521739130434,4.60028913215513,1.2223923178202218,0.2548864178981531
baseline,tier1_only,all,5,t1,23,1.0104719954476922,0.4691977316552391,23.351574024217324,-10.132216148640783,-9.587170460484826,12.987364534580177,69.56521739130434,4.463895842644973,1.0856107803629524,0.22636549576142473
baseline,tier1_only,all,5,t1_net,23,0.850471995447692,0.3091977316552391,18.92701826446448,-10.94972258701674,-9.747170460484824,12.827364534580175,69.56521739130434,4.463895842644972,0.9137131665343622,0.19052236553614693
baseline,tier1_only,all,5,excess_csi300,23,0.826324329879859,0.9121035007901385,19.780162672277733,-7.196502083102107,-5.784522694216796,6.414779296400324,65.21739130434783,2.8439246852445996,1.3934659698546994,0.290557740212726
