strategy_variant,subset,period_split,trade_date,window,variant,sample_count,available_count,mean_return_pct,median_return_pct,std_pct,win_rate_pct
no_overheat,tier1_veto_passed,discovery,20240329,10,close,2,2,-2.5650978489406286,-2.5650978489406286,11.03832225782396,50.0
no_overheat,tier1_veto_passed,discovery,20240329,10,t1,2,2,-2.4032038594754996,-2.4032038594754996,10.593043881197053,50.0
no_overheat,tier1_veto_passed,discovery,20240329,10,t1_net,2,2,-2.5632038594755,-2.5632038594755,10.593043881197053,50.0
no_overheat,tier1_veto_passed,discovery,20240329,10,excess_csi300,2,2,-0.05224979185383072,-0.05224979185383072,10.593043881197053,50.0
no_overheat,tier1_veto_passed,discovery,20240329,10,excess_csi1000,2,2,6.454340057560625,6.454340057560625,10.593043881197053,50.0
no_overheat,tier1_veto_passed,discovery,20240329,10,excess_eligible,2,2,6.74406756522968,6.74406756522968,10.593043881197055,50.0
no_overheat,tier1_veto_passed,discovery,20240329,20,close,2,2,-5.985767426815453,-5.985767426815453,6.200764948396333,0.0
no_overheat,tier1_veto_passed,discovery,20240329,20,t1,2,2,-5.818901533894116,-5.818901533894116,5.762517905068006,0.0
no_overheat,tier1_veto_passed,discovery,20240329,20,t1_net,2,2,-5.978901533894116,-5.978901533894116,5.762517905068006,0.0
no_overheat,tier1_veto_passed,discovery,20240329,20,excess_csi300,2,2,-6.062187400753227,-6.062187400753227,5.762517905068006,0.0
no_overheat,tier1_veto_passed,discovery,20240329,20,excess_csi1000,2,2,-4.710342754747509,-4.710342754747509,5.762517905068005,0.0
no_overheat,tier1_veto_passed,discovery,20240329,20,excess_eligible,2,2,-2.8086233317655234,-2.8086233317655234,5.762517905068006,50.0
no_overheat,tier1_veto_passed,discovery,20240430,5,close,3,3,2.0431796603691175,1.9176254794063707,0.8558771413857718,100.0
no_overheat,tier1_veto_passed,discovery,20240430,5,t1,3,3,0.4691977316552391,1.0414944618944988,1.1522337101400315,66.66666666666666
no_overheat,tier1_veto_passed,discovery,20240430,5,t1_net,3,3,0.3091977316552391,0.8814944618944988,1.1522337101400313,66.66666666666666
no_overheat,tier1_veto_passed,discovery,20240430,5,excess_csi300,3,3,0.23954537623276742,0.8118421064720271,1.1522337101400315,66.66666666666666
no_overheat,tier1_veto_passed,discovery,20240430,5,excess_csi1000,3,3,1.0508014637813627,1.6230981940206224,1.1522337101400315,66.66666666666666
no_overheat,tier1_veto_passed,discovery,20240430,5,excess_eligible,3,3,-2.3289881172095757,-1.7566913869703158,1.1522337101400313,0.0
no_overheat,tier1_veto_passed,discovery,20240430,10,close,3,3,0.961599625882518,1.077441077441077,2.150188498102094,66.66666666666666
no_overheat,tier1_veto_passed,discovery,20240430,10,t1,3,3,-0.5908395317699489,-1.032967032967036,2.564171856962285,33.33333333333333
no_overheat,tier1_veto_passed,discovery,20240430,10,t1_net,3,3,-0.750839531769949,-1.1929670329670359,2.564171856962285,33.33333333333333
no_overheat,tier1_veto_passed,discovery,20240430,10,excess_csi300,3,3,-1.1401445425156753,-1.5822720437127624,2.564171856962285,33.33333333333333
no_overheat,tier1_veto_passed,discovery,20240430,10,excess_csi1000,3,3,0.18697092037480711,-0.25515658082228,2.564171856962285,33.33333333333333
no_overheat,tier1_veto_passed,discovery,20240430,10,excess_eligible,3,3,-2.8653579038414896,-3.3074854050385767,2.564171856962285,0.0
no_overheat,tier1_veto_passed,discovery,20240430,20,close,3,3,-2.7883673829849136,-1.7396184062850595,4.849280967488138,33.33333333333333
no_overheat,tier1_veto_passed,discovery,20240430,20,t1,3,3,-4.278309556423506,-3.791208791208789,5.117882757005498,33.33333333333333
no_overheat,tier1_veto_passed,discovery,20240430,20,t1_net,3,3,-4.438309556423506,-3.951208791208789,5.117882757005498,33.33333333333333
no_overheat,tier1_veto_passed,discovery,20240430,20,excess_csi300,3,3,-2.1472371777399983,-1.6601364125252815,5.117882757005498,33.33333333333333
no_overheat,tier1_veto_passed,discovery,20240430,20,excess_csi1000,3,3,0.20963067716539907,0.6967314423801159,5.117882757005498,66.66666666666666
no_overheat,tier1_veto_passed,discovery,20240430,20,excess_eligible,3,3,-3.626982432518034,-3.139881667303317,5.117882757005499,33.33333333333333
no_overheat,tier1_veto_passed,discovery,20240531,5,close,15,15,-1.5764301189786436,-1.3961605584642323,4.434395401067902,40.0
no_overheat,tier1_veto_passed,discovery,20240531,5,t1,15,15,-1.7041092371790272,-1.9664545980335402,4.6578087685042595,33.33333333333333
no_overheat,tier1_veto_passed,discovery,20240531,5,t1_net,15,15,-1.864109237179027,-2.1264545980335403,4.65780876850426,33.33333333333333
no_overheat,tier1_veto_passed,discovery,20240531,5,excess_csi300,15,15,-1.2963347493443715,-1.5586801101988845,4.65780876850426,33.33333333333333
no_overheat,tier1_veto_passed,discovery,20240531,5,excess_csi1000,15,15,0.7754789022676486,0.5131335414131355,4.6578087685042595,66.66666666666666
no_overheat,tier1_veto_passed,discovery,20240531,5,excess_eligible,15,15,0.34087290804327197,0.07852754718875898,4.6578087685042595,66.66666666666666
no_overheat,tier1_veto_passed,discovery,20240531,10,close,15,15,-1.0597454152878107,-0.10881392818280489,7.783524489461265,46.666666666666664
no_overheat,tier1_veto_passed,discovery,20240531,10,t1,15,15,-1.1987600503211495,0.879120879120876,7.74659319405197,53.333333333333336
no_overheat,tier1_veto_passed,discovery,20240531,10,t1_net,15,15,-1.3587600503211494,0.719120879120876,7.74659319405197,53.333333333333336
no_overheat,tier1_veto_passed,discovery,20240531,10,excess_csi300,15,15,0.2655304378136736,2.343411367255699,7.74659319405197,60.0
no_overheat,tier1_veto_passed,discovery,20240531,10,excess_csi1000,15,15,0.7059318940587611,2.7838128235007864,7.74659319405197,60.0
no_overheat,tier1_veto_passed,discovery,20240531,10,excess_eligible,15,15,2.300698390353777,4.3785793197958025,7.74659319405197,60.0
no_overheat,tier1_veto_passed,discovery,20240531,20,close,15,15,-1.2685491012946102,-2.3552709114182946,11.050382380628163,40.0
no_overheat,tier1_veto_passed,discovery,20240531,20,t1,15,15,-1.3866723581653344,-1.5637708107272719,11.211843800017823,40.0
no_overheat,tier1_veto_passed,discovery,20240531,20,t1_net,15,15,-1.5466723581653345,-1.7237708107272718,11.211843800017823,40.0
no_overheat,tier1_veto_passed,discovery,20240531,20,excess_csi300,15,15,1.694223563122883,1.5171251105609462,11.211843800017823,60.0
no_overheat,tier1_veto_passed,discovery,20240531,20,excess_csi1000,15,15,5.1299033919032295,4.952804939341293,11.211843800017823,66.66666666666666
no_overheat,tier1_veto_passed,discovery,20240531,20,excess_eligible,15,15,2.883856261741741,2.7067578091798037,11.211843800017823,66.66666666666666
no_overheat,tier1_veto_passed,discovery,20240628,5,close,15,15,-1.0260423317477119,-1.4965713660499258,3.1012480971936816,40.0
no_overheat,tier1_veto_passed,discovery,20240628,5,t1,15,15,-0.8601248648145194,-1.1907752094252322,3.1379523456818776,40.0
no_overheat,tier1_veto_passed,discovery,20240628,5,t1_net,15,15,-1.0201248648145191,-1.350775209425232,3.1379523456818776,40.0
no_overheat,tier1_veto_passed,discovery,20240628,5,excess_csi300,15,15,0.49466883248033455,0.1640184878696216,3.1379523456818776,60.0
no_overheat,tier1_veto_passed,discovery,20240628,5,excess_csi1000,15,15,1.7602541846463888,1.4296038400356759,3.1379523456818776,80.0
no_overheat,tier1_veto_passed,discovery,20240628,5,excess_eligible,15,15,0.6788837112923017,0.34823336668158866,3.1379523456818776,60.0
no_overheat,tier1_veto_passed,discovery,20240628,10,close,15,15,1.2215933262343248,2.323918484090104,6.362270282294015,66.66666666666666
no_overheat,tier1_veto_passed,discovery,20240628,10,t1,15,15,1.3842703240713423,1.8181818181818077,6.274644340390514,66.66666666666666
no_overheat,tier1_veto_passed,discovery,20240628,10,t1_net,15,15,1.2242703240713424,1.6581818181818078,6.274644340390515,66.66666666666666
no_overheat,tier1_veto_passed,discovery,20240628,10,excess_csi300,15,15,1.5504864345706488,1.9843979286811142,6.274644340390514,66.66666666666666
no_overheat,tier1_veto_passed,discovery,20240628,10,excess_csi1000,15,15,2.6438753345170616,3.0777868286275267,6.274644340390514,66.66666666666666
no_overheat,tier1_veto_passed,discovery,20240628,10,excess_eligible,15,15,1.7554220014513224,2.1893334955617876,6.274644340390515,66.66666666666666
no_overheat,tier1_veto_passed,discovery,20240628,20,close,15,15,-2.138602125205456,-3.039215686274488,5.935676826122348,26.666666666666668
no_overheat,tier1_veto_passed,discovery,20240628,20,t1,15,15,-1.9779384929680883,-2.2727272727272707,5.896667151552456,26.666666666666668
no_overheat,tier1_veto_passed,discovery,20240628,20,t1_net,15,15,-2.137938492968088,-2.432727272727271,5.896667151552456,26.666666666666668
no_overheat,tier1_veto_passed,discovery,20240628,20,excess_csi300,15,15,0.002682019002144583,-0.29210676075703823,5.896667151552456,46.666666666666664
no_overheat,tier1_veto_passed,discovery,20240628,20,excess_csi1000,15,15,2.8430167179564725,2.5482279381972894,5.896667151552456,66.66666666666666
no_overheat,tier1_veto_passed,discovery,20240628,20,excess_eligible,15,15,0.30472788858767513,0.009939108828492138,5.896667151552456,53.333333333333336
no_overheat,tier1_veto_passed,discovery,20240731,5,close,15,15,-4.968550305594496,-6.873905429071813,3.395539306456769,0.0
no_overheat,tier1_veto_passed,discovery,20240731,5,t1,15,15,-5.10691770548124,-6.36363636363636,3.7737445143010357,13.333333333333334
no_overheat,tier1_veto_passed,discovery,20240731,5,t1_net,15,15,-5.266917705481239,-6.52363636363636,3.7737445143010357,6.666666666666667
no_overheat,tier1_veto_passed,discovery,20240731,5,excess_csi300,15,15,-2.83223108116245,-4.08894973931757,3.7737445143010357,33.33333333333333
no_overheat,tier1_veto_passed,discovery,20240731,5,excess_csi1000,15,15,-2.342034362161483,-3.5987530203166025,3.7737445143010353,40.0
no_overheat,tier1_veto_passed,discovery,20240731,5,excess_eligible,15,15,-1.9774178698251026,-3.2341365279802226,3.7737445143010357,40.0
no_overheat,tier1_veto_passed,discovery,20240731,10,close,15,15,-5.258546392618088,-5.062305295950164,4.1866658824380565,6.666666666666667
no_overheat,tier1_veto_passed,discovery,20240731,10,t1,15,15,-5.415252868426775,-5.504587155963292,4.063727313472694,6.666666666666667
no_overheat,tier1_veto_passed,discovery,20240731,10,t1_net,15,15,-5.575252868426776,-5.664587155963292,4.063727313472694,6.666666666666667
no_overheat,tier1_veto_passed,discovery,20240731,10,excess_csi300,15,15,-2.1973786026412387,-2.2867128901777556,4.063727313472694,26.666666666666668
no_overheat,tier1_veto_passed,discovery,20240731,10,excess_csi1000,15,15,-0.7207667483957592,-0.8101010359322762,4.063727313472694,40.0
no_overheat,tier1_veto_passed,discovery,20240731,10,excess_eligible,15,15,0.04793182753696333,-0.04140245999955372,4.063727313472694,46.666666666666664
no_overheat,tier1_veto_passed,discovery,20240731,20,close,15,15,-7.932248499142919,-9.363579080025207,7.078587412168338,13.333333333333334
no_overheat,tier1_veto_passed,discovery,20240731,20,t1,15,15,-8.086407895036638,-9.285714285714274,6.989281974124164,13.333333333333334
no_overheat,tier1_veto_passed,discovery,20240731,20,t1_net,15,15,-8.246407895036638,-9.445714285714274,6.989281974124164,13.333333333333334
no_overheat,tier1_veto_passed,discovery,20240731,20,excess_csi300,15,15,-4.203382219296712,-5.402688609974348,6.989281974124164,20.0
no_overheat,tier1_veto_passed,discovery,20240731,20,excess_csi1000,15,15,0.27182795363898243,-0.9274784370386531,6.989281974124163,33.33333333333333
no_overheat,tier1_veto_passed,discovery,20240731,20,excess_eligible,15,15,1.4496494521763252,0.2503430614986897,6.989281974124164,53.333333333333336
no_overheat,tier1_veto_passed,discovery,20240830,5,close,15,15,-3.1144925067911204,-3.9735099337748325,4.620172995344105,33.33333333333333
no_overheat,tier1_veto_passed,discovery,20240830,5,t1,15,15,-2.8180188473050505,-3.3333333333333437,4.62809968921403,33.33333333333333
no_overheat,tier1_veto_passed,discovery,20240830,5,t1_net,15,15,-2.9780188473050506,-3.493333333333344,4.62809968921403,33.33333333333333
no_overheat,tier1_veto_passed,discovery,20240830,5,excess_csi300,15,15,-1.78692584333048,-2.3022403293587734,4.62809968921403,33.33333333333333
no_overheat,tier1_veto_passed,discovery,20240830,5,excess_csi1000,15,15,-2.2821926519338027,-2.7975071379620964,4.6280996892140305,33.33333333333333
no_overheat,tier1_veto_passed,discovery,20240830,5,excess_eligible,15,15,-0.7441482871074118,-1.2594627731357049,4.62809968921403,40.0
no_overheat,tier1_veto_passed,discovery,20240830,10,close,15,15,-5.180106762662273,-7.26083635567889,4.84590681171524,26.666666666666668
no_overheat,tier1_veto_passed,discovery,20240830,10,t1,15,15,-4.885485530612169,-6.508875739644959,4.959601065276015,20.0
no_overheat,tier1_veto_passed,discovery,20240830,10,t1_net,15,15,-5.0454855306121695,-6.668875739644959,4.959601065276015,20.0
no_overheat,tier1_veto_passed,discovery,20240830,10,excess_csi300,15,15,-1.6461702572486174,-3.269560466281407,4.959601065276015,26.666666666666668
no_overheat,tier1_veto_passed,discovery,20240830,10,excess_csi1000,15,15,-2.252790147067344,-3.876180356100134,4.959601065276015,26.666666666666668
no_overheat,tier1_veto_passed,discovery,20240830,10,excess_eligible,15,15,-0.09134773115298689,-1.7147379401857767,4.959601065276015,33.33333333333333
no_overheat,tier1_veto_passed,discovery,20240830,20,close,15,15,22.08488064319156,22.257335837238166,8.437706109809628,100.0
no_overheat,tier1_veto_passed,discovery,20240830,20,t1,15,15,22.466303506950542,22.134882576183234,8.585982901602474,100.0
no_overheat,tier1_veto_passed,discovery,20240830,20,t1_net,15,15,22.306303506950535,21.974882576183234,8.585982901602476,100.0
no_overheat,tier1_veto_passed,discovery,20240830,20,excess_csi300,15,15,-7.888424241286753,-8.219845172054054,8.585982901602474,20.0
no_overheat,tier1_veto_passed,discovery,20240830,20,excess_csi1000,15,15,-14.366913463452955,-14.698334394220257,8.585982901602476,6.666666666666667
no_overheat,tier1_veto_passed,discovery,20240830,20,excess_eligible,15,15,-3.0904502584012543,-3.421871189168556,8.585982901602474,33.33333333333333
no_overheat,tier1_veto_passed,discovery,20241031,5,close,8,8,13.339399427034943,13.361302170471902,9.837842491914268,100.0
no_overheat,tier1_veto_passed,discovery,20241031,5,t1,8,8,12.987364534580177,13.818890438590925,8.421273474227206,100.0
no_overheat,tier1_veto_passed,discovery,20241031,5,t1_net,8,8,12.827364534580175,13.658890438590925,8.421273474227206,100.0
no_overheat,tier1_veto_passed,discovery,20241031,5,excess_csi300,8,8,6.414779296400324,7.246305200411074,8.421273474227206,62.5
no_overheat,tier1_veto_passed,discovery,20241031,5,excess_csi1000,8,8,4.999724118696951,5.831250022707701,8.421273474227206,62.5
no_overheat,tier1_veto_passed,discovery,20241031,5,excess_eligible,8,8,9.648685288661193,10.480211192671943,8.421273474227206,100.0
no_overheat,tier1_veto_passed,discovery,20241031,10,close,8,8,13.497011015596115,7.621512922469975,17.571700002570903,75.0
no_overheat,tier1_veto_passed,discovery,20241031,10,t1,8,8,13.06968591622867,8.239491801068889,15.960952053416952,75.0
no_overheat,tier1_veto_passed,discovery,20241031,10,t1_net,8,8,12.909685916228671,8.079491801068889,15.960952053416953,75.0
no_overheat,tier1_veto_passed,discovery,20241031,10,excess_csi300,8,8,9.2239784786608,4.39378436350102,15.960952053416953,75.0
no_overheat,tier1_veto_passed,discovery,20241031,10,excess_csi1000,8,8,7.303314452745093,2.473120337585311,15.960952053416952,75.0
no_overheat,tier1_veto_passed,discovery,20241031,10,excess_eligible,8,8,12.493532950885058,7.663338835725277,15.960952053416953,75.0
no_overheat,tier1_veto_passed,discovery,20241031,20,close,8,8,9.589007627461433,5.788911774063543,16.67225943463801,62.5
no_overheat,tier1_veto_passed,discovery,20241031,20,t1,8,8,9.254916008902127,6.396323711225138,15.992528786130594,62.5
no_overheat,tier1_veto_passed,discovery,20241031,20,t1_net,8,8,9.094916008902127,6.236323711225138,15.992528786130595,62.5
no_overheat,tier1_veto_passed,discovery,20241031,20,excess_csi300,8,8,9.704008780988694,6.8454164833117055,15.992528786130594,62.5
no_overheat,tier1_veto_passed,discovery,20241031,20,excess_csi1000,8,8,6.626801246644664,3.7682089489676773,15.992528786130592,62.5
no_overheat,tier1_veto_passed,discovery,20241031,20,excess_eligible,8,8,11.751592744656277,8.893000446979288,15.992528786130594,75.0
no_overheat,tier1_veto_passed,discovery,20241129,5,close,12,12,2.2977333899441637,1.0520943268914784,6.604896651155851,50.0
no_overheat,tier1_veto_passed,discovery,20241129,5,t1,12,12,1.8303456740074313,0.838682283131631,6.630786549582527,50.0
no_overheat,tier1_veto_passed,discovery,20241129,5,t1_net,12,12,1.6703456740074314,0.678682283131631,6.630786549582527,50.0
no_overheat,tier1_veto_passed,discovery,20241129,5,excess_csi300,12,12,1.1841734877448813,0.19251009686908072,6.630786549582527,50.0
no_overheat,tier1_veto_passed,discovery,20241129,5,excess_csi1000,12,12,1.2599364609041137,0.26827307002831313,6.630786549582527,50.0
no_overheat,tier1_veto_passed,discovery,20241129,5,excess_eligible,12,12,-0.7843296230625407,-1.7759930139383413,6.630786549582527,25.0
no_overheat,tier1_veto_passed,discovery,20241129,10,close,12,12,8.053701394627483,4.568333704021443,12.981490221423071,66.66666666666666
no_overheat,tier1_veto_passed,discovery,20241129,10,t1,12,12,7.555862120733219,4.735357917570504,12.915319686568118,66.66666666666666
no_overheat,tier1_veto_passed,discovery,20241129,10,t1_net,12,12,7.39586212073322,4.5753579175705035,12.91531968656812,66.66666666666666
no_overheat,tier1_veto_passed,discovery,20241129,10,excess_csi300,12,12,7.921934743510621,5.1014305403479066,12.915319686568118,66.66666666666666
no_overheat,tier1_veto_passed,discovery,20241129,10,excess_csi1000,12,12,6.900442874459805,4.079938671297089,12.915319686568118,66.66666666666666
no_overheat,tier1_veto_passed,discovery,20241129,10,excess_eligible,12,12,1.6511800963057137,-1.1693241068570015,12.915319686568118,50.0
no_overheat,tier1_veto_passed,discovery,20241129,20,close,12,12,-2.985672294328794,-4.5238565526283026,6.550690336930881,33.33333333333333
no_overheat,tier1_veto_passed,discovery,20241129,20,t1,12,12,-3.4443471095901423,-4.492407599854414,6.364472316231551,33.33333333333333
no_overheat,tier1_veto_passed,discovery,20241129,20,t1_net,12,12,-3.6043471095901416,-4.652407599854414,6.364472316231551,33.33333333333333
no_overheat,tier1_veto_passed,discovery,20241129,20,excess_csi300,12,12,-4.2903910164183285,-5.338451506682601,6.364472316231551,25.0
no_overheat,tier1_veto_passed,discovery,20241129,20,excess_csi1000,12,12,-1.1945652614084883,-2.242625751672761,6.364472316231551,33.33333333333333
no_overheat,tier1_veto_passed,discovery,20241129,20,excess_eligible,12,12,-0.13001962042801565,-1.1780801106922882,6.364472316231551,33.33333333333333
no_overheat,tier1_veto_passed,discovery,20241231,5,close,3,3,0.37836889758443587,-1.155624036979963,6.367032439283458,33.33333333333333
no_overheat,tier1_veto_passed,discovery,20241231,5,t1,3,3,0.39594598720784635,-1.3076923076922986,6.1476461052752,33.33333333333333
no_overheat,tier1_veto_passed,discovery,20241231,5,t1_net,3,3,0.2359459872078462,-1.4676923076922985,6.1476461052752,33.33333333333333
no_overheat,tier1_veto_passed,discovery,20241231,5,excess_csi300,3,3,1.2120893013864433,-0.49154899351370185,6.1476461052752,33.33333333333333
no_overheat,tier1_veto_passed,discovery,20241231,5,excess_csi1000,3,3,2.7300433246818745,1.0264050297817295,6.1476461052752,66.66666666666666
no_overheat,tier1_veto_passed,discovery,20241231,5,excess_eligible,3,3,1.9789486457369012,0.2753103508367558,6.1476461052752,66.66666666666666
no_overheat,tier1_veto_passed,discovery,20241231,10,close,3,3,-0.6306748623218669,0.8474576271186418,7.53762895719899,66.66666666666666
no_overheat,tier1_veto_passed,discovery,20241231,10,t1,3,3,-0.6182021485269619,0.6923076923077032,7.266426479113212,66.66666666666666
no_overheat,tier1_veto_passed,discovery,20241231,10,t1_net,3,3,-0.778202148526962,0.5323076923077031,7.266426479113212,66.66666666666666
no_overheat,tier1_veto_passed,discovery,20241231,10,excess_csi300,3,3,0.019669032967558547,1.3301788738022235,7.266426479113212,66.66666666666666
no_overheat,tier1_veto_passed,discovery,20241231,10,excess_csi1000,3,3,-0.24701412640068288,1.0634957144339818,7.266426479113212,66.66666666666666
no_overheat,tier1_veto_passed,discovery,20241231,10,excess_eligible,3,3,-1.6804148283479565,-0.3699049875132918,7.266426479113212,33.33333333333333
no_overheat,tier1_veto_passed,discovery,20241231,20,close,3,3,-1.2067881877143176,-0.15408320493065508,4.169789664247303,33.33333333333333
no_overheat,tier1_veto_passed,discovery,20241231,20,t1,3,3,-1.1881916756880884,-0.3076923076922977,3.890490380079274,33.33333333333333
no_overheat,tier1_veto_passed,discovery,20241231,20,t1_net,3,3,-1.3481916756880885,-0.46769230769229775,3.890490380079274,33.33333333333333
no_overheat,tier1_veto_passed,discovery,20241231,20,excess_csi300,3,3,-1.7754659974650533,-0.8949666294692626,3.890490380079274,33.33333333333333
no_overheat,tier1_veto_passed,discovery,20241231,20,excess_csi1000,3,3,-5.410046817122005,-4.529547449126214,3.890490380079274,0.0
no_overheat,tier1_veto_passed,discovery,20241231,20,excess_eligible,3,3,-4.760315229484964,-3.879815861489173,3.8904903800792745,0.0
no_overheat,tier1_veto_passed,validation,20250331,5,close,9,9,-13.029663889672271,-12.352145995268671,9.11725053865638,11.11111111111111
no_overheat,tier1_veto_passed,validation,20250331,5,t1,9,9,-12.97563607733473,-11.680572109654342,9.133983906363706,11.11111111111111
no_overheat,tier1_veto_passed,validation,20250331,5,t1_net,9,9,-13.13563607733473,-11.840572109654342,9.133983906363706,11.11111111111111
no_overheat,tier1_veto_passed,validation,20250331,5,excess_csi300,9,9,-6.881388347690232,-5.586324380009845,9.133983906363706,22.22222222222222
no_overheat,tier1_veto_passed,validation,20250331,5,excess_csi1000,9,9,-1.3218811782486415,-0.026817210568253813,9.133983906363706,44.44444444444444
no_overheat,tier1_veto_passed,validation,20250331,5,excess_eligible,9,9,-3.515409369938996,-2.2203454022586087,9.133983906363706,33.33333333333333
no_overheat,tier1_veto_passed,validation,20250331,10,close,9,9,-8.338280158512552,-8.376736111111116,7.648992611981994,11.11111111111111
no_overheat,tier1_veto_passed,validation,20250331,10,t1,9,9,-8.281324443782843,-8.851468048359246,7.6721806046461865,11.11111111111111
no_overheat,tier1_veto_passed,validation,20250331,10,t1_net,9,9,-8.441324443782843,-9.011468048359246,7.6721806046461865,11.11111111111111
no_overheat,tier1_veto_passed,validation,20250331,10,excess_csi300,9,9,-5.028763362495402,-5.598906967071804,7.6721806046461865,22.22222222222222
no_overheat,tier1_veto_passed,validation,20250331,10,excess_csi1000,9,9,-2.7624156800921336,-3.3325592846685357,7.6721806046461865,33.33333333333333
no_overheat,tier1_veto_passed,validation,20250331,10,excess_eligible,9,9,-4.149984337478425,-4.720127942054827,7.672180604646187,22.22222222222222
no_overheat,tier1_veto_passed,validation,20250331,20,close,9,9,-7.262570819753326,-7.03125,7.712752384013983,11.11111111111111
no_overheat,tier1_veto_passed,validation,20250331,20,t1,9,9,-7.205680352809797,-7.512953367875641,7.721740110747188,11.11111111111111
no_overheat,tier1_veto_passed,validation,20250331,20,t1_net,9,9,-7.365680352809798,-7.672953367875641,7.721740110747189,11.11111111111111
no_overheat,tier1_veto_passed,validation,20250331,20,excess_csi300,9,9,-4.309164146670522,-4.616437161736364,7.721740110747189,22.22222222222222
no_overheat,tier1_veto_passed,validation,20250331,20,excess_csi1000,9,9,-1.5166713006576036,-1.8239443157234465,7.721740110747188,33.33333333333333
no_overheat,tier1_veto_passed,validation,20250331,20,excess_eligible,9,9,-2.832062676984942,-3.1393356920507847,7.721740110747188,33.33333333333333
no_overheat,tier1_veto_passed,validation,20250430,5,close,15,15,2.2448075535790317,1.477832512315258,2.6742323718092496,86.66666666666667
no_overheat,tier1_veto_passed,validation,20250430,5,t1,15,15,1.9007706928815762,1.477832512315258,2.538820959368594,86.66666666666667
no_overheat,tier1_veto_passed,validation,20250430,5,t1_net,15,15,1.7407706928815763,1.317832512315258,2.538820959368594,86.66666666666667
no_overheat,tier1_veto_passed,validation,20250430,5,excess_csi300,15,15,-0.25404843162128393,-0.6769866121876023,2.538820959368594,33.33333333333333
no_overheat,tier1_veto_passed,validation,20250430,5,excess_csi1000,15,15,0.8432690741078389,0.42033089354152064,2.538820959368594,60.0
no_overheat,tier1_veto_passed,validation,20250430,5,excess_eligible,15,15,-0.10889149071772748,-0.5318296712840458,2.538820959368594,40.0
no_overheat,tier1_veto_passed,validation,20250430,10,close,15,15,4.792255021726119,3.4554973821989465,5.912340288477076,86.66666666666667
no_overheat,tier1_veto_passed,validation,20250430,10,t1,15,15,4.424042665604365,3.563941299790363,5.477801773342505,86.66666666666667
no_overheat,tier1_veto_passed,validation,20250430,10,t1_net,15,15,4.264042665604365,3.403941299790363,5.477801773342505,86.66666666666667
no_overheat,tier1_veto_passed,validation,20250430,10,excess_csi300,15,15,2.6227524922298966,1.7626511264158928,5.477801773342506,66.66666666666666
no_overheat,tier1_veto_passed,validation,20250430,10,excess_csi1000,15,15,4.5483306685595295,3.688229302745527,5.477801773342505,86.66666666666667
no_overheat,tier1_veto_passed,validation,20250430,10,excess_eligible,15,15,1.6644960996132028,0.8043947337992003,5.477801773342505,53.333333333333336
no_overheat,tier1_veto_passed,validation,20250430,20,close,15,15,7.254742485001234,3.8709677419354716,13.024462759249031,86.66666666666667
no_overheat,tier1_veto_passed,validation,20250430,20,t1,15,15,6.899636936374196,3.5641547861507084,12.999988520984171,86.66666666666667
no_overheat,tier1_veto_passed,validation,20250430,20,t1_net,15,15,6.739636936374197,3.404154786150708,12.999988520984171,80.0
no_overheat,tier1_veto_passed,validation,20250430,20,excess_csi300,15,15,5.758247516631861,2.422765366408375,12.999988520984171,73.33333333333333
no_overheat,tier1_veto_passed,validation,20250430,20,excess_csi1000,15,15,7.438482090566809,4.102999940343322,12.999988520984171,86.66666666666667
no_overheat,tier1_veto_passed,validation,20250430,20,excess_eligible,15,15,4.585625922618937,1.2501437723954507,12.999988520984171,60.0
no_overheat,tier1_veto_passed,validation,20250530,5,close,15,15,4.913562001567727,4.5395590142671916,7.059267806871982,80.0
no_overheat,tier1_veto_passed,validation,20250530,5,t1,15,15,5.734915617904917,4.947916666666674,7.489385169404748,80.0
no_overheat,tier1_veto_passed,validation,20250530,5,t1_net,15,15,5.574915617904917,4.787916666666674,7.489385169404748,80.0
no_overheat,tier1_veto_passed,validation,20250530,5,excess_csi300,15,15,4.872166645140635,4.085167693902392,7.489385169404748,73.33333333333333
no_overheat,tier1_veto_passed,validation,20250530,5,excess_csi1000,15,15,3.281439553311688,2.4944406020734444,7.489385169404748,66.66666666666666
no_overheat,tier1_veto_passed,validation,20250530,5,excess_eligible,15,15,3.063642263478307,2.2766433122400636,7.489385169404749,66.66666666666666
no_overheat,tier1_veto_passed,validation,20250530,10,close,15,15,5.220897402641232,4.357798165137594,9.779305491154346,73.33333333333333
no_overheat,tier1_veto_passed,validation,20250530,10,t1,15,15,6.02206161227845,4.8387096774193505,9.902630438267918,80.0
no_overheat,tier1_veto_passed,validation,20250530,10,t1_net,15,15,5.86206161227845,4.67870967741935,9.902630438267918,80.0
no_overheat,tier1_veto_passed,validation,20250530,10,excess_csi300,15,15,5.456580610619243,4.273228675760143,9.902630438267918,80.0
no_overheat,tier1_veto_passed,validation,20250530,10,excess_csi1000,15,15,4.7465635790540075,3.563211644194908,9.902630438267918,80.0
no_overheat,tier1_veto_passed,validation,20250530,10,excess_eligible,15,15,3.848670487337595,2.665318552478495,9.902630438267918,60.0
no_overheat,tier1_veto_passed,validation,20250530,20,close,15,15,7.929889600622656,4.126984126984112,12.236770729119542,80.0
no_overheat,tier1_veto_passed,validation,20250530,20,t1,15,15,8.780170441878996,4.697156983930806,12.627313744423843,80.0
