ts_code,symbol,name,list_date,delist_date,market,list_status,avg_amount_20d,pct_20d,l2_name,l1_name,l2_code,l1_code,close,pe,pe_ttm,pb,turnover_rate,total_mv,circ_mv,avg_amount_5d,vol_confirm,limit_20d,limit_10d,is_lock,is_breakout,high_20d,low_20d,pct_5d,pct_60d,drawdown_20d,has_crash_veto,pct_20d_n,market_med_20d,q0_dt_yoy,q1_dt_yoy,q0_profit_dedt,q0_dt_profit_ratio,q0_net_income,ttm_net_income,ttm_profit_dedt,ttm_ocf_ratio,roe,reduce_deduct,total_mv_n,avg_amt_5d_n,l1_leader,l1_score,l1_flag,itf_adj,l2_pe_mkt_pct,q0_dt_yoy_n,q1_dt_yoy_n,ind_med,esp_raw,l2_flags,pe_n,pb_n,roe_n,peg_n,pe_mean,val_bonus,val_penalty,close_n,high_20d_n,vol_shrink,reduce_penalty,cat_score,cat_flag,mom_rank,l4_mom_ok,l4_rel_ok,l4_score,ind_mom_cnt,alpha_excess,alpha_flag,pct_5d_n,l4_flag,big_ratio,chasing_high,overheat_flag,z_group,esp_raw_w,esp_z,esp_score,egs_base,mult,deduct,final_score,tier,entry_flag,cninfo_flag,run_date
000807.SZ,000807,云铝股份,19980408,,主板,L,1551090104.25,1.6879374228077504,工业金属,有色金属,801055.SI,240000,24.7,19.4164,17.1663,2.7444,0.9167,8565854.7904,8565764.996,1213576476.1999998,True,0,0,False,False,27.44,22.29,6.373815676141259,27.385250128932427,-9.985422740524786,False,1.6879374228077504,-2.8142232363567277,18.93,15.4,4379165045.33,99.5678,,,12362627450.86,112.2752,14.5054,0,8565854.7904,1213576476.1999998,1.0,1.5,PASS,False,0.24,18.93,15.4,9.05,18.93,,19.4164,2.7444,14.5054,1.0256946645536187,61.347114285714284,10.0,0.0,24.7,27.44,True,0,50.0,,0.7837837837837838,1,1,100.0,12,4.950893276934432,False,6.373815676141259,,0.0011216763198970293,False,False,工业金属,18.93,0.013890395362486353,50.0,75.0,1.0,0.0,85.0,Tier1,可直接观察,回测跳过,20251128
000963.SZ,000963,华东医药,20000127,,主板,L,338846023.29999995,0.8645533141210304,化学制药,医药生物,801151.SI,370000,42.0,20.9757,19.9229,3.0526,0.3474,7366888.4016,7358821.0626,262764071.4,True,0,0,False,False,43.78,39.83,2.0160310905999568,-5.191873589164775,-4.06578346276839,False,0.8645533141210304,-2.8142232363567277,8.53,8.4,2693515147.85,98.0203,,,7806929430.549999,77.9222,11.6455,0,7366888.4016,262764071.4,1.0,1.5,PASS,False,0.28,8.53,8.4,3.435,8.53,,20.9757,3.0526,11.6455,2.45905041031653,64.25856666666667,10.0,0.0,42.0,43.78,True,0,50.0,,0.7333333333333333,1,1,100.0,10,4.38301930009028,False,2.0160310905999568,,0.03340894362003146,False,False,化学制药,8.53,0.16076661683754484,50.0,75.0,1.0,0.0,85.0,Tier1,可直接观察,回测跳过,20251128
600660.SH,600660,福耀玻璃,19930610,,主板,L,493575199.90000004,-0.5734983398732463,汽车零部件,汽车,801093.SI,280000,65.88,22.9302,18.9287,5.1903,0.5393,17192990.3888,13195673.9552,484881951.6000001,True,0,0,False,False,68.73,63.51,3.4872761545711617,0.3350593968930893,-4.146660846791805,False,-0.5734983398732463,-2.8142232363567277,24.7,31.61,6921634077.0,97.9867,,,21061254496.0,115.3119,19.8511,0,17192990.3888,484881951.6000001,1.0,1.5,PASS,False,0.56,24.7,31.61,8.86,24.7,,22.9302,5.1903,19.8511,0.9283481781376518,128.08008771929826,10.0,0.0,65.88,68.73,False,0,50.0,,0.7258064516129032,1,1,100.0,19,6.147611611355719,True,3.4872761545711617,,0.007383157900598279,False,False,汽车零部件,24.7,0.29927432282807953,50.0,75.0,1.0,0.0,85.0,Tier1,可直接观察,回测跳过,20251128
600803.SH,600803,新奥股份,19940103,,主板,L,264291520.79999995,7.142857142857162,燃气,公用事业,801163.SI,410000,21.3,14.6818,14.8983,2.8465,0.3791,6596796.6029,6552662.9667,306367837.79999995,True,0,0,False,False,21.59,19.32,4.822834645669283,13.29787234042552,-1.3432144511347777,False,7.142857142857162,-2.8142232363567277,11.39,21.13,3280280000.0,95.7522,,,10394350000.0,74.7235,14.5164,0,6596796.6029,306367837.79999995,1.0,1.5,PASS,False,0.08,11.39,21.13,-6.27,23.93,,14.6818,2.8465,14.5164,1.28900790166813,57.74201428571428,0.0,0.0,21.3,21.59,False,0,50.0,,0.7777777777777778,1,1,100.0,3,8.197196153400554,True,4.822834645669283,,0.0072523611406825,False,False,燃气,23.93,0.03493757168483859,50.0,75.0,1.0,0.0,75.0,Tier1,可直接观察,回测跳过,20251128
002603.SZ,002603,以岭药业,20110728,,主板,L,958934745.65,4.243439419318817,中药,医药生物,801155.SI,370000,18.67,,,3.0573,2.5015,3119206.937,2570572.8617,818495330.8000001,True,0,0,False,False,21.58,17.3,3.206191265892766,13.980463980463998,-13.4847080630213,False,4.243439419318817,-2.8142232363567277,90.53,27.08,966453850.25,96.6063,,,1140369140.0500002,107.6588,9.5607,0,3119206.937,818495330.8000001,1.0,1.5,PASS,False,0.2,90.53,27.08,1.045,90.53,,,3.0573,9.5607,,199.58167142857144,0.0,0.0,18.67,21.58,False,0,50.0,,0.7727272727272727,1,1,100.0,7,4.739395208642394,False,3.206191265892766,,-0.01781175644050077,False,False,中药,90.53,0.18346718439581725,50.0,75.0,1.0,0.0,75.0,Tier1,可直接观察,回测跳过,20251128
600338.SH,600338,西藏珠峰,20001227,,主板,L,1332449268.9,2.402826855123674,工业金属,有色金属,801055.SI,240000,14.49,57.6936,29.6402,3.0401,6.4909,1324690.5334,1324690.5334,1023654857.2,True,0,0,False,False,17.48,13.42,5.3818181818181765,16.85483870967741,-17.105263157894733,False,2.402826855123674,-2.8142232363567277,99.54,136.38,437208593.96,100.1546,,,1120779137.37,87.3935,10.8694,0,1324690.5334,1023654857.2,1.0,1.5,PASS,False,0.24,99.54,136.38,9.05,99.54,,57.6936,3.0401,10.8694,0.5796021699819168,61.347114285714284,0.0,0.0,14.49,17.48,True,0,50.0,,0.8378378378378378,1,1,100.0,12,5.665782709250355,True,5.3818181818181765,,-0.008615706496705212,False,False,工业金属,99.54,0.5781155252037696,50.0,75.0,1.0,0.0,75.0,Tier1,可直接观察,回测跳过,20251128
002482.SZ,002482,广田集团,20100929,,主板,L,166128825.05,-0.5347593582887722,装修装饰,建筑装饰,801722.SI,620000,1.86,,,14.5385,1.6921,697678.9995,696302.123,121002656.8,True,0,0,False,False,2.02,1.8,2.19780219780219,5.084745762711873,-7.920792079207917,False,-0.5347593582887722,-2.8142232363567277,44.88,38.53,-97245966.16,,,,-405549853.41999996,,-18.0867,0,697678.9995,121002656.8,1.0,1.5,PASS,False,,44.88,38.53,-3.4907,51.861399999999996,,,14.5385,-18.0867,,,0.0,0.0,1.86,2.02,True,0,50.0,,0.75,1,1,100.0,2,1.3331770362348727,False,2.19780219780219,,0.01789357210051645,False,False,装修装饰,51.861399999999996,0.42764520766542485,50.0,75.0,1.0,0.0,75.0,Tier1,可直接观察,回测跳过,20251128
002864.SZ,002864,盘龙药业,20171116,,主板,L,378634918.25000006,10.670926517571889,中药,医药生物,801155.SI,370000,34.64,30.6105,30.551,2.1863,13.8535,368157.2454,256996.6818,418722097.20000005,True,2,0,False,False,42.88,30.46,5.0970873786407855,16.632996632996644,-19.21641791044777,False,10.670926517571889,-2.8142232363567277,2.33,4.19,82470089.55,91.8315,,,276685745.81,82.5982,5.4113,0,368157.2454,418722097.20000005,1.0,1.5,PASS,False,0.2,2.33,4.19,1.045,2.33,,30.6105,2.1863,5.4113,13.137553648068668,199.58167142857144,0.0,0.0,34.64,42.88,False,0,50.0,,0.9090909090909091,1,1,100.0,7,11.166882306895467,True,5.0970873786407855,,-0.0004559826086088398,False,False,中药,2.33,-0.22902136162455006,32.0,71.4,1.0,0.0,71.4,Tier1,可直接观察,回测跳过,20251128
600219.SH,600219,南山铝业,19991223,,主板,L,1752146652.8999999,0.0,工业金属,有色金属,801055.SI,240000,4.71,11.3252,10.6997,1.0516,1.2113,5470038.9694,5470038.9694,846876695.8000001,True,1,0,False,False,5.45,4.52,-1.2578616352201144,16.009852216748776,-13.577981651376147,False,0.0,-2.8142232363567277,10.02,21.04,3750747221.5,99.4248,,,12964924894.689999,115.8095,7.3728,0,5470038.9694,846876695.8000001,1.0,1.5,PASS,False,0.24,10.02,21.04,9.05,0.9699999999999989,,11.3252,1.0516,7.3728,1.1302594810379243,61.347114285714284,0.0,0.0,4.71,5.45,True,0,50.0,,0.7297297297297297,1,1,100.0,12,3.262955854126681,False,-1.2578616352201144,,0.017177021940100106,False,False,工业金属,0.9699999999999989,-0.11181960751494135,32.0,71.4,1.0,0.0,71.4,Tier1,可直接观察,回测跳过,20251128
002595.SZ,002595,豪迈科技,20110628,,主板,L,235205986.94999996,4.970269858210075,专用设备,机械设备,801074.SI,640000,68.85,27.3836,23.1154,4.8369,0.3956,5508000.0,5470575.6255,171408397.20000002,False,0,0,False,False,72.47,64.31,3.955911218481045,14.864864864864868,-4.995170415344285,False,4.970269858210075,-2.8142232363567277,27.83,27.82,1722679490.34,96.3263,,,5271520373.82,26.4578,16.8187,0,5508000.0,171408397.20000002,1.0,1.5,PASS,False,0.68,27.83,27.82,1.47,27.83,,27.3836,4.8369,16.8187,0.9839597556593606,69.22317916666667,0.0,0.0,68.85,72.47,True,0,50.0,,0.875,1,1,85.0,10,9.169075250381548,True,3.955911218481045,,0.014701847441656738,False,False,专用设备,27.83,0.19920518262819342,50.0,67.5,1.0,0.0,67.5,Tier1,可直接观察,回测跳过,20251128
