ts_code,symbol,name,list_date,delist_date,market,list_status,avg_amount_20d,pct_20d,l2_name,l1_name,l2_code,l1_code,close,pe,pe_ttm,pb,turnover_rate,total_mv,circ_mv,avg_amount_5d,vol_confirm,limit_20d,limit_10d,is_lock,is_breakout,high_20d,low_20d,pct_5d,pct_60d,drawdown_20d,has_crash_veto,pct_20d_n,market_med_20d,q0_dt_yoy,q1_dt_yoy,q0_profit_dedt,q0_dt_profit_ratio,q0_net_income,ttm_net_income,ttm_profit_dedt,ttm_ocf_ratio,roe,reduce_deduct,total_mv_n,avg_amt_5d_n,l1_leader,l1_score,l1_flag,itf_adj,l2_pe_mkt_pct,q0_dt_yoy_n,q1_dt_yoy_n,ind_med,esp_raw,l2_flags,pe_n,pb_n,roe_n,peg_n,pe_mean,val_bonus,val_penalty,close_n,high_20d_n,vol_shrink,reduce_penalty,cat_score,cat_flag,mom_rank,l4_mom_ok,l4_rel_ok,l4_score,ind_mom_cnt,alpha_excess,alpha_flag,pct_5d_n,l4_flag,big_ratio,chasing_high,overheat_flag,z_group,esp_raw_w,low_base_growth_flag,esp_z,esp_score,egs_base,mult,deduct,final_score,tier,downgrade_reasons,score_penalty_reasons,entry_flag,cninfo_flag,run_date
000338.SZ,000338,潍柴动力,20070430,,主板,L,1090721277.2999997,0.8836524300441795,汽车零部件,汽车,801093.SI,280000,13.7,13.2633,10.954,1.4376,1.7534,11955382.8448,6825540.5694,1362787260.2,True,0,0,False,False,14.15,13.07,-2.1428571428571463,-5.386740331491724,-3.180212014134287,False,0.8836524300441795,-4.007873539428186,36.73,51.75,7710141105.87,91.7763,,,23613404733.379997,107.6645,10.1375,0,11955382.8448,1362787260.2,1.0,1.5,PASS,False,0.4,36.73,51.75,10.71,36.73,,13.2633,1.4376,10.1375,0.361102640893003,108.38983272727273,10.0,0.0,13.7,14.15,False,0,50.0,,0.7,1,1,100.0,19,3.5849587389891746,False,-2.1428571428571463,,-0.00772179206134065,False,False,汽车零部件,36.73,False,0.20835862745824205,50.0,75.0,1.0,0.0,85.0,Tier1,,,可直接观察,回测跳过,20241231
601717.SH,601717,中创智领,20100803,,主板,L,360078799.8,1.2480499219968744,专用设备,机械设备,801074.SI,640000,12.98,7.0784,5.9954,1.0534,2.094,2317449.1091,2001731.1175,384898039.2,False,0,0,False,False,13.38,12.55,-1.6666666666666607,1.485535574667729,-2.9895366218236186,False,1.2480499219968744,-4.007873539428186,26.66,29.25,2773484160.75,90.6757,,,8664377338.98,58.9559,14.4356,0,2317449.1091,384898039.2,1.0,1.5,PASS,False,0.8,26.66,29.25,-2.38,31.419999999999998,,7.0784,1.0534,14.4356,0.26550637659414855,60.78957096774193,10.0,0.0,12.98,13.38,False,0,50.0,,0.7567567567567568,1,1,85.0,12,7.9147165886635396,True,-1.6666666666666607,,-0.04462883557127249,False,False,专用设备,31.419999999999998,False,0.1906014870339362,50.0,67.5,1.0,0.0,77.5,Tier1,,,可直接观察,回测跳过,20241231
600694.SH,600694,大商股份,19931122,,主板,L,574802372.15,12.165036154827735,一般零售,商业贸易,801203.SI,450000,26.37,16.3429,14.0842,0.9553,4.0127,825519.6297,825519.6297,392761152.2,True,2,0,False,False,29.77,20.86,4.684398570861448,44.177145981410625,-11.420893516963382,False,12.165036154827735,-4.007873539428186,24.39,19.11,489665903.03,92.1741,,,1561088716.3899999,69.711,6.2362,0,825519.6297,392761152.2,1.0,1.5,PASS,False,0.6,24.39,19.11,-19.95,64.29,ESP-Q,16.3429,0.9553,6.2362,0.6700656006560065,83.46572941176471,10.0,0.0,26.37,29.77,True,0,50.0,,0.7692307692307693,1,1,100.0,12,11.287843172371591,True,4.684398570861448,,-0.020877573536039043,False,False,一般零售,64.29,False,0.9231424245507962,50.0,75.0,0.7,0.0,62.5,Tier1,,,可直接观察,回测跳过,20241231
600398.SH,600398,海澜之家,20001228,,主板,L,558647902.8000001,22.549019607843146,服装家纺,纺织服装,801132.SI,350000,7.5,12.2023,14.9587,2.1501,5.2741,3602077.722,3602077.722,853130311.8000001,True,1,1,False,False,7.85,6.05,12.781954887218049,14.32926829268293,-4.458598726114649,False,22.549019607843146,-4.007873539428186,-21.34,-9.26,1748824621.07,91.6736,,,6844598922.59,1.0941,11.6311,0,3602077.722,853130311.8000001,1.0,1.5,PASS,False,0.2,-21.34,-9.26,-25.6,-10.67,,12.2023,2.1501,11.6311,,56.55354705882353,10.0,0.0,7.5,7.85,False,0,50.0,,0.9473684210526315,1,1,100.0,6,26.28152349586802,True,12.781954887218049,OVERHEAT,0.00031458266105423446,True,True,服装家纺,-10.67,False,0.005658149105848122,50.0,75.0,1.0,0.0,85.0,Tier2,chasing_high|overheat|esp_raw_non_positive,,追高风险，周一确认,未检查,20241231
600814.SH,600814,杭州解百,19940114,,主板,L,282770421.65000004,11.875843454790802,一般零售,商业贸易,801203.SI,450000,8.29,23.4169,24.6933,1.6864,6.6873,609402.5407,604748.9907,322192583.1999999,True,3,0,False,False,9.99,7.19,4.804045512010102,28.92690513219285,-17.01701701701702,False,11.875843454790802,-4.007873539428186,-12.12,1.13,223586268.27,93.4332,,,810660220.88,128.1872,6.7505,0,609402.5407,322192583.1999999,1.0,1.5,PASS,False,0.6,-12.12,1.13,-19.95,-6.06,,23.4169,1.6864,6.7505,,83.46572941176471,10.0,0.0,8.29,9.99,False,0,50.0,,0.7435897435897436,1,1,100.0,12,10.99865047233466,True,4.804045512010102,,0.0014026703717798157,False,False,一般零售,-6.06,False,0.04988515379958877,50.0,75.0,1.0,0.0,85.0,Tier2,esp_raw_non_positive,,可直接观察,未检查,20241231
603587.SH,603587,地素时尚,20180622,,主板,L,156858062.6,3.0253475061324586,服装家纺,纺织服装,801132.SI,350000,12.6,12.1768,16.7425,1.6522,1.1363,601084.6153,597356.9116,93055845.6,True,2,0,False,False,15.4,12.17,-2.0979020979020935,7.508532423208192,-18.181818181818187,False,3.0253475061324586,-4.007873539428186,-32.44,-25.85,238255485.0,85.4003,,,959119682.75,49.0586,7.5571,0,601084.6153,93055845.6,1.0,1.5,PASS,False,0.2,-32.44,-25.85,-25.6,-16.22,,12.1768,1.6522,7.5571,,56.55354705882353,10.0,0.0,12.6,15.4,True,0,50.0,,0.7368421052631579,1,1,100.0,6,6.757851394157333,True,-2.0979020979020935,,-0.006417973032541968,False,False,服装家纺,-16.22,False,-0.0768834325793819,32.0,71.4,1.0,0.0,81.4,Tier2,esp_raw_non_positive,,可直接观察,未检查,20241231
002851.SZ,002851,麦格米特,20170306,,主板,L,1914699833.2000003,49.90243902439025,电源设备,电气设备,801733.SI,630000,61.46,53.2853,60.1162,6.3814,8.0268,3353367.9023,2805519.3624,2674871366.3999996,True,4,3,False,True,66.18,39.55,7.447552447552441,117.94326241134753,-7.132064067694177,False,49.90243902439025,-4.007873539428186,18.1,18.63,362790634.84,88.2387,,,999943255.0899999,67.6596,8.9641,0,3353367.9023,2674871366.3999996,1.0,1.5,PASS,False,1.0,18.1,18.63,0.32,18.1,,53.2853,6.3814,8.9641,2.943939226519337,77.45681111111111,0.0,0.0,61.46,66.18,False,0,50.0,,1.0,1,1,100.0,3,44.809846431797645,True,7.447552447552441,突破型,-0.0019420784334762448,True,False,电源设备,18.1,False,0.29906963196331876,50.0,75.0,1.0,0.0,75.0,Tier2,chasing_high,,追高风险，周一确认,未检查,20241231
600828.SH,600828,茂业商业,19940224,,主板,L,213400678.45000002,25.574712643678165,一般零售,商业贸易,801203.SI,450000,4.37,149.1398,408.117,1.0635,2.4393,756876.3726,756604.3991,187214556.6,True,4,0,False,False,5.09,3.41,4.047619047619055,52.26480836236933,-14.145383104125731,False,25.574712643678165,-4.007873539428186,20.51,20.75,133042024.36,86.4554,,,282702042.65,423.6333,2.1857,0,756876.3726,187214556.6,1.0,1.5,PASS,False,0.6,20.51,20.75,-19.95,60.41,,149.1398,1.0635,2.1857,7.2715650901999025,83.46572941176471,0.0,0.0,4.37,5.09,False,0,50.0,,0.9230769230769231,1,1,100.0,12,24.69751966122202,True,4.047619047619055,,-0.005594863989211102,True,False,一般零售,60.41,False,0.8749798344937287,50.0,75.0,1.0,0.0,75.0,Tier2,chasing_high,,追高风险，周一确认,未检查,20241231
600177.SH,600177,雅戈尔,19981119,,主板,L,457720395.9999999,12.51580278128952,服装家纺,纺织服装,801132.SI,350000,8.9,11.983,12.6503,1.0217,0.8679,4114863.2928,4114863.2928,318744711.8,True,0,0,False,False,9.96,7.81,2.5345622119815836,16.492146596858646,-10.642570281124497,False,12.51580278128952,-4.007873539428186,-3.37,-6.11,2449209789.15,97.5032,,,8375367698.89,26.6383,6.2834,0,4114863.2928,318744711.8,1.0,1.5,PASS,False,0.2,-3.37,-6.11,-25.6,-1.685,,11.983,1.0217,6.2834,,56.55354705882353,0.0,0.0,8.9,9.96,True,0,50.0,,0.8421052631578947,1,1,100.0,6,16.248306669314392,True,2.5345622119815836,,-0.0023351916229388857,False,False,服装家纺,-1.685,False,0.13928627729355836,50.0,75.0,1.0,0.0,75.0,Tier2,esp_raw_non_positive,,可直接观察,未检查,20241231
600785.SH,600785,新华百货,19970108,,主板,L,326335209.75,6.6938775510204,一般零售,商业贸易,801203.SI,450000,13.07,21.6681,27.6019,1.3267,13.2233,294900.083,294900.083,397135796.0,False,2,1,False,False,15.26,11.5,3.8950715421303572,27.512195121951223,-14.351245085190033,False,6.6938775510204,-4.007873539428186,-20.22,-11.07,99651433.43,91.4881,,,378390445.16,470.8953,4.9716,0,294900.083,397135796.0,1.0,1.5,PASS,False,0.6,-20.22,-11.07,-19.95,-10.11,,21.6681,1.3267,4.9716,,83.46572941176471,10.0,0.0,13.07,15.26,False,0,50.0,,0.717948717948718,1,1,85.0,12,5.8166845685642565,True,3.8950715421303572,,0.006942864380395814,False,False,一般零售,-10.11,False,-0.00038765283214384016,32.0,63.9,1.0,0.0,73.9,Tier2,esp_raw_non_positive,,可直接观察,未检查,20241231
