ts_code,symbol,name,list_date,delist_date,market,list_status,avg_amount_20d,pct_20d,l2_name,l1_name,l2_code,l1_code,close,pe,pe_ttm,pb,turnover_rate,total_mv,circ_mv,avg_amount_5d,vol_confirm,limit_20d,limit_10d,is_lock,is_breakout,high_20d,low_20d,pct_5d,pct_60d,drawdown_20d,has_crash_veto,pct_20d_n,market_med_20d,q0_dt_yoy,q1_dt_yoy,q0_profit_dedt,q0_dt_profit_ratio,q0_net_income,ttm_net_income,ttm_profit_dedt,ttm_ocf_ratio,roe,reduce_deduct,total_mv_n,avg_amt_5d_n,l1_leader,l1_score,l1_flag,itf_adj,l2_pe_mkt_pct,q0_dt_yoy_n,q1_dt_yoy_n,ind_med,esp_raw,l2_flags,pe_n,pb_n,roe_n,peg_n,pe_mean,val_bonus,val_penalty,close_n,high_20d_n,vol_shrink,reduce_penalty,cat_score,cat_flag,mom_rank,l4_mom_ok,l4_rel_ok,l4_score,ind_mom_cnt,alpha_excess,alpha_flag,pct_5d_n,l4_flag,big_ratio,chasing_high,overheat_flag,z_group,esp_raw_w,low_base_growth_flag,esp_z,esp_score,egs_base,mult,deduct,final_score,tier,downgrade_reasons,score_penalty_reasons,entry_flag,cninfo_flag,run_date
002772.SZ,002772,众兴菌业,20150626,,主板,L,190392626.8,12.317167051578126,种植业,农林牧渔,801016.SI,110000,14.59,44.8131,23.5402,1.6917,2.5094,573739.1428,569207.6259,206086226.8,True,1,1,False,False,15.26,11.98,-2.733333333333332,41.10251450676983,-4.390563564875494,False,12.317167051578126,2.5613660618996725,181.09,166.06,184003969.51,90.0442,,,375837411.1,144.2359,6.0921,0,573739.1428,206086226.8,1.0,1.5,PASS,False,0.673469387755102,181.09,166.06,6.76315,181.09,,44.8131,1.6917,6.0921,0.24746313987520016,98.7229,10.0,0.0,14.59,15.26,False,0,50.0,,1.0,1,1,100.0,2,10.312085301688601,True,-2.733333333333332,,-0.03507613923781913,False,False,种植业,181.09,False,1.0740442635030008,68.0,78.6,1.0,0.0,88.6,Tier1,,,可直接观察,回测跳过,20251231
000612.SZ,000612,焦作万方,19960926,,主板,L,517880971.7,11.425682507583401,工业金属,有色金属,801055.SI,240000,11.02,22.3171,13.5915,1.8783,4.3832,1313803.7322,1312944.9987,692298773.5999999,True,0,0,False,False,11.21,9.6,7.6171875,22.3085460599334,-1.6949152542372947,False,11.425682507583401,2.5613660618996725,67.04,42.29,908296891.45,100.2623,,,2221295459.24,52.5482,13.6957,0,1313803.7322,692298773.5999999,1.0,1.5,PASS,False,0.2653061224489796,67.04,42.29,9.05,67.04,,22.3171,1.8783,13.6957,0.33289230310262524,65.53896875000001,10.0,0.0,11.02,11.21,False,0,50.0,,0.7352941176470589,1,1,100.0,11,3.4726093043875537,False,7.6171875,,-0.010135233514777157,False,False,工业金属,67.04,False,0.4893536617229551,50.0,75.0,1.0,0.0,85.0,Tier1,,,可直接观察,回测跳过,20251231
603501.SH,603501,豪威集团,20170504,,主板,L,1577780612.6000001,5.35564853556485,半导体,电子,801081.SI,270000,125.9,45.8179,36.6181,5.641,0.7381,15226397.6064,15226397.6064,1443274596.2,True,0,0,False,False,129.57,117.7,-0.9675135687878478,-16.077856285828563,-2.832445782202664,False,5.35564853556485,2.5613660618996725,33.45,42.21,3060088730.12,95.3236,,,8916268959.23,75.7211,12.3686,0,15226397.6064,1443274596.2,1.0,1.5,PASS,False,0.6326530612244898,33.45,42.21,11.59,33.45,,45.8179,5.641,12.3686,1.369742899850523,135.17948235294116,10.0,0.0,125.9,129.57,False,0,50.0,,0.75,1,1,100.0,7,3.554538380450134,False,-0.9675135687878478,,-0.005717629895239617,False,False,半导体,33.45,False,0.44442763585653056,50.0,75.0,1.0,0.0,85.0,Tier1,,,可直接观察,回测跳过,20251231
002769.SZ,002769,普路通,20150629,,主板,L,390568250.34999996,14.970645792563598,物流,交通运输,801178.SI,420000,11.75,,,3.7078,8.555,438648.7135,438287.0203,477976161.8000001,True,4,2,False,True,14.23,9.49,4.910714285714302,33.979475484606624,-17.4279690794097,False,14.970645792563598,2.5613660618996725,193.8,156.62,45203782.61,125.5937,,,13723153.939999994,410.5814,3.091,0,438648.7135,477976161.8000001,1.0,1.5,PASS,False,0.061224489795918366,193.8,156.62,-19.6,233.0,,,3.7078,3.091,,16.489342857142855,0.0,0.0,11.75,14.23,False,0,50.0,,0.8888888888888888,1,1,100.0,3,13.755643151253505,True,4.910714285714302,突破型,0.006491599915778214,False,False,物流,200.0,True,1.6985172586599955,68.0,78.6,1.0,0.0,78.6,Tier1,,esp_raw_cap_200,可直接观察,回测跳过,20251231
600160.SH,600160,巨化股份,19980626,,主板,L,754297798.6999999,12.701672044587852,化学制品,化工,801034.SI,220000,38.42,52.9331,26.2587,5.0759,0.5607,10372424.4432,10372424.4432,771007008.4,True,0,0,False,False,38.79,33.58,0.5232862375719627,-7.510832932113621,-0.9538540861046552,False,12.701672044587852,2.5613660618996725,170.13,155.23,3199130774.76,98.492,,,7917376519.16,86.8881,16.9942,0,10372424.4432,771007008.4,1.0,1.5,PASS,False,0.46938775510204084,170.13,155.23,3.315,170.13,,52.9331,5.0759,16.9942,0.31113325104331985,63.78618888888889,0.0,0.0,38.42,38.79,False,0,50.0,,0.8,1,1,100.0,8,5.41734844606485,True,0.5232862375719627,,-0.011192803842154531,False,False,化学制品,170.13,False,1.364200382636386,68.0,78.6,1.0,0.0,78.6,Tier1,,,可直接观察,回测跳过,20251231
600673.SH,600673,东阳光,19930917,,主板,L,988126599.1,9.950980392156872,综合,综合,801231.SI,510000,22.43,180.0173,69.7336,6.933,1.2536,6750431.9973,6732494.4303,840645226.5999999,True,1,0,False,False,24.18,20.13,-1.1894273127753263,-3.1519861830742624,-7.237386269644331,False,9.950980392156872,2.5613660618996725,171.77,165.51,787043503.26,86.918,,,1863115435.54,45.5313,9.5937,0,6750431.9973,840645226.5999999,1.0,1.5,PASS,False,0.5714285714285714,171.77,165.51,24.75,171.77,,180.0173,6.933,9.5937,1.0480136228677883,89.34452,0.0,0.0,22.43,24.18,False,0,50.0,,0.8,1,1,100.0,2,0.9914428199025327,False,-1.1894273127753263,,-0.01398105816907976,False,False,综合,171.77,False,1.3554028099626128,68.0,78.6,1.0,0.0,78.6,Tier1,,,可直接观察,回测跳过,20251231
600578.SH,600578,京能电力,20020510,,主板,L,270370044.1000001,8.74200426439231,电力,公用事业,801161.SI,410000,5.1,19.8137,9.8175,1.4369,0.6164,3414256.7177,3414256.7177,339028863.40000004,True,0,0,False,False,5.43,4.52,-2.111324376199619,18.881118881118873,-6.077348066298349,False,8.74200426439231,2.5613660618996725,123.46,116.56,3159872955.54,99.6809,,,7836334042.9,212.67,10.8247,0,3414256.7177,339028863.40000004,1.0,1.5,PASS,False,0.08163265306122448,123.46,116.56,3.16,123.46,,19.8137,1.4369,10.8247,0.1604867973432691,44.21573333333334,0.0,0.0,5.1,5.43,False,0,50.0,,0.8846153846153846,1,1,100.0,8,10.84915980693113,True,-2.111324376199619,,0.008291949195474078,False,False,电力,123.46,False,1.243033511527214,68.0,78.6,1.0,0.0,78.6,Tier1,,,可直接观察,回测跳过,20251231
601899.SH,601899,紫金矿业,20080425,,主板,L,6981840969.650001,12.316715542521983,工业金属,有色金属,801055.SI,240000,34.47,28.5969,20.1188,5.4608,1.6562,91654810.1336,71011278.6536,9061115882.4,True,0,0,False,False,35.36,30.12,7.617858257883237,6.454601605929566,-2.5169683257918574,False,12.316715542521983,2.5613660618996725,43.71,40.12,34126643303.0,90.1304,,,87443150068.0,92.2859,24.4994,0,91654810.1336,9061115882.4,1.0,1.5,PASS,False,0.2653061224489796,43.71,40.12,9.05,43.709999999999994,,28.5969,5.4608,24.4994,0.6542415923129719,65.53896875000001,0.0,0.0,34.47,35.36,False,0,50.0,,0.8235294117647058,1,1,100.0,11,4.363642339326136,False,7.617858257883237,,-0.007556088122289964,False,False,工业金属,43.709999999999994,False,0.30165111549335777,50.0,75.0,1.0,0.0,75.0,Tier1,,,可直接观察,回测跳过,20251231
603297.SH,603297,永新光学,20180910,,主板,L,189214604.8,9.88208285505583,光学光电子,电子,801084.SI,270000,105.3,56.0051,53.2518,5.8453,1.7364,1168163.451,1165977.423,184834889.8,True,0,0,False,False,108.2,95.2,0.19029495718363432,-4.7920433996383345,-2.6802218114602594,False,9.88208285505583,2.5613660618996725,7.13,3.05,126817474.7,83.9624,,,443809223.56000006,85.5175,7.6762,0,1168163.451,184834889.8,1.0,1.5,PASS,False,0.6122448979591837,7.13,3.05,1.69,7.129999999999999,,56.0051,5.8453,7.6762,7.854852734922861,136.7385,0.0,0.0,105.3,108.2,False,0,50.0,,0.8235294117647058,1,1,100.0,6,5.931465571105199,True,0.19029495718363432,,0.018961031597499334,False,False,光学光电子,7.129999999999999,False,0.24987274077518584,50.0,75.0,1.0,0.0,75.0,Tier1,,,可直接观察,回测跳过,20251231
002426.SZ,002426,胜利精密,20100608,,主板,L,614407261.3000001,8.806818181818187,电子制造,电子,801085.SI,270000,3.83,,,5.4013,4.0466,1303205.7258,1303195.7583,1005532094.4000001,True,0,0,False,False,3.95,3.2,6.094182825484773,5.8011049723756924,-3.037974683544309,False,8.806818181818187,2.5613660618996725,29.3,29.96,-95354139.56,,,,-973958278.01,,-2.993,0,1303205.7258,1005532094.4000001,1.0,1.5,PASS,False,0.42857142857142855,29.3,29.96,7.23,29.3,,,5.4013,-2.993,,68.91566875,0.0,0.0,3.83,3.95,False,0,50.0,,0.85,1,1,100.0,7,10.837606359158086,True,6.094182825484773,,0.016943576609275604,False,False,电子制造,29.3,False,0.14455230945466355,50.0,75.0,1.0,0.0,75.0,Tier1,,,可直接观察,回测跳过,20251231
