ts_code,symbol,name,list_date,delist_date,market,list_status,avg_amount_20d,pct_20d,l2_name,l1_name,l2_code,l1_code,close,pe,pe_ttm,pb,turnover_rate,total_mv,circ_mv,avg_amount_5d,vol_confirm,limit_20d,limit_10d,is_lock,is_breakout,high_20d,low_20d,pct_5d,pct_60d,drawdown_20d,has_crash_veto,pct_20d_n,market_med_20d,q0_dt_yoy,q1_dt_yoy,q0_profit_dedt,q0_dt_profit_ratio,q0_net_income,ttm_net_income,ttm_profit_dedt,ttm_ocf_ratio,roe,reduce_deduct,total_mv_n,avg_amt_5d_n,l1_leader,l1_score,l1_flag,itf_adj,l2_pe_mkt_pct,q0_dt_yoy_n,q1_dt_yoy_n,ind_med,esp_raw,l2_flags,pe_n,pb_n,roe_n,peg_n,pe_mean,val_bonus,val_penalty,close_n,high_20d_n,vol_shrink,reduce_penalty,cat_score,cat_flag,mom_rank,l4_mom_ok,l4_rel_ok,l4_score,ind_mom_cnt,alpha_excess,alpha_flag,pct_5d_n,l4_flag,big_ratio,chasing_high,overheat_flag,z_group,esp_raw_w,low_base_growth_flag,esp_z,esp_score,egs_base,mult,deduct,final_score,tier,downgrade_reasons,score_penalty_reasons,entry_flag,cninfo_flag,run_date
002648.SZ,002648,卫星化学,20111228,,主板,L,332276452.3,14.571823204419875,化学原料,化工,801033.SI,220000,16.59,18.2515,16.2478,2.2669,0.7982,5588595.03,5583246.4456,301986040.6,True,0,0,False,False,16.6,12.74,2.724458204334379,5.06649778340722,-0.0602409638554291,False,14.571823204419875,2.941176470588247,,19.0,,,,,6086823588.559999,,,0,5588595.03,301986040.6,1.0,1.5,PASS,False,0.3,,19.0,,0.0,DATA-INC,18.2515,2.2669,,,76.92848888888888,0.0,0.0,16.59,16.6,False,0,50.0,,1.0,1,1,100.0,4,8.981955407467611,True,2.724458204334379,,-0.045444412537160646,False,False,化学原料,0.0,False,0.0,50.0,75.0,1.0,0.0,75.0,Tier1,,,可直接观察,回测跳过,20240229
002625.SZ,002625,光启技术,20111103,,主板,L,347775628.05,14.429012345679016,航空装备,国防军工,801742.SI,650000,14.83,84.8383,60.706,3.6791,1.9257,3195253.7993,2635619.6476,407862096.8,True,3,1,False,True,15.0,10.14,6.690647482014378,5.2519517388218695,-1.1333333333333306,False,14.429012345679016,2.941176470588247,,39.21,,,,,781516018.65,,,0,3195253.7993,407862096.8,1.0,1.5,PASS,False,0.9,,39.21,,0.0,DATA-INC,84.8383,3.6791,,,57.39733,0.0,0.0,14.83,15.0,False,0,50.0,,1.0,1,1,100.0,4,12.168957667984127,True,6.690647482014378,突破型,0.0009165842613675384,False,False,航空装备,0.0,False,0.0,50.0,75.0,1.0,0.0,75.0,Tier1,,,可直接观察,回测跳过,20240229
600998.SH,600998,九州通,20101102,,主板,L,182918358.95,14.165497896213196,医药商业,医药生物,801154.SI,370000,8.14,15.2609,14.6633,1.3555,0.7986,3181837.8064,3181837.8064,193658713.0,True,1,0,False,False,8.95,6.76,3.2994923857868175,8.823529411764696,-9.050279329608923,False,14.165497896213196,2.941176470588247,,14.01,,,,,3023133119.96,,,0,3181837.8064,193658713.0,1.0,1.5,PASS,False,0.36,,14.01,,0.0,DATA-INC,15.2609,1.3555,,,18.769333333333336,0.0,0.0,8.14,8.95,False,0,50.0,,1.0,1,1,100.0,3,12.647236484274547,True,3.2994923857868175,,-0.005945923225566789,False,False,医药商业,0.0,False,0.0,50.0,75.0,1.0,0.0,75.0,Tier1,,,可直接观察,回测跳过,20240229
002372.SZ,002372,伟星新材,20100318,,主板,L,177917237.95000005,14.04779145546704,其他建材,建筑材料,801713.SI,610000,15.75,19.3261,17.5744,4.487,0.9225,2507522.8311,2321728.1467,158975913.6,True,0,0,False,False,16.35,12.88,4.581673306772904,4.720744680851063,-3.669724770642213,False,14.04779145546704,2.941176470588247,,14.88,,,,,1500229225.22,,,0,2507522.8311,158975913.6,1.0,1.5,PASS,False,0.92,,14.88,,0.0,DATA-INC,19.3261,4.487,,,84.9539,0.0,0.0,15.75,16.35,False,0,50.0,,1.0,1,1,100.0,3,12.307242094575033,True,4.581673306772904,,0.0028833297520781806,False,False,其他建材,0.0,False,0.0,50.0,75.0,1.0,0.0,75.0,Tier1,,,可直接观察,回测跳过,20240229
601168.SH,601168,西部矿业,20070712,,主板,L,605910964.2,14.04109589041096,工业金属,有色金属,801055.SI,240000,16.65,11.5139,12.2092,2.6403,1.573,3967695.0,3967695.0,714801301.1999999,True,0,0,False,False,17.26,13.58,-2.5175644028103017,29.875195007800293,-3.5341830822711695,False,14.04109589041096,2.941176470588247,,-0.87,,,,,3835483887.0,,,0,3967695.0,714801301.1999999,1.0,1.5,PASS,False,0.14,,-0.87,,0.0,DATA-INC,11.5139,2.6403,,,28.93449375,0.0,0.0,16.65,17.26,False,0,50.0,,1.0,1,1,100.0,5,6.87204058305777,True,-2.5175644028103017,,0.013733956555479127,False,False,工业金属,0.0,False,0.0,50.0,75.0,1.0,0.0,75.0,Tier1,,,可直接观察,回测跳过,20240229
603993.SH,603993,洛阳钼业,20121009,,主板,L,719143670.1999999,13.46863468634687,稀有金属,有色金属,801054.SI,240000,6.15,21.8949,41.4575,2.4871,0.6027,13283532.9585,10864450.1385,778899739.0,True,0,0,False,False,6.41,5.2,-3.149606299212593,17.14285714285715,-4.056162246489858,False,13.46863468634687,2.941176470588247,,-71.19,,,,,1575335629.6899998,,,0,13283532.9585,778899739.0,1.0,1.5,PASS,False,0.26,,-71.19,,0.0,DATA-INC,21.8949,2.4871,,,22.19918888888889,0.0,0.0,6.15,6.41,False,0,50.0,,1.0,1,1,100.0,4,10.565876845441581,True,-3.149606299212593,,-0.011816462901676357,False,False,稀有金属,0.0,False,0.0,50.0,75.0,1.0,0.0,75.0,Tier1,,,可直接观察,回测跳过,20240229
002126.SZ,002126,银轮股份,20070418,,主板,L,224125973.54999998,13.33333333333333,汽车零部件,汽车,801093.SI,280000,18.02,37.8113,24.3418,2.8331,1.6478,1449239.5988,1360889.3588,268366440.79999998,True,0,0,False,False,18.22,13.78,5.689149560117301,-3.995737879595096,-1.0976948408342402,False,13.33333333333333,2.941176470588247,,124.31,,,,,672172785.99,,,0,1449239.5988,268366440.79999998,1.0,1.5,PASS,False,0.8,,124.31,,0.0,DATA-INC,37.8113,2.8331,,,79.00244242424243,0.0,0.0,18.02,18.22,False,0,50.0,,0.8529411764705882,1,1,100.0,11,7.25261166306117,True,5.689149560117301,,-0.001761248406376862,False,False,汽车零部件,0.0,False,0.0,50.0,75.0,1.0,0.0,75.0,Tier1,,,可直接观察,回测跳过,20240229
002601.SZ,002601,龙佰集团,20110715,,主板,L,228400277.79999998,13.132530120481922,化学原料,化工,801033.SI,220000,18.78,13.1062,18.7655,1.9852,1.5271,4481458.7348,2791654.4331,228016404.59999996,True,0,0,False,False,18.8,15.75,3.4710743801652955,5.98194130925509,-0.10638297872340718,False,13.132530120481922,2.941176470588247,,-33.65,,,,,3805890309.99,,,0,4481458.7348,228016404.59999996,1.0,1.5,PASS,False,0.3,,-33.65,,0.0,DATA-INC,13.1062,1.9852,,,76.92848888888888,0.0,0.0,18.78,18.8,False,0,50.0,,0.9,1,1,100.0,4,7.542662323529658,True,3.4710743801652955,,0.006952394042499216,False,False,化学原料,0.0,False,0.0,50.0,75.0,1.0,0.0,75.0,Tier1,,,可直接观察,回测跳过,20240229
601766.SH,601766,中国中车,20080818,,主板,L,664272332.7999998,12.522045855379194,运输设备,机械设备,801076.SI,640000,6.38,15.712,15.5462,1.1764,0.4064,18309875.2881,15521135.1546,634768992.0,True,0,0,False,False,6.5,5.4,5.629139072847678,23.404255319148938,-1.846153846153853,False,12.522045855379194,2.941176470588247,,,,,,,2583072000.0,,,0,18309875.2881,634768992.0,1.0,1.5,PASS,False,0.2,,,,0.0,DATA-INC,15.712,1.1764,,,12.5677,0.0,0.0,6.38,6.5,False,0,50.0,,1.0,1,1,100.0,1,4.428562194705298,False,5.629139072847678,,-0.010407533751410875,False,False,运输设备,0.0,False,0.0,50.0,75.0,1.0,0.0,75.0,Tier1,,,可直接观察,回测跳过,20240229
000683.SZ,000683,博源化工,19970131,,主板,L,248794921.60000005,12.453531598513013,化学原料,化工,801033.SI,220000,6.05,8.5078,12.4288,1.6095,1.3637,2262832.2288,1985168.3639,275883537.8000001,True,0,0,False,False,6.26,4.62,2.8911564625850428,-4.7244094488189,-3.3546325878594296,False,12.453531598513013,2.941176470588247,,,,,,,1739086021.5099998,,,0,2262832.2288,275883537.8000001,1.0,1.5,PASS,False,0.3,,,,0.0,DATA-INC,8.5078,1.6095,,,76.92848888888888,0.0,0.0,6.05,6.26,False,0,50.0,,0.8,1,1,100.0,4,6.863663801560749,True,2.8911564625850428,,0.004545649621166255,False,False,化学原料,0.0,False,0.0,50.0,75.0,1.0,0.0,75.0,Tier1,,,可直接观察,回测跳过,20240229
