ts_code,symbol,name,list_date,delist_date,market,list_status,avg_amount_20d,pct_20d,l2_name,l1_name,l2_code,l1_code,close,pe,pe_ttm,pb,turnover_rate,total_mv,circ_mv,avg_amount_5d,vol_confirm,limit_20d,limit_10d,is_lock,is_breakout,high_20d,low_20d,pct_5d,pct_60d,drawdown_20d,has_crash_veto,pct_20d_n,market_med_20d,q0_dt_yoy,q1_dt_yoy,q0_profit_dedt,q0_dt_profit_ratio,q0_net_income,ttm_net_income,ttm_profit_dedt,ttm_ocf_ratio,roe,reduce_deduct,total_mv_n,avg_amt_5d_n,l1_leader,l1_score,l1_flag,itf_adj,l2_pe_mkt_pct,q0_dt_yoy_n,q1_dt_yoy_n,ind_med,esp_raw,l2_flags,pe_n,pb_n,roe_n,peg_n,pe_mean,val_bonus,val_penalty,close_n,high_20d_n,vol_shrink,reduce_penalty,cat_score,cat_flag,mom_rank,l4_mom_ok,l4_rel_ok,l4_score,ind_mom_cnt,alpha_excess,alpha_flag,pct_5d_n,l4_flag,big_ratio,chasing_high,overheat_flag,z_group,esp_raw_w,esp_z,esp_score,egs_base,mult,deduct,final_score,tier,entry_flag,cninfo_flag,run_date
002463.SZ,002463,沪电股份,20100818,,主板,L,1623565478.2000003,11.039426523297502,元件,电子,801083.SI,270000,30.98,23.031,21.019,5.0913,2.3222,5958657.7341,5954795.0207,1486762600.6000001,True,0,0,False,False,32.45,27.4,1.4407334643091074,-7.825052067836946,-4.530046224961481,False,11.039426523297502,2.493765586034935,50.07,80.8,745233767.0,97.74,,,6209318640.0,159.5055,6.2255,0,5958657.7341,1486762600.6000001,1.0,1.5,PASS,False,0.3709677419354839,50.07,80.8,31.82,50.07,,23.031,5.0913,6.2255,0.45997603355302574,44.18302727272727,10.0,0.0,30.98,32.45,False,0,50.0,,0.9166666666666666,1,1,100.0,4,11.7601049989012,True,1.4407334643091074,,0.033118252373615265,False,False,元件,50.07,1.0563327343678788,68.0,78.6,1.0,0.0,88.6,Tier1,可直接观察,回测跳过,20250530
002961.SZ,002961,瑞达期货,20190905,,主板,L,162192294.3,12.552011095700411,多元金融,非银金融,801191.SI,490000,16.23,18.8781,18.4587,2.5238,2.1963,722292.8145,722292.8145,116416087.60000001,True,1,0,False,False,17.05,14.2,1.9472361809045324,12.16309606081547,-4.809384164222874,False,12.552011095700411,2.493765586034935,14.81,63.87,80940258.89,99.8558,,,854044745.87,1244.858,2.7655,0,722292.8145,116416087.60000001,1.0,1.5,PASS,False,0.16129032258064516,14.81,63.87,3.9050000000000002,14.810000000000002,,18.8781,2.5238,2.7655,1.274686022957461,37.27585,10.0,0.0,16.23,17.05,True,0,50.0,,1.0,1,1,100.0,3,11.016502458464329,True,1.9472361809045324,,0.021864079578023853,False,False,多元金融,14.810000000000002,0.13900806734446783,50.0,75.0,1.0,0.0,85.0,Tier1,可直接观察,回测跳过,20250530
600578.SH,600578,京能电力,20020510,,主板,L,315944587.0,7.389162561576379,电力,公用事业,801161.SI,410000,4.36,16.9388,12.5948,1.2966,0.506,2918854.7625,2918854.7625,172147051.59999996,True,0,0,False,False,4.57,3.94,-2.460850111856816,30.930930930930934,-4.59518599562363,False,7.389162561576379,2.493765586034935,127.97,119.35,1058349071.03,99.5556,,,5041115454.74,188.3498,3.7093,0,2918854.7625,172147051.59999996,1.0,1.5,PASS,False,0.1774193548387097,127.97,119.35,9.61,127.97,,16.9388,1.2966,3.7093,0.1323653981401891,48.90837857142858,10.0,0.0,4.36,4.57,True,0,50.0,,0.8260869565217391,1,1,100.0,14,5.529752130737375,True,-2.460850111856816,,-0.009609692365880489,False,False,电力,127.97,0.32014651795593646,50.0,75.0,1.0,0.0,85.0,Tier1,可直接观察,回测跳过,20250530
601138.SH,601138,工业富联,20180608,,主板,L,1459225948.1000001,4.8172757475083205,电子制造,电子,801085.SI,270000,18.93,16.1923,15.4943,2.392,0.4712,37592827.2937,37590393.8327,1476375011.9999998,True,0,0,False,False,20.03,17.98,0.9061833688699172,-10.028517110266154,-5.491762356465313,False,4.8172757475083205,2.493765586034935,14.76,15.86,4902819000.0,93.7303,,,51583553000.0,21.9925,3.3763,0,37592827.2937,1476375011.9999998,1.0,1.5,PASS,False,0.41935483870967744,14.76,15.86,-0.235,15.229999999999999,,16.1923,2.392,3.3763,1.097039295392954,91.69100526315789,10.0,0.0,18.93,20.03,False,0,50.0,,0.8181818181818182,1,1,100.0,7,5.72369334303845,True,0.9061833688699172,,-0.005920000080196417,False,False,电子制造,15.229999999999999,-0.17036250759830376,32.0,71.4,1.0,0.0,81.4,Tier1,可直接观察,回测跳过,20250530
002626.SZ,002626,金达威,20111028,,主板,L,384485731.8,13.177805800756627,食品加工,食品饮料,801124.SI,340000,17.95,32.0139,27.8628,2.4962,1.67,1094832.9139,1094671.3639,223908021.0,True,1,0,False,False,20.22,15.8,0.3353828954723248,26.76553672316384,-11.226508407517311,False,13.177805800756627,2.493765586034935,70.03,20.8,118534341.69,97.3639,,,809903622.72,71.2382,2.8095,0,1094832.9139,223908021.0,1.0,1.5,PASS,False,0.1935483870967742,70.03,20.8,0.21,70.03,,32.0139,2.4962,2.8095,0.4571455090675425,22.30864,0.0,0.0,17.95,20.22,True,0,50.0,,1.0,1,1,100.0,2,4.739611870334716,False,0.3353828954723248,,-0.026098706687741384,False,False,食品加工,70.03,1.5212457727166155,68.0,78.6,1.0,0.0,78.6,Tier1,可直接观察,回测跳过,20250530
601236.SH,601236,红塔证券,20190705,,主板,L,530828539.7999999,10.162601626016276,证券,非银金融,801193.SI,490000,8.13,50.1918,40.7921,1.5794,1.1876,3834748.4342,3834748.4342,376964909.6,True,1,0,False,False,8.86,7.38,-0.7326007326007189,2.9113924050633067,-8.239277652370191,False,10.162601626016276,2.493765586034935,147.88,154.59,295017187.56,99.7958,,,2164996124.58,86.05,1.2021,0,3834748.4342,376964909.6,1.0,1.5,PASS,False,0.24193548387096775,147.88,154.59,50.370000000000005,147.88,,50.1918,1.5794,1.2021,0.33940898025426025,38.50268108108108,0.0,0.0,8.13,8.86,True,0,50.0,,0.9743589743589743,1,1,100.0,12,9.07564510427714,True,-0.7326007326007189,,-0.002478135232219226,False,False,证券,147.88,0.32516909095935587,50.0,75.0,1.0,0.0,75.0,Tier1,可直接观察,回测跳过,20250530
002703.SZ,002703,浙江世宝,20121102,,主板,L,385003427.90000004,8.714408973252796,汽车零部件,汽车,801093.SI,280000,12.6,69.5072,58.8664,5.3361,6.2297,1036516.8038,738420.5732,583807972.8,True,0,0,False,False,13.86,11.33,-4.036557501904047,-3.522205206738138,-9.090909090909093,False,8.714408973252796,2.493765586034935,121.54,112.56,45157267.57,92.6588,,,350787913.27,146.3589,2.4771,0,1036516.8038,583807972.8,1.0,1.5,PASS,False,0.4032258064516129,121.54,112.56,5.955,121.54,,69.5072,5.3361,2.4771,0.5718874444627283,113.59494927536231,0.0,0.0,12.6,13.86,False,0,50.0,,0.7205882352941176,1,1,100.0,21,6.890924430694357,True,-4.036557501904047,,0.0022205759047396224,False,False,汽车零部件,121.54,0.8155375769755592,50.0,75.0,1.0,0.0,75.0,Tier1,可直接观察,回测跳过,20250530
603489.SH,603489,八方股份,20191111,,主板,L,150119083.2,8.053691275167797,电机,电气设备,801731.SI,630000,28.98,106.6738,98.4844,2.5505,2.5057,681067.6827,681067.6827,177365572.0,True,1,0,False,False,29.99,24.39,4.507753335737474,12.54368932038834,-3.367789263087695,False,8.053691275167797,2.493765586034935,12.24,-61.42,17482618.73,80.0315,,,148601321.91000003,81.1923,0.8219,0,681067.6827,177365572.0,1.0,1.5,PASS,False,0.6129032258064516,12.24,-61.42,9.55,2.6899999999999995,,106.6738,2.5505,0.8219,8.71517973856209,86.61345555555556,0.0,0.0,28.98,29.99,False,0,50.0,,0.7,1,1,100.0,4,4.729647012076677,False,4.507753335737474,,0.0052116087010794405,False,False,电机,2.6899999999999995,0.22768381542349017,50.0,75.0,1.0,0.0,75.0,Tier1,可直接观察,回测跳过,20250530
000600.SZ,000600,建投能源,19960606,,主板,L,353215677.75,5.763239875389403,电力,公用事业,801161.SI,410000,6.79,23.1289,16.9822,1.1252,3.4172,1228514.2763,740144.5448,334839000.0,True,0,0,False,False,7.23,6.4,-4.63483146067416,24.35897435897436,-6.085753803596128,False,5.763239875389403,2.493765586034935,78.78,5401.22,436877984.64,98.4399,,,1519716022.1399999,112.2587,4.1551,0,1228514.2763,334839000.0,1.0,1.5,PASS,False,0.1774193548387097,78.78,5401.22,9.61,78.78,,23.1289,1.1252,4.1551,0.2935884742320386,48.90837857142858,0.0,0.0,6.79,7.23,False,0,50.0,,0.8043478260869565,1,1,100.0,14,3.9038294445503996,False,-4.63483146067416,,-0.020329501033944625,False,False,电力,78.78,0.13443877140697025,50.0,75.0,1.0,0.0,75.0,Tier1,可直接观察,回测跳过,20250530
002037.SZ,002037,保利联合,20040908,,主板,L,153514411.9,13.15453384418901,化学制品,化工,801034.SI,220000,8.86,109.1816,94.642,2.2693,4.3038,428720.8395,428720.8395,126945383.8,True,1,0,False,False,9.08,7.81,1.9562715765247374,7.393939393939397,-2.422907488986792,False,13.15453384418901,2.493765586034935,11.74,88.18,-63726143.12,,,,-285249864.42999995,,-3.1624,0,428720.8395,126945383.8,1.0,1.5,PASS,False,0.5645161290322581,11.74,88.18,9.16,2.58,,109.1816,2.2693,-3.1624,9.299965928449744,99.3247,0.0,0.0,8.86,9.08,False,0,50.0,,0.8571428571428571,1,1,100.0,7,9.101011608848598,True,1.9562715765247374,,0.017235607073091474,False,False,化学制品,2.58,-0.4447799773244955,32.0,71.4,1.0,0.0,71.4,Tier1,可直接观察,回测跳过,20250530
