ts_code,symbol,name,list_date,delist_date,market,list_status,avg_amount_20d,pct_20d,l2_name,l1_name,l2_code,l1_code,close,pe,pe_ttm,pb,turnover_rate,total_mv,circ_mv,avg_amount_5d,vol_confirm,limit_20d,limit_10d,is_lock,is_breakout,high_20d,low_20d,pct_5d,pct_60d,drawdown_20d,has_crash_veto,pct_20d_n,market_med_20d,q0_dt_yoy,q1_dt_yoy,q0_profit_dedt,q0_dt_profit_ratio,q0_net_income,ttm_net_income,ttm_profit_dedt,ttm_ocf_ratio,roe,reduce_deduct,total_mv_n,avg_amt_5d_n,l1_leader,l1_score,l1_flag,itf_adj,l2_pe_mkt_pct,q0_dt_yoy_n,q1_dt_yoy_n,ind_med,esp_raw,l2_flags,pe_n,pb_n,roe_n,peg_n,pe_mean,val_bonus,val_penalty,close_n,high_20d_n,vol_shrink,reduce_penalty,cat_score,cat_flag,mom_rank,l4_mom_ok,l4_rel_ok,l4_score,ind_mom_cnt,alpha_excess,alpha_flag,pct_5d_n,l4_flag,big_ratio,chasing_high,overheat_flag,z_group,esp_raw_w,low_base_growth_flag,esp_z,esp_score,egs_base,mult,deduct,final_score,tier,downgrade_reasons,score_penalty_reasons,entry_flag,cninfo_flag,run_date
600875.SH,600875,东方电气,19951010,,主板,L,441032564.25,5.81462291306849,电源设备,电气设备,801733.SI,630000,18.38,16.139,16.6709,1.5019,0.7826,5729964.002,3718832.8604,570049731.8,True,0,0,False,False,18.98,16.88,-0.9164420485175295,12.829957028852057,-3.161222339304537,False,5.81462291306849,-2.3497267759562845,10.61,8.01,1055684212.95,116.5534,,,8139850517.849999,109.5132,2.4026,0,5729964.002,570049731.8,1.0,1.5,PASS,False,0.4444444444444444,10.61,8.01,3.43,10.61,,16.139,1.5019,2.4026,1.5211121583411875,31.660833333333333,10.0,0.0,18.38,18.98,False,0,50.0,,1.0,1,1,100.0,1,6.6978417550704545,True,-0.9164420485175295,,-0.018980255670667343,False,False,电源设备,10.61,False,-0.2944859103651975,32.0,71.4,1.0,0.0,81.4,Tier1,,,可直接观察,回测跳过,20240531
001286.SZ,001286,陕西能源,20230410,,主板,L,302567749.3,8.32517140058766,电力,公用事业,801161.SI,410000,11.06,16.2285,15.4374,1.7078,3.3672,4147500.0,1161300.0,520901621.8,True,0,0,False,False,11.35,9.88,3.7523452157598447,21.271929824561408,-2.555066079295143,False,8.32517140058766,-2.3497267759562845,15.48,4.18,988659892.2,100.1474,,,7042746626.79,132.5381,4.1574,0,4147500.0,520901621.8,1.0,1.5,PASS,False,0.2222222222222222,15.48,4.18,13.620000000000001,1.8599999999999994,,16.2285,1.7078,4.1574,1.0483527131782946,62.32233,10.0,0.0,11.06,11.35,False,0,50.0,,0.8536585365853658,1,1,100.0,13,5.22001967158272,True,3.7523452157598447,,-0.021850499630841982,False,False,电力,1.8599999999999994,False,-0.52601409928876,22.0,69.4,1.0,0.0,79.4,Tier1,,,可直接观察,回测跳过,20240531
601600.SH,601600,中国铝业,20070430,,主板,L,1541453547.1499999,9.932885906040267,工业金属,有色金属,801055.SI,240000,8.19,20.9213,19.6977,2.311,1.0623,14052714.2257,10711461.0191,1732814457.0,True,0,0,False,False,8.77,7.15,2.2471910112359605,31.672025723472675,-6.613454960091225,False,9.932885906040267,-2.3497267759562845,35.61,111.27,2182750000.0,97.8695,,,16610470000.0,75.4082,3.6186,0,14052714.2257,1732814457.0,1.0,1.5,PASS,False,0.16666666666666666,35.61,111.27,3.0,35.61,,20.9213,2.311,3.6186,0.5875119348497613,27.06062857142857,0.0,0.0,8.19,8.77,False,0,50.0,,0.8636363636363636,1,1,100.0,7,10.848187417126276,True,2.2471910112359605,,0.01476544127387672,False,False,工业金属,35.61,False,0.20465738522465857,50.0,75.0,1.0,0.0,75.0,Tier1,,,可直接观察,回测跳过,20240531
600487.SH,600487,亨通光电,20030822,,主板,L,866347573.6,6.099290780141842,通信设备,通信,801102.SI,730000,14.96,17.1352,16.2449,1.4071,1.3554,3690235.0469,3690235.0469,652771300.8,True,0,0,False,False,15.9,13.68,-3.17152103559869,18.260869565217398,-5.91194968553459,False,6.099290780141842,-2.3497267759562845,13.9,31.74,411303403.19,80.1644,,,5343622890.62,29.0038,1.9784,0,3690235.0469,652771300.8,1.0,1.5,PASS,False,0.6666666666666666,13.9,31.74,-9.568850000000001,33.0377,,17.1352,1.4071,1.9784,1.232748201438849,44.7214875,0.0,0.0,14.96,15.9,True,0,50.0,,0.7272727272727273,1,1,100.0,4,8.710825056529226,True,-3.17152103559869,,0.003183442703186284,False,False,通信设备,33.0377,False,0.019542805638409592,50.0,75.0,1.0,0.0,75.0,Tier1,,,可直接观察,回测跳过,20240531
000697.SZ,000697,炼石航空,19970325,,主板,L,250336560.24999994,10.838150289017335,航空装备,国防军工,801742.SI,650000,7.67,,,19.3011,5.1568,669668.3719,445973.6111,190989831.79999998,True,2,1,False,False,9.39,6.69,-0.3896103896103953,24.311183144246364,-18.317358892438772,False,10.838150289017335,-2.3497267759562845,14.91,65.27,-75838378.19,,,,-809669592.22,,-19.21,0,669668.3719,190989831.79999998,1.0,1.5,PASS,False,0.9444444444444444,14.91,65.27,5.6899999999999995,14.91,,,19.3011,-19.21,,85.69184285714286,0.0,0.0,7.67,9.39,True,0,50.0,,1.0,1,1,100.0,5,8.160631034361899,True,-0.3896103896103953,,-0.036817614843680437,False,False,航空装备,14.91,False,-0.3160489893016382,32.0,71.4,1.0,0.0,71.4,Tier1,,,可直接观察,回测跳过,20240531
600886.SH,600886,国投电力,19960118,,主板,L,457685473.5500001,8.91210817455439,电力,公用事业,801161.SI,410000,17.72,19.7001,18.5342,2.3842,0.4666,13208806.6003,12343527.5709,585368521.1999999,True,0,0,False,False,17.98,15.35,3.143189755529674,20.298710115410714,-1.4460511679644128,False,8.91210817455439,-2.3497267759562845,26.1,66.76,2025248931.09,99.4969,,,17957247575.58,149.3324,3.3878,0,13208806.6003,585368521.1999999,1.0,1.5,PASS,False,0.2222222222222222,26.1,66.76,13.620000000000001,26.1,,19.7001,2.3842,3.3878,0.7547931034482758,62.32233,0.0,0.0,17.72,17.98,False,0,50.0,,0.8780487804878049,1,1,100.0,13,5.80695644554945,True,3.143189755529674,,-0.01034813095771072,False,False,电力,26.1,False,-0.19824039506619198,32.0,71.4,1.0,0.0,71.4,Tier1,,,可直接观察,回测跳过,20240531
600765.SH,600765,XD中航重,19961106,,主板,L,722996035.55,5.730027548209371,航空装备,国防军工,801742.SI,650000,19.19,21.3993,20.6103,2.3755,2.0761,2843086.4132,2818394.22,508080885.8,True,0,0,False,False,20.9,17.98,1.9118428040361346,17.513778322106567,-8.181818181818167,False,5.730027548209371,-2.3497267759562845,7.29,8.81,288058931.21,89.6142,,,3382908722.38,-72.9693,2.7408,0,2843086.4132,508080885.8,1.0,1.5,PASS,False,0.9444444444444444,7.29,8.81,5.6899999999999995,1.6000000000000005,ESP-Q,21.3993,2.3755,2.7408,2.9354320987654323,85.69184285714286,10.0,0.0,19.19,20.9,True,0,50.0,,0.7857142857142857,1,1,100.0,5,3.052508293553935,False,1.9118428040361346,,-0.012017495875509107,False,False,航空装备,1.6000000000000005,False,-0.47473346284586065,32.0,71.4,0.7,0.0,59.98,Tier1,,,可直接观察,回测跳过,20240531
002046.SZ,002046,国机精工,20050526,,主板,L,180673655.65,5.719557195571956,通用机械,机械设备,801072.SI,640000,11.46,23.4225,22.461,1.805,3.9148,606185.7133,602647.0005,129257853.80000001,True,0,0,False,False,12.18,10.65,3.429602888086647,11.804878048780498,-5.9113300492610765,False,5.719557195571956,-2.3497267759562845,52.58,19.61,65764408.19,76.8961,,,518212343.4,-134.9501,2.5802,0,606185.7133,129257853.80000001,1.0,1.5,PASS,False,0.7222222222222222,52.58,19.61,5.665,52.58,ESP-Q,23.4225,1.805,2.5802,0.44546405477367823,37.901384615384615,10.0,0.0,11.46,12.18,True,0,50.0,,0.8571428571428571,1,1,100.0,5,7.239146380920658,True,3.429602888086647,,0.006903178948371712,False,False,通用机械,52.58,False,-0.011913165783739337,32.0,71.4,0.7,0.0,59.98,Tier1,,,可直接观察,回测跳过,20240531
000791.SZ,000791,甘肃能源,19971014,,主板,L,468118176.35,6.151419558359628,电力,公用事业,801161.SI,410000,6.73,20.672,17.511,1.256,2.7966,1077163.7801,1077153.1803,503791881.2,True,2,0,False,False,8.0,6.26,-5.874125874125868,28.680688336520067,-15.874999999999995,False,6.151419558359628,-2.3497267759562845,214.68,75.86,49395955.58,95.9094,,,1370755534.6499999,358.9781,0.5904,0,1077163.7801,503791881.2,1.0,1.5,PASS,False,0.2222222222222222,214.68,75.86,13.620000000000001,214.68,,20.672,1.256,0.5904,0.09629215576672256,62.32233,0.0,0.0,6.73,8.0,False,0,50.0,,0.6829268292682927,0,1,55.0,13,3.0462678293546874,False,-5.874125874125868,,-0.04372867137658766,False,False,电力,200.0,True,2.1532384483457125,82.0,58.900000000000006,1.0,0.0,58.9,Tier1,,esp_raw_cap_200,可直接观察,回测跳过,20240531
600862.SH,600862,中航高科,19940520,,主板,L,379589771.85,1.1657374556512945,航空装备,国防军工,801742.SI,650000,19.96,26.9571,26.5315,4.2208,1.7979,2780526.0176,2780526.0176,254792653.00000003,True,0,0,False,False,20.83,19.0,1.3712544438801322,3.0459473412493443,-4.1766682669227,False,1.1657374556512945,-2.3497267759562845,7.76,33.63,351080716.79,100.016,,,2699157518.5,58.8829,5.4747,0,2780526.0176,254792653.00000003,1.0,1.5,PASS,False,0.9444444444444444,7.76,33.63,5.6899999999999995,2.0700000000000003,,26.9571,4.2208,5.4747,3.4738530927835054,85.69184285714286,10.0,0.0,19.96,20.83,True,0,50.0,,0.42857142857142855,0,1,55.0,5,-1.5117817990041416,False,1.3712544438801322,,-0.03157233435543223,False,False,航空装备,2.0700000000000003,False,-0.46913002914444935,32.0,48.9,1.0,0.0,58.9,Tier1,,,可直接观察,回测跳过,20240531
